fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6512605042016807,0.7169494990362419,0.5806451612903226,0.5483193277310924,0.6976744186046512,0.5769230769230769,0.8823529411764706,8
2,0.4471153846153846,0.5306267853633417,0.4482758620689655,0.4278846153846154,0.5555555555555556,0.5,0.625,4
3,0.45833333333333337,0.625636460711189,0.42857142857142855,0.4375,0.42857142857142855,0.5,0.375,4
4,0.4807692307692308,0.5247446192359077,0.5517241379310345,0.5360576923076923,0.6285714285714286,0.5789473684210527,0.6875,8
5,0.5817307692307692,0.6967660230456876,0.5862068965517241,0.5817307692307692,0.625,0.625,0.625,8
6,0.4789915966386555,0.5385892276237545,0.4838709677419355,0.4852941176470588,0.5,0.5333333333333333,0.47058823529411764,8
7,0.5052083333333333,0.6563179500018871,0.4642857142857143,0.4791666666666667,0.4444444444444444,0.5454545454545454,0.375,8
8,0.5,0.5335615661778546,0.4482758620689655,0.4567307692307692,0.42857142857142855,0.5,0.375,4
9,0.5656108597285067,0.604048452644588,0.6333333333333333,0.6131221719457014,0.7027027027027027,0.65,0.7647058823529411,8
10,0.6586538461538461,0.747643583948731,0.5172413793103449,0.5120192307692308,0.5625,0.5625,0.5625,4
11,0.5865384615384615,0.7300066202180173,0.4482758620689655,0.4495192307692308,0.4666666666666667,0.5,0.4375,8
12,0.5,0.5495088921111518,0.4482758620689655,0.4423076923076923,0.5,0.5,0.5,4
13,0.4343891402714932,0.5288445643296269,0.26666666666666666,0.2895927601809955,0.15384615384615385,0.2222222222222222,0.11764705882352941,8
14,0.28959276018099545,0.4754665476211883,0.3333333333333333,0.31221719457013575,0.4444444444444444,0.42105263157894735,0.47058823529411764,8
15,0.5166666666666667,0.6544060193905394,0.48148148148148145,0.4666666666666667,0.5625,0.5294117647058824,0.6,8
16,0.6696428571428572,0.6808407738095238,0.6,0.6116071428571428,0.5384615384615384,0.7,0.4375,4
17,0.4807692307692307,0.5231625380910996,0.4482758620689655,0.4495192307692308,0.4666666666666667,0.5,0.4375,8
18,0.5096153846153846,0.6348189816726634,0.5172413793103449,0.5336538461538461,0.46153846153846156,0.6,0.375,4
19,0.6176470588235294,0.7218443456648662,0.5517241379310345,0.5441176470588236,0.6060606060606061,0.625,0.5882352941176471,8
20,0.4866071428571429,0.5568414539322046,0.4666666666666667,0.4642857142857143,0.5,0.5,0.5,8
21,0.41517857142857145,0.5009904062692965,0.43333333333333335,0.4330357142857143,0.45161290322580644,0.4666666666666667,0.4375,8
22,0.6333333333333333,0.6468630191124052,0.5517241379310345,0.55,0.5806451612903226,0.5625,0.6,8
23,0.41666666666666663,0.6382377329812003,0.41379310344827586,0.4387254901960784,0.37037037037037035,0.5,0.29411764705882354,8
24,0.7401960784313726,0.8336279970190005,0.6551724137931034,0.6691176470588236,0.6666666666666666,0.7692307692307693,0.5882352941176471,4
25,0.36923076923076925,0.5265752219725388,0.2857142857142857,0.28717948717948716,0.2857142857142857,0.3076923076923077,0.26666666666666666,8
26,0.5429864253393666,0.6502183833357313,0.6,0.583710407239819,0.6666666666666666,0.631578947368421,0.7058823529411765,8
27,0.5096153846153846,0.5801820296249643,0.5172413793103449,0.5192307692307692,0.5333333333333333,0.5714285714285714,0.5,8
28,0.6787330316742082,0.7494318217615432,0.6333333333333333,0.5950226244343891,0.7317073170731707,0.625,0.8823529411764706,8
29,0.6425339366515836,0.6970796148245609,0.6666666666666666,0.660633484162896,0.7058823529411765,0.7058823529411765,0.7058823529411765,8
30,0.7156862745098039,0.7697103930085172,0.6206896551724138,0.6519607843137255,0.5925925925925926,0.8,0.47058823529411764,8
31,0.5480769230769231,0.608743277079674,0.5862068965517241,0.5600961538461539,0.6842105263157895,0.5909090909090909,0.8125,8
32,0.6857142857142857,0.7085593315145999,0.6206896551724138,0.6261904761904762,0.56,0.7,0.4666666666666667,8
33,0.46875,0.5634622293733547,0.42857142857142855,0.3854166666666667,0.5789473684210527,0.5,0.6875,8
34,0.7647058823529411,0.7568375348219639,0.8333333333333334,0.8257918552036199,0.8571428571428571,0.8333333333333334,0.8823529411764706,8
35,0.5357142857142857,0.6612385931602098,0.5,0.4955357142857143,0.5454545454545454,0.5294117647058824,0.5625,8
36,0.5625,0.6304473113308211,0.5172413793103449,0.5120192307692308,0.5625,0.5625,0.5625,8
37,0.5357142857142857,0.6929919617419618,0.5333333333333333,0.5401785714285714,0.5,0.5833333333333334,0.4375,4
38,0.6568627450980392,0.7061770296105334,0.5517241379310345,0.5686274509803921,0.5517241379310345,0.6666666666666666,0.47058823529411764,8
39,0.46078431372549017,0.6107156945255653,0.41379310344827586,0.42647058823529416,0.41379310344827586,0.5,0.35294117647058826,4
40,0.5714285714285714,0.5601515473483019,0.4827586206896552,0.4904761904761905,0.34782608695652173,0.5,0.26666666666666666,4
