Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,XGBoost,0.7406850961538463,0.61328125,0.12740384615384626,2.9815506634968534,0.0028679258906076028,✓,✓,0.12905666507734212,✗
LogisticRegression,GradientBoosting,0.7406850961538463,0.6481370192307692,0.0925480769230771,2.8855730760179377,0.00390701747127514,✓,✓,0.1758157862073813,✗
ExtraTrees,XGBoost,0.7244591346153846,0.61328125,0.11117788461538458,2.7778008049538725,0.005472815736577187,✓,✓,0.2462767081459734,✗
SVM_RBF,XGBoost,0.7292668269230769,0.61328125,0.11598557692307687,2.6916043755103174,0.007110924342507382,✓,✓,0.3199915954128322,✗
SVM_Linear,XGBoost,0.7337740384615385,0.61328125,0.12049278846153855,2.649254857740974,0.008066947255050772,✓,✓,0.3630126264772847,✗
SVM_RBF,GradientBoosting,0.7292668269230769,0.6481370192307692,0.08112980769230771,2.4767200213963374,0.01325958706087928,✓,✗,0.5966814177395676,✗
SVM_Linear,GradientBoosting,0.7337740384615385,0.6481370192307692,0.08563701923076938,2.4152416044607365,0.015724775307038547,✓,✗,0.7076148888167346,✗
ExtraTrees,GradientBoosting,0.7244591346153846,0.6481370192307692,0.07632211538461542,2.3437118702751665,0.019092914703818253,✓,✗,0.8591811616718213,✗
LogisticRegression,LightGBM,0.7406850961538463,0.6565504807692308,0.08413461538461542,2.17859893718294,0.029361475213338907,✓,✗,1.0,✗
RandomForest,XGBoost,0.6873497596153846,0.61328125,0.07406850961538458,2.1174958391865664,0.034217788054566836,✓,✗,1.0,✗
ExtraTrees,LightGBM,0.7244591346153846,0.6565504807692308,0.06790865384615374,2.0078065190311714,0.04466385583571912,✓,✗,1.0,✗
LogisticRegression,RandomForest,0.7406850961538463,0.6873497596153846,0.053335336538461675,1.9749015085636934,0.04827932618215215,✓,✗,1.0,✗
SVM_RBF,LightGBM,0.7292668269230769,0.6565504807692308,0.07271634615384603,1.8723031422413827,0.061164676300705954,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.7337740384615385,0.6565504807692308,0.07722355769230771,1.8543589384999928,0.06368782518918722,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.7244591346153846,0.6873497596153846,0.037109375,1.7262940618248586,0.08429452313055057,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.6989182692307692,0.61328125,0.08563701923076916,1.7118395904689618,0.08692623384019688,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.7337740384615385,0.6873497596153846,0.046424278846153966,1.5356664268044993,0.12462021322799728,✗,✗,1.0,✗
LogisticRegression,KNN,0.7406850961538463,0.6682692307692308,0.07241586538461542,1.5310220555798728,0.12576394177160424,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.7292668269230769,0.6873497596153846,0.04191706730769229,1.4115661744905657,0.15807773802352798,✗,✗,1.0,✗
KNN,XGBoost,0.6682692307692308,0.61328125,0.05498798076923084,1.401726490421708,0.16099693697445538,✗,✗,1.0,✗
SVM_Linear,KNN,0.7337740384615385,0.6682692307692308,0.06550480769230771,1.3787940509213403,0.16795826146739945,✗,✗,1.0,✗
SVM_RBF,KNN,0.7292668269230769,0.6682692307692308,0.060997596153846034,1.2819158022504706,0.1998721839680323,✗,✗,1.0,✗
ExtraTrees,KNN,0.7244591346153846,0.6682692307692308,0.056189903846153744,1.2598024864350743,0.20774062261186776,✗,✗,1.0,✗
LogisticRegression,NaiveBayes,0.7406850961538463,0.6989182692307692,0.041766826923077094,1.2434922530587575,0.21368649393852246,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.6873497596153846,0.6481370192307692,0.03921274038461542,1.1601916679246416,0.24597077856658378,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.6989182692307692,0.6481370192307692,0.05078125,1.150658181758989,0.2498728868709056,✗,✗,1.0,✗
SVM_RBF,LogisticRegression,0.7292668269230769,0.7406850961538463,-0.011418269230769384,-1.0722989933557066,0.28358575877893,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.7337740384615385,0.6989182692307692,0.034855769230769384,1.012076836753954,0.3115013165553947,✗,✗,1.0,✗
NaiveBayes,LightGBM,0.6989182692307692,0.6565504807692308,0.042367788461538325,0.9925547513936139,0.3209269849929365,✗,✗,1.0,✗
LightGBM,XGBoost,0.6565504807692308,0.61328125,0.04326923076923084,0.9838333580343075,0.32519745478239814,✗,✗,1.0,✗
RandomForest,LightGBM,0.6873497596153846,0.6565504807692308,0.030799278846153744,0.968564827749466,0.33276235927304565,✗,✗,1.0,✗
ExtraTrees,LogisticRegression,0.7244591346153846,0.7406850961538463,-0.016225961538461675,-0.9214830603882631,0.3567982812610321,✗,✗,1.0,✗
SVM_RBF,NaiveBayes,0.7292668269230769,0.6989182692307692,0.03034855769230771,0.9087512423937533,0.36348144883710354,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.7244591346153846,0.6989182692307692,0.02554086538461542,0.8424597087504022,0.3995306834259804,✗,✗,1.0,✗
GradientBoosting,XGBoost,0.6481370192307692,0.61328125,0.03485576923076916,0.787076240667545,0.4312372369236984,✗,✗,1.0,✗
KNN,NaiveBayes,0.6682692307692308,0.6989182692307692,-0.030649038461538325,-0.568678720478411,0.5695741913977954,✗,✗,1.0,✗
LogisticRegression,SVM_Linear,0.7406850961538463,0.7337740384615385,0.006911057692307709,0.4818655499644644,0.6299014601610446,✗,✗,1.0,✗
ExtraTrees,SVM_Linear,0.7244591346153846,0.7337740384615385,-0.009314903846153966,-0.4543939706873551,0.6495452911909596,✗,✗,1.0,✗
KNN,RandomForest,0.6682692307692308,0.6873497596153846,-0.019080528846153744,-0.43734820352709347,0.6618588419901692,✗,✗,1.0,✗
KNN,GradientBoosting,0.6682692307692308,0.6481370192307692,0.020132211538461675,0.38681193130368313,0.6988954436045665,✗,✗,1.0,✗
RandomForest,NaiveBayes,0.6873497596153846,0.6989182692307692,-0.011568509615384581,-0.3276996487527179,0.7431387689949147,✗,✗,1.0,✗
SVM_RBF,SVM_Linear,0.7292668269230769,0.7337740384615385,-0.004507211538461675,-0.31158160349477154,0.7553585169947198,✗,✗,1.0,✗
SVM_RBF,ExtraTrees,0.7292668269230769,0.7244591346153846,0.004807692307692291,0.27215199829817344,0.7855051489838052,✗,✗,1.0,✗
GradientBoosting,LightGBM,0.6481370192307692,0.6565504807692308,-0.008413461538461675,-0.2533714792312259,0.7999811650132334,✗,✗,1.0,✗
KNN,LightGBM,0.6682692307692308,0.6565504807692308,0.01171875,0.2366744078439293,0.8129093905217726,✗,✗,1.0,✗
