Single_Tag,Dataset,Model,Mean_AUC,Std_AUC,Pooled_AUC,Pooled_AUC_Macro_OvR,Pooled_AUC_Micro_OvR,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Mean_Kappa,Std_Kappa,Pooled_Kappa,Pooled_Brier,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Pooled_AUC_CI95_Low,Pooled_AUC_CI95_High,Pooled_PR_AUC_CI95_Low,Pooled_PR_AUC_CI95_High,Pooled_Acc_CI95_Low,Pooled_Acc_CI95_High,Pooled_Bal_Acc_CI95_Low,Pooled_Bal_Acc_CI95_High,Pooled_Prec_CI95_Low,Pooled_Prec_CI95_High,Pooled_Rec_CI95_Low,Pooled_Rec_CI95_High,Pooled_F1_CI95_Low,Pooled_F1_CI95_High,Pooled_Specificity_CI95_Low,Pooled_Specificity_CI95_High,Pooled_Kappa_CI95_Low,Pooled_Kappa_CI95_High,Pooled_Brier_CI95_Low,Pooled_Brier_CI95_High,CI_Bootstrap_Requested,CI_Bootstrap_Min_Successful,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Source_Configuration,Fusion_Level,Method,USE_SMOTE_BOOL,Selected_SMOTE_Condition,Pair_Tag,Dataset_A,Dataset_B,Triple_Tag,Dataset_C,Quad_Tag,Dataset_D,All5_Tag,Dataset_E
,,LogisticRegression,0.7276236620016523,0.0556185528404034,0.6653125,0.6653125,0.6482763927362266,0.7761418242018973,0.0703806579252012,0.7134322763106729,0.6088346436172524,0.1065657471744331,0.6052631578947368,0.6411709197235513,0.1005875415700282,0.6178125,0.7056060606060606,0.148747140013095,0.7021276595744681,0.5482509303561935,0.247744049004283,0.515625,0.5793211941038028,0.1441198419801299,0.5945945945945946,0.7340909090909091,0.1628417857899666,0.72,0.2545826561623615,0.1840066497577492,0.2271768605001507,0.2389065919485445,9.6,9.6,4.8,4,10.0,18,0.536179895273529,0.7829093361316503,0.5145824268629468,0.8700583434014264,0.4879848739495798,0.7130468486686888,0.505918501931491,0.7210242075311076,0.4666666666666667,0.8684318377911993,0.3230645161290323,0.6867658132530119,0.3998837209302328,0.7343916933760682,0.5901534258091635,0.8518790849673201,0.0120822763740601,0.4219827313897495,0.1947263269216841,0.2848265423698076,2000.0,2000.0,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,33,3,1.4545454545454546,ADC–Pre,Pairwise,mRMR → EN,True,SMOTE,ADC_Pre,ADC,Pre,,,,,,
,,LightGBM,0.724244081277574,0.0467089239046266,0.6206250000000001,0.620625,0.6148045552477684,0.7620931137217737,0.0896759032446878,0.6793540935649682,0.6172725824899737,0.058747498891919,0.6140350877192983,0.6501501860712386,0.0389903570251686,0.6190625000000001,0.721003996003996,0.1552170857870223,0.6851851851851852,0.6177246145667198,0.196796632011458,0.578125,0.6238371650136356,0.0670093947412662,0.6271186440677966,0.6825757575757576,0.2059770329632803,0.66,0.2698980070547139,0.0792191127631014,0.2330275229357797,0.2762222642447146,12.8,12.8,5.30659966456864,4,14.0,18,0.4693151507207299,0.7739369462901439,0.4658236565954824,0.8591501814183625,0.4957246376811594,0.7360027777777778,0.5085374935798664,0.7394111935028248,0.4929526433966115,0.848522727272727,0.3859311740890688,0.7692307692307693,0.453781512605042,0.7628933803581117,0.5,0.8235294117647058,0.015270702596284,0.468135583114715,0.2019578334474644,0.3538756856438019,2000.0,2000.0,corr_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Pre/fs_method_comparison/corr_mrmr_auto_k_smote,corr_mrmr_auto_k,corr_mrmr,auto,True,47,3,1.3617021276595744,ADC–Pre,Pairwise,Corr. → mRMR,True,SMOTE,ADC_Pre,ADC,Pre,,,,,,
,,LightGBM,0.7240949481140869,0.0585368929033162,0.618125,0.618125,0.608571868267159,0.7700356774069606,0.0826582908985382,0.6722424721934337,0.6109788761962676,0.0927729730719032,0.6052631578947368,0.6573258904837853,0.0401588623882455,0.6112500000000001,0.7344911297852474,0.1554900769330675,0.6792452830188679,0.6237426900584795,0.2763615729884622,0.5625,0.6081232492997198,0.1205251854678282,0.6153846153846154,0.6909090909090909,0.2237812620839185,0.66,0.2848329128356582,0.107158391992208,0.2172718950259383,0.286022363916239,12.8,12.8,5.30659966456864,4,14.0,18,0.4488650169816179,0.7895989362222876,0.452193737342289,0.8647378913225044,0.4747306397306398,0.7400096153846153,0.4895908376214981,0.7413723169191916,0.4666379310344828,0.8596856725146197,0.3611111111111111,0.7820652173913043,0.4285714285714285,0.7673096361185984,0.4705882352941176,0.8437673611111111,-0.0199266378257137,0.4737846115251545,0.1994113650210666,0.3786732882150875,2000.0,2000.0,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Pre/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,47,3,1.3617021276595744,ADC–Pre,Pairwise,Corr. → mRMR,False,No SMOTE,ADC_Pre,ADC,Pre,,,,,,
,,LogisticRegression,0.71313993201553,0.0515919808086769,0.6615625,0.6615625,0.6502770083102494,0.76494640787645,0.0701329726137869,0.7150809487572771,0.6256178604004691,0.1047224756862419,0.6228070175438597,0.6564340776182882,0.0988097435725008,0.635625,0.7240675990675991,0.1399632972326747,0.723404255319149,0.5605954279638491,0.1992543261018134,0.53125,0.605527950310559,0.1195664918864072,0.6126126126126126,0.7522727272727272,0.1448456320246515,0.74,0.2840359983328936,0.1767719481796678,0.2615245555890328,0.2389623425432491,9.6,9.6,4.8,4,10.0,18,0.5382826930591078,0.7748338431328121,0.5185446427801447,0.8671603080243427,0.5137435181491824,0.7289768302180685,0.5253616545550044,0.739403070013535,0.5,0.8909090909090909,0.3584568733153639,0.693891723356009,0.4332954545454546,0.7472706155632984,0.6060132575757576,0.8724069148936167,0.0477059617098604,0.4533227177221032,0.1995367641191055,0.2817364678412443,2000.0,2000.0,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,33,3,1.4545454545454546,ADC–Pre,Pairwise,mRMR → EN,False,No SMOTE,ADC_Pre,ADC,Pre,,,,,,
,,SVM_RBF,0.7992573605731501,0.0841346714305563,0.721875,0.721875,0.7274930747922437,0.8374717903522562,0.1077851826987688,0.7693060774488253,0.6570168961473309,0.1669661209954511,0.6491228070175439,0.6897501329080276,0.1230284240862895,0.6371875,0.7413502673796791,0.1766588871432826,0.6714285714285714,0.8037426900584794,0.27585325314426,0.734375,0.7022173489278752,0.1624258551552509,0.7014925373134329,0.5757575757575758,0.3419009141228687,0.54,0.3616908332263859,0.2563058350829167,0.2780240658644711,0.2113052347603677,10.4,10.4,5.851495535331118,4,10.0,18,0.587378128175813,0.8454596336499323,0.5691680150067259,0.9014299266906504,0.5267857142857143,0.7711924939467313,0.5253635825276659,0.7604462480976807,0.4713852813852814,0.8382352941176471,0.5740514905149052,0.8857412398921831,0.543951401869159,0.8205357142857141,0.3537962962962964,0.7442088463292292,0.0507829769628816,0.5165412072948742,0.1665823893182042,0.2575133760997949,2000.0,2000.0,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,27,4,1.9259259259259256,ADC–T2,Pairwise,EN → mRMR,False,No SMOTE,ADC_T2,ADC,T2,,,,,,
,,SVM_RBF,0.7921997371758138,0.0433165837686742,0.7075,0.7075,0.6970221606648199,0.8479354646927121,0.0550772608138762,0.7817614528487226,0.6652043608565348,0.1064453312677562,0.6578947368421053,0.6928056884635831,0.0497511248084463,0.67125,0.7944155844155845,0.1177497453497781,0.7659574468085106,0.5984901648059543,0.2238022465039424,0.5625,0.6382458770614693,0.1408888064460915,0.6486486486486487,0.7871212121212121,0.1459272621555697,0.78,0.3635580441456281,0.1265511293635881,0.3302199457667972,0.2229940719154921,10.4,10.4,4.079215610874228,6,10.0,16,0.5768849206349208,0.8210804859932087,0.5861271186399113,0.9017435912155248,0.5436685159500694,0.763651145602365,0.5548595295606165,0.773377376950351,0.5453598484848486,0.9143009118541032,0.375,0.7361149267399267,0.4680712904117159,0.7820652173913043,0.6333333333333333,0.9047843665768192,0.1021637077769049,0.5224962304094807,0.1835079623079273,0.2670898069154389,2000.0,2000.0,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,38,4,1.368421052631579,ADC–T2,Pairwise,mRMR → EN,True,SMOTE,ADC_T2,ADC,T2,,,,,,
,,SVM_RBF,0.7874947699828082,0.0389783129971509,0.69,0.69,0.692251461988304,0.8403078754191409,0.0508311421751951,0.7584162218723515,0.6366705758010106,0.095453089432972,0.631578947368421,0.6574016480595428,0.0166172491258644,0.628125,0.7218922305764411,0.1565681010503685,0.6774193548387096,0.6988942052099947,0.2700619840239444,0.65625,0.6471677559912854,0.1391713561491117,0.6666666666666666,0.615909090909091,0.2524171485779741,0.6,0.2995829827844435,0.0745275274722918,0.2551337896701928,0.226547992840033,10.4,10.4,4.079215610874228,6,10.0,16,0.5588796439176646,0.8153315800836927,0.570764849076421,0.8918909048772421,0.5096153846153846,0.7452984843798328,0.5083203125,0.7394290069184345,0.463403342366757,0.8378918918918916,0.4782608695652174,0.8113502358490565,0.4943754130865829,0.7884642857142857,0.4242424242424242,0.7647058823529411,0.0162942957054396,0.4748073995977392,0.1857283626663537,0.2727948546636537,2000.0,2000.0,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,38,4,1.368421052631579,ADC–T2,Pairwise,mRMR → EN,False,No SMOTE,ADC_T2,ADC,T2,,,,,,
,,LogisticRegression,0.7752023308961109,0.0850938729056585,0.7162499999999999,0.71625,0.7176823638042474,0.8009581642345035,0.1216915230978649,0.7420610431072675,0.701072840203275,0.1229293752705139,0.6929824561403509,0.7233466241360978,0.0824307354937391,0.6915625000000001,0.7671078431372549,0.1381570839801649,0.7377049180327869,0.7542690058479533,0.2393110501739051,0.703125,0.7171567428672692,0.1392913602244778,0.72,0.6924242424242425,0.1923466796673739,0.68,0.424980900168574,0.1848217245132963,0.3806271344303011,0.2203104960748121,10.4,10.4,5.851495535331118,4,10.0,18,0.5930250850340135,0.8230902727658063,0.5562703306827348,0.8903738997896251,0.5793546365914788,0.7907302325581393,0.579404121990329,0.7897457627118644,0.5555555555555556,0.8734572784810124,0.5442991437081162,0.8412907268170425,0.5647058823529412,0.8263892596971659,0.5217164855072464,0.8148290598290597,0.1493001160723708,0.5661383263320958,0.1779978165324592,0.2702194661848869,2000.0,2000.0,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,27,4,1.9259259259259256,ADC–T2,Pairwise,EN → mRMR,True,SMOTE,ADC_T2,ADC,T2,,,,,,
,,KNN,0.7444313952926394,0.1106073305522766,0.69359375,0.69359375,0.6703216374269005,0.8066221360266563,0.0684319577126065,0.7618428769384847,0.6513095600052122,0.134811963513784,0.6491228070175439,0.6741108452950558,0.1349438193002742,0.6590625,0.752020202020202,0.1876206546465364,0.74,0.5989792663476875,0.1277121281807238,0.578125,0.654568238778765,0.1229708448436674,0.6491228070175439,0.7492424242424243,0.1965671878022308,0.74,0.3163536147156575,0.2657504112554925,0.3086719223771982,0.2355839728842831,13.6,13.6,2.65329983228432,10,14.0,18,0.5911566281819447,0.7954361401843477,0.5827860246855371,0.8766534078012176,0.5447136324041811,0.7589312607573149,0.552605860591709,0.7667923752448923,0.5306122448979592,0.902458693941778,0.4285238095238096,0.7222222222222222,0.4946176150779268,0.7681159420289855,0.5853658536585366,0.8947368421052632,0.1029554039206932,0.5124519463161907,0.1915213857996152,0.2784713433128527,2000.0,2000.0,corr_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/corr_mrmr_auto_k_smote,corr_mrmr_auto_k,corr_mrmr,auto,True,49,4,1.3877551020408163,ADC–T2,Pairwise,Corr. → mRMR,True,SMOTE,ADC_T2,ADC,T2,,,,,,
,,KNN,0.7388471005337034,0.0704286265765782,0.6829687500000001,0.6829687500000001,0.6831717451523546,0.7914511755124649,0.0882824876806318,0.7413804731381419,0.6250778207299946,0.0925561384735744,0.6228070175438597,0.6285045948203842,0.0845914573029555,0.6159375,0.6633333333333333,0.1275408431313932,0.6615384615384615,0.6899096225412015,0.1261671959239445,0.671875,0.6635872148815236,0.0878826381480439,0.6666666666666666,0.5670995670995671,0.1377803817450917,0.56,0.2440835927198205,0.1704557737501271,0.2323833385530849,0.2369505890600519,13.6,13.6,2.65329983228432,10,14.0,18,0.5833938234384662,0.7900012437810944,0.5534666319361841,0.8737051697344098,0.5368301435406699,0.7155240471869329,0.5305262348763227,0.7152576112412177,0.4753889969435954,0.8088276602775941,0.55,0.7962962962962963,0.5370257452574526,0.7651006711409396,0.4185940803382664,0.7045454545454546,0.0610623368220801,0.4192409562296119,0.1907405302887443,0.2782282391167791,2000.0,2000.0,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/ADC_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,49,4,1.3877551020408163,ADC–T2,Pairwise,Corr. → mRMR,False,No SMOTE,ADC_T2,ADC,T2,,,,,,
,,SVM_RBF,0.7632990974167445,0.1235557281703657,0.7442908653846153,0.7442908653846154,0.7434973246135552,0.816849522055324,0.0388682812680483,0.7815983708857402,0.6700136904252588,0.0543378280178754,0.6810344827586207,0.6993137254901961,0.0398197485088766,0.6802884615384616,0.7423737373737374,0.2185935602369932,0.7213114754098361,0.7152941176470589,0.2053134998435151,0.6875,0.6667743067743068,0.094980590173437,0.704,0.6833333333333332,0.2287917809108222,0.6730769230769231,0.3574391938307314,0.0732027568948661,0.3586371787208607,0.2070082627018161,5.6,5.6,2.33238075793812,4,4.0,10,0.5964830861389627,0.8622101922164214,0.5886716135706387,0.9037232989556016,0.5677769526472131,0.7804878048780488,0.5727235041743971,0.7820882936507936,0.5365635888501743,0.8518670309653915,0.5052419354838712,0.8409181096681096,0.5434715512614063,0.8062169661733615,0.5384615384615384,0.8,0.1410212506463983,0.5562928707037859,0.1671646466258742,0.2567419569790256,2000.0,2000.0,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,21,3,1.3333333333333333,Post1–Post2,Pairwise,mRMR → EN,True,SMOTE,Post1_Post2,Post1,Post2,,,,,,
,,SVM_RBF,0.761338313103019,0.1225804877515825,0.7292668269230769,0.7292668269230769,0.7269247919143876,0.8157788672199633,0.0385030275637401,0.7834445204229583,0.6418912752060694,0.1142289220474683,0.6724137931034483,0.6805228758169934,0.0430989134418639,0.6670673076923077,0.7185355820649938,0.2341625663749826,0.696969696969697,0.7388235294117647,0.2062551247135164,0.71875,0.6600474035768154,0.1228855805178461,0.7076923076923077,0.6222222222222222,0.270801280154532,0.6153846153846154,0.3340184625290488,0.113471426249668,0.3353437876960192,0.211268585290077,5.6,5.6,2.33238075793812,4,4.0,10,0.5715206907423506,0.852574211502783,0.6024809761013258,0.8991427965291726,0.5576880530973451,0.7768610934520025,0.553514424062308,0.7741418650793651,0.5142757936507936,0.8333333333333334,0.5302807486631016,0.8750480769230766,0.5420463395638629,0.8153910614525139,0.4705882352941176,0.7458686440677961,0.0995948953663597,0.54666163808841,0.1700285462845787,0.264465470208383,2000.0,2000.0,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,21,3,1.3333333333333333,Post1–Post2,Pairwise,mRMR → EN,False,No SMOTE,Post1_Post2,Post1,Post2,,,,,,
,,GradientBoosting,0.7067654839713664,0.1059083746711911,0.6591045673076922,0.6591045673076923,0.6507134363852557,0.7535442841087124,0.1077206942740106,0.7630434023927035,0.5382542806347034,0.1287668260080575,0.5775862068965517,0.5714379084967319,0.0831019085670377,0.5649038461538461,0.5790552584670232,0.1749683080651563,0.6027397260273972,0.7317647058823529,0.1669427931770989,0.6875,0.6074880174805444,0.1117564369090504,0.6423357664233577,0.4111111111111111,0.2190044816047447,0.4423076923076923,0.1300960340805704,0.1700432238281831,0.1319486866218693,0.2264690516146985,7.6,7.6,4.454211490264017,4,6.0,16,0.5230697226482475,0.7825904452690166,0.6049770322456387,0.8751423464253896,0.4754057782827462,0.6754385964912281,0.4660621416871416,0.6569942269711854,0.4218353713768116,0.7536231884057971,0.5555180180180181,0.8166666666666667,0.5,0.746839255757206,0.2954545454545454,0.5769230769230769,-0.0683634205560568,0.3132497927074972,0.1971553643473424,0.2549325964872366,2000.0,2000.0,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,21,4,1.8095238095238095,Post1–Post2,Pairwise,EN → mRMR,False,No SMOTE,Post1_Post2,Post1,Post2,,,,,,
,,RandomForest,0.6975435729847493,0.1000839252490602,0.6454326923076923,0.6454326923076923,0.6478894173602855,0.7734905817836933,0.0639830495307975,0.7219987987612714,0.6653304241179658,0.0833284123678034,0.6551724137931034,0.6858426704014938,0.1112591452801175,0.6532451923076923,0.7084615384615385,0.1512768360682989,0.6935483870967742,0.7117647058823529,0.1972124072263553,0.671875,0.6729146141215107,0.0578074170993288,0.6825396825396826,0.6599206349206349,0.229410387132675,0.6346153846153846,0.3284469827215438,0.1775144114367343,0.3053892215568862,0.2342788680628654,8.8,8.8,4.833218389437829,4,8.0,18,0.4836638669301713,0.7917155468119451,0.541913142234686,0.8600985919918448,0.530755033557047,0.7657748474280731,0.5300350140056023,0.7621725247564478,0.5,0.8490630653915741,0.4705882352941176,0.8428641456582633,0.5116031667491342,0.803160151856018,0.4665942028985508,0.8030365126676601,0.0571273814095883,0.5219621405169275,0.2025065908227565,0.271690063563359,2000.0,2000.0,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,30,4,1.4666666666666666,Post1–Post2,Pairwise,Corr. → mRMR,False,No SMOTE,Post1_Post2,Post1,Post2,,,,,,
,,RandomForest,0.6825085589791472,0.0569006999380983,0.6370192307692308,0.6370192307692308,0.6462544589774079,0.7554561295454306,0.0834404414387879,0.6803669999532338,0.6081805044541417,0.0678800845133796,0.603448275862069,0.6380952380952382,0.0830968379294705,0.5973557692307692,0.6682234432234432,0.200184406927946,0.6363636363636364,0.7,0.2456542707978952,0.65625,0.6238801811215604,0.0788624442009266,0.6461538461538462,0.5761904761904761,0.2594449178667863,0.5384615384615384,0.2385608317941586,0.1372496595084662,0.1954161640530759,0.23679281920855,8.8,8.8,4.833218389437829,4,8.0,18,0.4775526889534884,0.7787308769661709,0.4764768133917335,0.8499821168131213,0.4693877551020408,0.7272974308300394,0.4682482993197279,0.72001306710848,0.44,0.805203823953824,0.4637410772225828,0.8409389952153109,0.4727272727272727,0.7777944111776446,0.3749533582089553,0.7059077079107504,-0.0619580227349289,0.4361434452889993,0.1995848517987807,0.279473224105785,2000.0,2000.0,corr_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/corr_mrmr_auto_k_smote,corr_mrmr_auto_k,corr_mrmr,auto,True,30,4,1.4666666666666666,Post1–Post2,Pairwise,Corr. → mRMR,True,SMOTE,Post1_Post2,Post1,Post2,,,,,,
,,SVM_RBF,0.6723506069094304,0.1106301945740519,0.6899038461538461,0.6899038461538461,0.6954146848989299,0.7602401239796582,0.1269452862585299,0.7666695993273515,0.6151008242776874,0.1169407268465891,0.6379310344827587,0.6350980392156862,0.0854650079821484,0.6358173076923077,0.6821969696969696,0.2469871252448818,0.6774193548387096,0.6368627450980392,0.1795821541693853,0.65625,0.6087797260211054,0.156567383722388,0.6666666666666666,0.6333333333333333,0.2211083193570266,0.6153846153846154,0.2633198738299537,0.167973904019389,0.2706586826347305,0.2187814016966457,7.6,7.6,4.454211490264017,4,6.0,16,0.5344624416251381,0.8210186389071757,0.5682162144622198,0.8923374990034577,0.5099950980392157,0.756308001461454,0.5098685793892493,0.7569584208723639,0.4677419354838709,0.8390855911330048,0.4590115718418515,0.8333333333333334,0.4841931752458068,0.7917097107438014,0.4677150537634408,0.7627349768875191,0.0187660239271375,0.5074350638326769,0.1773963170204891,0.2632916710379499,2000.0,2000.0,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,21,4,1.8095238095238095,Post1–Post2,Pairwise,EN → mRMR,True,SMOTE,Post1_Post2,Post1,Post2,,,,,,
,,LogisticRegression,0.6935862122626829,0.1376980001439816,0.6868990384615384,0.6868990384615385,0.6857907253269917,0.7600659177242495,0.0958403128904223,0.7400921620334934,0.6467485240010268,0.088891159738371,0.6551724137931034,0.6438958916900094,0.1021358830165934,0.6478365384615384,0.6619323671497584,0.1893104504199242,0.6764705882352942,0.692156862745098,0.1098039215686274,0.71875,0.6538888888888887,0.1227212036575607,0.696969696969697,0.5956349206349205,0.2378186223846553,0.5769230769230769,0.2689997864922031,0.2084608087650216,0.297820823244552,0.2318152373664931,10.4,10.4,4.454211490264018,6,10.0,18,0.540666482496777,0.8166504933940923,0.5482635331876932,0.8767187850446913,0.5339805825242718,0.7685363247863246,0.5292625954668638,0.7665043290043289,0.479350999326297,0.8500186567164177,0.559322033898305,0.8524710703953712,0.54,0.8128385722359898,0.3832894736842106,0.7736897274633119,0.0601603249977047,0.5211903208027435,0.1778575584581086,0.2934847123559991,2000.0,2000.0,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,35,3,1.4857142857142858,Post1–Pre,Pairwise,EN → mRMR,True,SMOTE,Post1_Pre,Post1,Pre,,,,,,
,,LogisticRegression,0.6911539060068471,0.1056475588248346,0.6956129807692308,0.6956129807692308,0.6970868014268727,0.7637123121823869,0.1123311214783291,0.7730509172787112,0.6433235408763773,0.0881342425586738,0.6551724137931034,0.6343137254901962,0.1144042922737119,0.6532451923076923,0.6741736694677871,0.2702860559053781,0.6935483870967742,0.6019607843137255,0.1699899356995548,0.671875,0.6149522287692666,0.1882074842630416,0.6825396825396826,0.6666666666666666,0.1956312984628778,0.6346153846153846,0.261423873624685,0.2102026733641503,0.3053892215568862,0.227841645035923,12.4,12.4,6.858571279792899,4,18.0,18,0.5401617080655792,0.830296954754786,0.5862436580716528,0.9038668465534592,0.5333333333333333,0.7716711478138402,0.5328325730391408,0.774738559774167,0.4736602870813397,0.8750480769230766,0.4915254237288136,0.8103564771668219,0.5097781217750258,0.8034313725490195,0.4693466096115866,0.8285714285714286,0.064608542532057,0.5329696748560772,0.1771238130481726,0.288068560166755,2000.0,2000.0,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,45,5,1.3777777777777778,Post1–Pre,Pairwise,mRMR → EN,True,SMOTE,Post1_Pre,Post1,Pre,,,,,,
,,LogisticRegression,0.6872580143168379,0.1135382550182827,0.6878004807692308,0.6878004807692308,0.685344827586207,0.7579041920562919,0.1130951259368091,0.7602666594431915,0.6217378283562933,0.0839585983638992,0.6206896551724138,0.6007819794584501,0.1108069704231509,0.6147836538461539,0.6253679653679655,0.2207584830257137,0.6515151515151515,0.6019607843137255,0.1699899356995548,0.671875,0.599490229328939,0.1695191562310449,0.6615384615384615,0.5996031746031745,0.2295915287923804,0.5576923076923077,0.1918122328511294,0.2116172356008765,0.2303980699638117,0.2313857055934093,12.4,12.4,6.858571279792899,4,18.0,18,0.5338641679102962,0.8250846200498294,0.5721842374636643,0.9019497172398956,0.4910209202294057,0.7463012606868569,0.490188651218063,0.7474931909199611,0.4285714285714285,0.8452609890109889,0.4915254237288136,0.8103564771668219,0.4847643097643099,0.792275088870659,0.3809356136820925,0.7719497607655501,-0.0192106024561178,0.4769066144718387,0.1784222920880796,0.2927517447134508,2000.0,2000.0,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch_smote_compare/Post1_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,45,5,1.3777777777777778,Post1–Pre,Pairwise,mRMR → EN,False,No SMOTE,Post1_Pre,Post1,Pre,,,,,,
