Fold,Feature_Rank_in_Fold,Feature_Name
1,1,ADC_GLSZM_SmallZoneEmphasis
1,2,ADC_IH_IntensityHistogramMedian_Intensity
1,3,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,4,T2_GLRLM_LongRunHighGreyLevelEmphasis
1,5,T2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
1,6,ADC_Morph_SurfaceToVolumeRatio_cm
1,7,ADC_GLCM_DifferenceAverage
1,8,T2_IB_IntensityVariance
1,9,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,10,ADC_NGTDM_Strength
1,11,T2_GLSZM_ZoneSizeVariance
1,12,ADC_LOCAL_INTENSITY_HISTOGRAM_LocalIntensityPeak_Intensity
1,13,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,14,ADC_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity
2,1,T2_Morph_Compacity
2,2,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
2,3,ADC_IH_MaximumHistogramGradient_Intensity
2,4,T2_IB_TotalLesionGlycolysis
2,5,ADC_GLCM_ClusterTendency
2,6,ADC_GLCM_DifferenceAverage
2,7,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
2,8,T2_GLCM_JointMaximum
2,9,ADC_Morph_Compactness2
2,10,ADC_IH_IntensityHistogramSkewness_Intensity
2,11,T2_IH_IntensityHistogramSkewness_Intensity
2,12,ADC_IH_IntensityHistogramMaximumGreyLevel_Intensity
2,13,T2_Morph_SphericalDisproportion
2,14,T2_GLCM_JointVariance
3,1,ADC_GLCM_JointVariance
3,2,ADC_Morph_SurfaceToVolumeRatio_cm
3,3,ADC_IH_IntensityHistogramMedian_Intensity
3,4,T2_GLCM_DifferenceEntropy
3,5,ADC_Morph_Compactness2
3,6,T2_GLSZM_NormalisedZoneSizeNonUniformity
3,7,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
3,8,ADC_GLSZM_LargeZoneHighGreyLevelEmphasis
3,9,ADC_GLCM_JointEntropyLog2
3,10,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
3,11,ADC_GLCM_ClusterTendency
3,12,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity
3,13,ADC_Morph_Sphericity
3,14,ADC_GLSZM_GreyLevelVariance
4,1,ADC_Morph_Compactness2
4,2,ADC_GLSZM_LowGrayLevelZoneEmphasis
4,3,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity
4,4,ADC_GLSZM_ZoneSizeNonUniformity
4,5,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
4,6,ADC_GLSZM_SmallZoneLowGreyLevelEmphasis
4,7,T2_IB_IntensityKurtosis
4,8,ADC_GLSZM_LargeZoneHighGreyLevelEmphasis
4,9,T2_GLCM_JointMaximum
4,10,ADC_GLCM_ClusterTendency
4,11,ADC_GLCM_DifferenceAverage
4,12,T2_GLCM_SumVariance
4,13,ADC_GLSZM_LargeZoneLowGreyLevelEmphasis
4,14,ADC_IH_IntensityHistogramMedian_Intensity
5,1,ADC_GLSZM_LargeZoneEmphasis
5,2,T2_GLRLM_LongRunHighGreyLevelEmphasis
5,3,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity
5,4,ADC_IH_IntensityHistogramMedian_Intensity
5,5,T2_Morph_Compacity
5,6,ADC_GLSZM_SmallZoneEmphasis
5,7,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
5,8,T2_IB_IntensityBasedMeanAbsoluteDeviation
5,9,T2_IB_MinimumIntensity
5,10,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
5,11,ADC_NGTDM_Strength
5,12,ADC_IH_IntensityHistogramCoefficientOfVariation_Intensity
5,13,T2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
5,14,T2_GLSZM_ZoneSizeEntropy
