metric,mean,std,min,max,pooled
AUC,0.6943787878787879,0.09075729133247165,0.5700000000000001,0.7847222222222222,0.622707147375079
PR_AUC,0.7694042888558771,0.11051533901610962,0.6187950937950938,0.9196866106896111,0.7310624246704291
Accuracy,0.5883508895706945,0.12086862818479169,0.4117647058823529,0.72,0.5929203539823009
Bal_Accuracy,0.6154249639249639,0.12496113904029248,0.39285714285714285,0.7569444444444444,0.5907653383934219
F1_Score,0.5966736923258662,0.16257376536265092,0.2857142857142857,0.7407407407407407,0.6229508196721312
Precision,0.607034632034632,0.20078321559470308,0.2857142857142857,0.9166666666666666,0.6333333333333333
Recall,0.6447388167388166,0.2463175518692226,0.2857142857142857,0.9090909090909091,0.6129032258064516
