Metric,Value
ROC-AUC,0.6452662721893491
PR-AUC,0.6603619060228774
Balanced Acc.,0.6038461538461538
Sensitivity,0.6307692307692307
Specificity,0.5769230769230769
PPV,0.6507936507936508
NPV,0.5555555555555556
Kappa,0.2068965517241379
