Dataset,Run_Name,FS_METHOD,FS_N_FEATURES,USE_SMOTE,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Pooled_PR_AUC,Mean_Bal_Acc,Pooled_Bal_Acc,Mean_F1,Pooled_F1,Avg_Features,N_Unique_Selected_Features
ADC_Post1_Post2,elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr,auto,True,LogisticRegression,0.797,0.075,0.79,0.837,0.841,0.726,0.719,0.748,0.733,7.6,22
ADC_Post1_Post2,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr,auto,False,SVM_Linear,0.795,0.08,0.759,0.834,0.789,0.736,0.715,0.776,0.767,7.6,22
ADC_Post1_Post2,corr_mrmr_auto_k_smote,corr_mrmr,auto,True,LogisticRegression,0.787,0.072,0.766,0.829,0.814,0.694,0.693,0.712,0.706,10.4,38
ADC_Post1_Post2,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr,auto,False,NaiveBayes,0.786,0.054,0.72,0.831,0.755,0.687,0.681,0.705,0.705,7.6,29
ADC_Post1_Post2,mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr,auto,True,SVM_RBF,0.784,0.07,0.76,0.838,0.819,0.724,0.703,0.713,0.712,7.6,29
ADC_Post1_Post2,corr_mrmr_auto_k_no_smote,corr_mrmr,auto,False,LogisticRegression,0.777,0.074,0.757,0.828,0.809,0.689,0.677,0.692,0.684,10.4,38
