Fold,Feature_Rank_in_Fold,Feature_Name
1,1,IH_MinimumHistogramGradientGreyLevel_Intensity
1,2,GLSZM_ZoneSizeVariance
1,3,GLSZM_NormalisedZoneSizeNonUniformity
1,4,Morph_CentreOfMassShift_mm
1,5,GLRLM_LongRunHighGreyLevelEmphasis
1,6,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
1,7,Morph_Sphericity
1,8,IH_MinimumHistogramGradient_Intensity
2,1,GLCM_JointMaximum
2,2,Morph_Compacity
2,3,GLCM_ClusterShade
2,4,Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
2,5,IH_IntensityHistogramMinimumGreyLevel_Intensity
2,6,GLCM_NormalisedInverseDifference
2,7,Morph_SphericalDisproportion
2,8,GLRLM_LongRunHighGreyLevelEmphasis
3,1,GLSZM_SmallZoneHighGreyLevelEmphasis
3,2,IH_MinimumHistogramGradient_Intensity
3,3,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
3,4,IB_MinimumIntensity
3,5,Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
3,6,GLCM_JointMaximum
3,7,Morph_Compactness1
3,8,GLCM_ClusterShade
4,1,IB_MedianIntensity
4,2,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
4,3,Morph_Sphericity
4,4,IH_IntensityHistogramMinimumGreyLevel_Intensity
4,5,NGTDM_Strength
4,6,GLCM_JointMaximum
4,7,GLSZM_SmallZoneLowGreyLevelEmphasis
4,8,IB_IntensityBasedEnergy
5,1,GLCM_NormalisedInverseDifference
5,2,GLSZM_HighGrayLevelZoneEmphasis
5,3,Morph_SphericalDisproportion
5,4,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
5,5,GLSZM_NormalisedZoneSizeNonUniformity
5,6,IB_50thIntensityPercentile
5,7,Morph_SurfaceArea_cm2
5,8,Morph_Sphericity
