Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
ExtraTrees,KNN,0.5834319526627219,0.46079881656804744,0.12263313609467441,2.576588632964171,0.009978062046921428,✓,✓,0.4490127921114643,✗
ExtraTrees,LightGBM,0.5834319526627219,0.47928994082840237,0.10414201183431948,1.7998574798693914,0.07188314508630983,✗,✗,1.0,✗
GradientBoosting,KNN,0.5615384615384615,0.46079881656804744,0.1007396449704141,1.7977716735278944,0.07221319797354421,✗,✗,1.0,✗
RandomForest,KNN,0.5535502958579881,0.46079881656804744,0.09275147928994065,1.7675654194377755,0.07713358336204261,✗,✗,1.0,✗
SVM_RBF,KNN,0.5523668639053254,0.46079881656804744,0.09156804733727797,1.650200674805271,0.09890189887428348,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.5834319526627219,0.5008875739644971,0.08254437869822473,1.5861721601147387,0.11270026126959679,✗,✗,1.0,✗
RandomForest,LightGBM,0.5535502958579881,0.47928994082840237,0.07426035502958572,1.563717854777015,0.11788384278580528,✗,✗,1.0,✗
GradientBoosting,LightGBM,0.5615384615384615,0.47928994082840237,0.08224852071005917,1.5323083222205693,0.12544636841402548,✗,✗,1.0,✗
LogisticRegression,KNN,0.5461538461538462,0.46079881656804744,0.08535502958579877,1.5309716854527498,0.125776390658616,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.5523668639053254,0.47928994082840237,0.07307692307692304,1.499557076479836,0.13372917343458063,✗,✗,1.0,✗
SVM_Linear,KNN,0.5408284023668639,0.46079881656804744,0.08002958579881647,1.4620965488346718,0.14371475434768194,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.5461538461538462,0.47928994082840237,0.06686390532544384,1.2368710916943895,0.216134943830536,✗,✗,1.0,✗
XGBoost,LightGBM,0.5270710059171597,0.47928994082840237,0.047781065088757346,1.2038229100194962,0.22865803276662788,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.5408284023668639,0.47928994082840237,0.06153846153846154,1.187767041060109,0.23492520280617768,✗,✗,1.0,✗
XGBoost,KNN,0.5270710059171597,0.46079881656804744,0.06627218934911228,1.1112570749450685,0.2664577102658542,✗,✗,1.0,✗
GradientBoosting,NaiveBayes,0.5615384615384615,0.5008875739644971,0.06065088757396442,1.0703672183454578,0.28445404891083104,✗,✗,1.0,✗
ExtraTrees,XGBoost,0.5834319526627219,0.5270710059171597,0.056360946745562135,1.0432477630729315,0.2968335574443961,✗,✗,1.0,✗
