Fold,Feature_Rank_in_Fold,Feature_Name
1,1,Morph_Compactness1
1,2,Morph_Compactness2
1,3,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist
1,4,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
1,5,IB_90thIntensityPercentile
1,6,IH_IntensityHistogramSkewness_Intensity
1,7,IH_IntensityHistogram90thPercentile
1,8,IH_IntensityHistogramMode_Intensity
1,9,IH_Uniformity_Intensity
1,10,GLCM_DifferenceEntropy
1,11,GLCM_ClusterShade
1,12,GLRLM_LowGreyLevelRunEmphasis
1,13,NGTDM_Strength
1,14,GLSZM_HighGrayLevelZoneEmphasis
1,15,GLSZM_NormalisedZoneSizeNonUniformity
1,16,GLSZM_ZoneSizeVariance
2,1,Morph_Compactness2
2,2,Morph_CentreOfMassShift_mm
2,3,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist
2,4,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
2,5,IB_MinimumIntensity
2,6,IH_IntensityHistogramSkewness_Intensity
2,7,IH_IntensityHistogram10thPercentile
2,8,IH_IntensityHistogramMode_Intensity
2,9,IH_RootMeanSquare_Intensity
2,10,IH_MinimumHistogramGradientGreyLevel_Intensity
2,11,GLCM_JointEntropyLog2
2,12,GLCM_NormalisedInverseDifference
2,13,GLRLM_LongRunHighGreyLevelEmphasis
2,14,NGTDM_Complexity
2,15,GLSZM_ZonePercentage
2,16,GLSZM_GreyLevelVariance
3,1,Morph_Compactness2
3,2,Morph_CentreOfMassShift_mm
3,3,Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm
3,4,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
3,5,Morph_SphereDiameter_mm
3,6,IB_IntensitySkewness
3,7,IB_90thIntensityPercentile
3,8,IH_IntensityHistogramSkewness_Intensity
3,9,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
3,10,GLCM_NormalisedInverseDifference
3,11,GLSZM_LowGrayLevelZoneEmphasis
3,12,GLSZM_SmallZoneHighGreyLevelEmphasis
3,13,GLSZM_NormalisedGreyLevelNonUniformity
3,14,GLSZM_NormalisedZoneSizeNonUniformity
3,15,GLSZM_ZonePercentage
3,16,GLSZM_ZoneSizeVariance
4,1,Morph_SurfaceToVolumeRatio_cm
4,2,Morph_Compactness1
4,3,Morph_Compactness2
4,4,Morph_Sphericity
4,5,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist
4,6,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
4,7,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
4,8,IB_IntensitySkewness
4,9,IH_Uniformity_Intensity
4,10,IH_MaximumHistogramGradientGreyLevel_Intensity
4,11,IH_MinimumHistogramGradientGreyLevel_Intensity
4,12,GLCM_DifferenceVariance
4,13,GLCM_NormalisedInverseDifference
4,14,GLRLM_LongRunLowGreyLevelEmphasis
4,15,NGTDM_Complexity
4,16,GLSZM_NormalisedGreyLevelNonUniformity
5,1,Morph_Compactness2
5,2,Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
5,3,Morph_CentreOfMassShift_mm
5,4,Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
5,5,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist
5,6,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
5,7,IB_IntensitySkewness
5,8,IH_IntensityHistogramSkewness_Intensity
5,9,IH_MinimumHistogramGradientGreyLevel_Intensity
5,10,GLRLM_LowGreyLevelRunEmphasis
5,11,GLRLM_ShortRunLowGreyLevelEmphasis
5,12,GLRLM_LongRunHighGreyLevelEmphasis
5,13,GLRLM_GreyLevelNonUniformity
5,14,GLSZM_SmallZoneLowGreyLevelEmphasis
5,15,GLSZM_LargeZoneLowGreyLevelEmphasis
5,16,GLSZM_ZoneSizeEntropy
