Fold,n_train,n_test,n_features,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",LogisticRegression,0.6481481481481481,0.5555555555555556,0.5277777777777778,0.7526723563101272,0.6875,0.6111111111111112,0.6470588235294118,0.4444444444444444,0.7224615384615385
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",SVM_RBF,0.654320987654321,0.5555555555555556,0.5277777777777778,0.7930285346192041,0.6875,0.6111111111111112,0.6470588235294118,0.4444444444444444,0.6993846153846154
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",SVM_Linear,0.6481481481481481,0.5925925925925926,0.5833333333333334,0.7452246912537666,0.7333333333333333,0.6111111111111112,0.6666666666666666,0.5555555555555556,0.7436153846153847
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",RandomForest,0.6481481481481481,0.6296296296296297,0.6388888888888888,0.7345386797219705,0.7857142857142857,0.6111111111111112,0.6875,0.6666666666666666,0.634
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",GradientBoosting,0.6296296296296297,0.6666666666666666,0.6666666666666666,0.7226820501305627,0.8,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.6378461538461538
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",ExtraTrees,0.7098765432098766,0.6296296296296297,0.6666666666666667,0.8111162824025144,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.660923076923077
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",KNN,0.5432098765432098,0.5555555555555556,0.5555555555555556,0.748872375999569,0.7142857142857143,0.5555555555555556,0.625,0.5555555555555556,0.7609230769230769
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",NaiveBayes,0.691358024691358,0.6666666666666666,0.6388888888888888,0.8080590892213699,0.7647058823529411,0.7222222222222222,0.7428571428571429,0.5555555555555556,0.6147692307692307
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",XGBoost,0.5617283950617284,0.48148148148148145,0.5,0.7373256635292238,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.5555555555555556,0.6763076923076923
1,90,27,16,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",LightGBM,0.5308641975308642,0.48148148148148145,0.4722222222222222,0.725192712058037,0.6428571428571429,0.5,0.5625,0.4444444444444444,0.7032307692307692
2,97,20,16,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",LogisticRegression,0.5050505050505051,0.55,0.5707070707070707,0.655120929044374,0.6666666666666666,0.36363636363636365,0.47058823529411764,0.7777777777777778,0.7471578947368421
2,97,20,16,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",SVM_RBF,0.48484848484848486,0.5,0.5151515151515151,0.636839759827376,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.6666666666666666,0.660470588235294
