Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
KNN,0.5042,+0.0543,7.71e-02,1.00e+00,✗,✗
LightGBM,0.5197,+0.0388,1.18e-01,1.00e+00,✗,✗
NaiveBayes,0.5250,+0.0335,3.05e-01,1.00e+00,✗,✗
XGBoost,0.5377,+0.0208,5.57e-01,1.00e+00,✗,✗
LogisticRegression,0.5476,+0.0109,8.49e-01,1.00e+00,✗,✗
GradientBoosting,0.5479,+0.0106,8.27e-01,1.00e+00,✗,✗
ExtraTrees,0.5487,+0.0098,3.46e-01,1.00e+00,✗,✗
SVM_Linear,0.5522,+0.0063,7.43e-01,1.00e+00,✗,✗
SVM_RBF,0.5570,+0.0015,9.81e-01,1.00e+00,✗,✗
