Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
LightGBM,0.6548,+0.1356,7.26e-03,3.27e-01,✓,✗
XGBoost,0.6858,+0.1047,1.33e-02,5.97e-01,✓,✗
RandomForest,0.7053,+0.0852,4.56e-02,1.00e+00,✓,✗
ExtraTrees,0.7324,+0.0581,8.43e-02,1.00e+00,✗,✗
GradientBoosting,0.7344,+0.0560,1.75e-01,1.00e+00,✗,✗
KNN,0.7376,+0.0529,2.09e-02,9.42e-01,✓,✗
NaiveBayes,0.7440,+0.0465,2.00e-02,8.99e-01,✓,✗
SVM_Linear,0.7668,+0.0237,4.06e-01,1.00e+00,✗,✗
LogisticRegression,0.7777,+0.0128,8.12e-01,1.00e+00,✗,✗
