Fold,n_train,n_test,n_features,FS_N_FEATURES_SELECTED,FS_N_FEATURES_CONFIG,FS_N_FEATURES_MODE,FS_METHOD,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC,Kappa
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",LogisticRegression,0.7152777777777778,0.6666666666666666,0.6666666666666666,0.6830026455026454,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.4166666666666667,0.7505787545787546,0.33333333333333337
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",SVM_RBF,0.6944444444444444,0.6666666666666666,0.6666666666666666,0.6784255368814192,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.4166666666666667,0.8005112781954887,0.33333333333333337
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",SVM_Linear,0.6875,0.6666666666666666,0.6666666666666666,0.6645366479925303,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.4166666666666667,0.7469157509157508,0.33333333333333337
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",RandomForest,0.6319444444444444,0.7083333333333334,0.7083333333333334,0.5532351420509316,0.6666666666666666,0.8333333333333334,0.7407407407407407,0.5833333333333334,0.6846446886446886,0.41666666666666663
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",GradientBoosting,0.6666666666666666,0.625,0.625,0.6384191223007012,0.6,0.75,0.6666666666666666,0.5,0.6488925619834711,0.25
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",ExtraTrees,0.6111111111111112,0.625,0.625,0.5862838421468453,0.6,0.75,0.6666666666666666,0.5,0.77699173553719,0.25
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",KNN,0.5277777777777777,0.5416666666666666,0.5416666666666666,0.5337973557081108,0.5333333333333333,0.6666666666666666,0.5925925925925926,0.4166666666666667,0.7102857142857143,0.08333333333333337
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",NaiveBayes,0.7291666666666667,0.5833333333333334,0.5833333333333334,0.717801438757321,0.5454545454545454,1.0,0.7058823529411765,0.16666666666666666,0.71500826446281,0.16666666666666663
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",XGBoost,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.5868685712435713,0.6428571428571429,0.75,0.6923076923076923,0.5833333333333334,0.7067438016528925,0.33333333333333337
1,89,24,4,4,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",LightGBM,0.5555555555555556,0.5,0.5,0.5472566376978142,0.5,0.5,0.5,0.5,0.6802105263157896,0.0
2,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",LogisticRegression,0.8071428571428572,0.75,0.7428571428571429,0.7363632119514472,0.7,0.7,0.7,0.7857142857142857,0.8065,0.48571428571428565
2,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",SVM_RBF,0.7928571428571428,0.75,0.7428571428571429,0.7054810385692738,0.7,0.7,0.7,0.7857142857142857,0.822125,0.48571428571428565
2,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",SVM_Linear,0.7857142857142857,0.75,0.7285714285714285,0.7148214285714286,0.75,0.6,0.6666666666666666,0.8571428571428571,0.83775,0.47058823529411764
2,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",RandomForest,0.5571428571428572,0.5416666666666666,0.5357142857142857,0.5212771512113616,0.45454545454545453,0.5,0.47619047619047616,0.5714285714285714,0.7648333333333333,0.07042253521126762
2,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",GradientBoosting,0.7428571428571429,0.6666666666666666,0.6571428571428571,0.6372383172383173,0.6,0.6,0.6,0.7142857142857143,0.77525,0.3142857142857143
2,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",ExtraTrees,0.6357142857142857,0.625,0.6214285714285714,0.5922222222222222,0.5454545454545454,0.6,0.5714285714285714,0.6428571428571429,0.8065,0.23943661971830987
2,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",KNN,0.7571428571428571,0.75,0.7285714285714285,0.6508108506560519,0.75,0.6,0.6666666666666666,0.8571428571428571,0.8012916666666667,0.47058823529411764
2,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",NaiveBayes,0.8285714285714286,0.4583333333333333,0.5357142857142857,0.7859465452847806,0.43478260869565216,1.0,0.6060606060606061,0.07142857142857142,0.7566262626262625,0.06024096385542166
2,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",XGBoost,0.6,0.5,0.4857142857142857,0.552786336470547,0.4,0.4,0.4,0.5714285714285714,0.7231666666666667,-0.028571428571428692
