fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7933884297520661,0.7948142766324584,0.7727272727272727,0.7727272727272727,0.8148148148148148,0.6875,1.0,8
2,0.925,0.9598552754435106,0.6521739130434783,0.5,0.7894736842105263,0.6521739130434783,1.0,8
3,0.6851851851851851,0.6482383357383359,0.5714285714285714,0.5694444444444444,0.5263157894736842,0.5,0.5555555555555556,8
4,0.6616541353383458,0.8767666824527915,0.5769230769230769,0.7105263157894737,0.5925925925925926,1.0,0.42105263157894735,8
5,0.55,0.6403601953601953,0.5454545454545454,0.5416666666666667,0.5,0.5,0.5,8
6,0.4264705882352941,0.4734953144357817,0.4827586206896552,0.49754901960784315,0.4827586206896552,0.4117647058823529,0.5833333333333334,8
7,0.6826923076923077,0.8234494389471763,0.5238095238095238,0.5913461538461539,0.4444444444444444,0.8,0.3076923076923077,8
8,0.7083333333333333,0.8169391235591893,0.52,0.5763888888888888,0.5,0.75,0.375,8
9,0.5661375661375662,0.7789483708531326,0.4,0.5396825396825397,0.3076923076923077,0.8,0.19047619047619047,8
10,0.7142857142857143,0.41666666666666663,0.4444444444444444,0.6428571428571428,0.4444444444444444,0.2857142857142857,1.0,8
11,0.7455357142857143,0.7108203677657002,0.5,0.5267857142857143,0.21052631578947367,0.6666666666666666,0.125,8
12,0.44285714285714284,0.6693231362096075,0.3548387096774194,0.3666666666666667,0.4117647058823529,0.5384615384615384,0.3333333333333333,8
13,0.8333333333333333,0.9735750360750363,0.42857142857142855,0.6666666666666666,0.5,1.0,0.3333333333333333,8
14,0.16190476190476188,0.2257387803606291,0.22727272727272727,0.20476190476190476,0.10526315789473684,0.08333333333333333,0.14285714285714285,8
15,0.5694444444444444,0.5979895104895104,0.5882352941176471,0.6041666666666666,0.6666666666666666,0.5384615384615384,0.875,8
