Model,Mean_AUC,Std_AUC,Pooled_AUC,Pooled_AUC_Macro_OvR,Pooled_AUC_Micro_OvR,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Mean_Kappa,Std_Kappa,Pooled_Kappa,Pooled_Brier,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Pooled_AUC_CI95_Low,Pooled_AUC_CI95_High,Pooled_PR_AUC_CI95_Low,Pooled_PR_AUC_CI95_High,Pooled_Acc_CI95_Low,Pooled_Acc_CI95_High,Pooled_Bal_Acc_CI95_Low,Pooled_Bal_Acc_CI95_High,Pooled_Prec_CI95_Low,Pooled_Prec_CI95_High,Pooled_Rec_CI95_Low,Pooled_Rec_CI95_High,Pooled_F1_CI95_Low,Pooled_F1_CI95_High,Pooled_Specificity_CI95_Low,Pooled_Specificity_CI95_High,Pooled_Kappa_CI95_Low,Pooled_Kappa_CI95_High,Pooled_Brier_CI95_Low,Pooled_Brier_CI95_High,CI_Bootstrap_Requested,CI_Bootstrap_Min_Successful,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
LogisticRegression,0.7879365079365079,0.072436712718471,0.7704761904761904,0.7704761904761905,0.7605920588926306,0.8429068148626971,0.0655575771936872,0.8224610558316985,0.6994677871148459,0.0774488985187802,0.6902654867256637,0.6972222222222222,0.0752312300129525,0.6912698412698413,0.7460539460539461,0.0654527584503426,0.7413793103448276,0.7106349206349206,0.1247538266297084,0.6825396825396826,0.7191686702757483,0.0726165636296303,0.7107438016528925,0.6838095238095239,0.1201227641125939,0.7,0.3853130203130203,0.1599034845146707,0.3786331500392773,0.1984057437604249,8.0,8.0,4.1952353926806065,4,6.0,16,0.6611087570621469,0.8596451960267231,0.6563752245065508,0.9212510612894104,0.594045319166063,0.7767857142857143,0.5915198233453954,0.7807583019003055,0.5344540229885058,0.8933404255319148,0.5483678955453148,0.7963041431261769,0.5640625,0.8113234501347709,0.5370257452574526,0.8571428571428571,0.1805245141367287,0.5439808353808354,0.1642500952883043,0.2384642923625972,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,26,3,1.5384615384615385
SVM_RBF,0.786984126984127,0.0455249883622358,0.7682539682539683,0.7682539682539683,0.765839141671235,0.8309033023165782,0.0768479532927208,0.8247281757081444,0.6911344537815125,0.0826002118662723,0.6814159292035398,0.6888888888888889,0.08029181157689,0.6833333333333333,0.7405594405594406,0.0744234691185245,0.7368421052631579,0.693968253968254,0.1239453873998429,0.6666666666666666,0.7087071318142097,0.0792019871566354,0.7,0.6838095238095239,0.1201227641125939,0.7,0.3686463536463537,0.1685612402176161,0.3621825023518344,0.1972904169423108,8.0,8.0,4.1952353926806065,4,6.0,16,0.6534269943532479,0.8592709603658537,0.652749386504003,0.9223827822258074,0.5899935897435897,0.7657748474280731,0.5848207758980786,0.7688465637090957,0.5238095238095238,0.8888888888888888,0.5249702380952381,0.781270032051282,0.541108597285068,0.8,0.5555555555555556,0.8372468117029256,0.1659509638229604,0.5210688993511632,0.1579072583973166,0.2427102637554843,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,26,3,1.5384615384615385
SVM_RBF,0.7807936507936508,0.0532294197434864,0.7485714285714286,0.7485714285714286,0.7530738507322421,0.8282702323189939,0.0687651908683099,0.8048729266446981,0.6994677871148459,0.0728277930279908,0.6902654867256637,0.7041269841269842,0.0730057791504727,0.6850793650793651,0.7308158508158508,0.0838127309668783,0.71875,0.7673015873015874,0.149005606263351,0.7301587301587301,0.732855279962358,0.0704362199710191,0.7244094488188977,0.6409523809523809,0.1142003649556737,0.64,0.3928368298368297,0.1541129444175193,0.3709241291554001,0.2023013838653075,8.0,8.0,4.1952353926806065,4,6.0,16,0.6335108441464374,0.8461346957561452,0.6295762652024148,0.9101713701057852,0.5871509772636618,0.7851387249114522,0.5863622835497835,0.7791578634460801,0.5137775157232706,0.8767123287671232,0.5813953488372093,0.8553101503759396,0.5617715005775492,0.8266730769230769,0.4905567887532371,0.7948863636363636,0.1730940031132585,0.5485448284892585,0.1577458417358385,0.2508895375551903,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,3,1.5384615384615385
SVM_Linear,0.7803571428571429,0.0557027528424335,0.7600000000000001,0.7600000000000001,0.7518599733730128,0.8249142353222589,0.0696144796788834,0.8190374678271928,0.689467787114846,0.0859516586464114,0.6814159292035398,0.6967460317460317,0.0709855751335939,0.6874603174603174,0.7622077922077922,0.0638485727551838,0.7547169811320755,0.662063492063492,0.1396522333645211,0.6349206349206349,0.6976871887942668,0.0758138311330243,0.6896551724137931,0.7314285714285714,0.0969302060897824,0.74,0.3813787193198958,0.159137474554578,0.3673405909797823,0.2022592986936453,8.0,8.0,4.1952353926806065,4,6.0,16,0.6543201816299643,0.8532579873428809,0.6494666350503395,0.921676736219614,0.5899868421052632,0.7727368220015278,0.5882317927170867,0.779489807707699,0.5489845938375352,0.9054265202702702,0.485703781512605,0.76,0.5428371161548732,0.7968831949300699,0.5932203389830508,0.8771929824561403,0.1741901841439741,0.5369702149580851,0.1643761806520336,0.2413554779012028,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,26,3,1.5384615384615385
SVM_Linear,0.7721031746031747,0.0598982403226636,0.746031746031746,0.746031746031746,0.7493539039862166,0.8158277081576507,0.0861406483768388,0.7892078911619567,0.6911344537815125,0.0737150331442928,0.6814159292035398,0.6941269841269841,0.0714009646827097,0.6750793650793651,0.7211799964741141,0.0957603892168519,0.7076923076923077,0.763968253968254,0.1499118746757849,0.7301587301587301,0.7257646030785777,0.0766449829770028,0.71875,0.6242857142857143,0.1267811870419073,0.62,0.3751071001071001,0.1527605720787072,0.3516098182977366,0.2031169841191856,8.0,8.0,4.1952353926806065,4,6.0,16,0.6321588496482452,0.8513342066855404,0.5902540628501332,0.916468262718424,0.584070796460177,0.7767259978425025,0.586687925170068,0.7672894191460365,0.5084745762711864,0.8611458333333332,0.5892361111111112,0.8474976015350173,0.5714285714285714,0.8229805797917252,0.4877526132404182,0.7742137096774192,0.1722778200751238,0.5250905360324403,0.1603911145047264,0.2491034683407394,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,3,1.5384615384615385
LogisticRegression,0.7686904761904763,0.0773144199119999,0.7549206349206349,0.754920634920635,0.747278565275276,0.8309865390171118,0.0816340146814799,0.8147256031498651,0.6994677871148459,0.0728277930279908,0.6902654867256637,0.6955555555555556,0.0712897239561814,0.6912698412698413,0.7441491841491842,0.0651710234292415,0.7413793103448276,0.7073015873015873,0.1438014644365601,0.6825396825396826,0.7151710694360421,0.081650825139861,0.7107438016528925,0.6838095238095239,0.1201227641125939,0.7,0.3830976994020472,0.1523533581896582,0.3786331500392773,0.202018583009318,8.0,8.0,4.1952353926806065,4,6.0,16,0.6427961641391615,0.8479128647727747,0.6436011191293722,0.9181626862046948,0.5876206840124366,0.7800238095238095,0.5861559804746121,0.7860805155477811,0.5384328358208955,0.8936646554461731,0.5434782608695652,0.8035801820728291,0.56,0.8088732114467406,0.5370257452574526,0.8571428571428571,0.1687554243071702,0.556801158883027,0.1654487269890909,0.2432995716974807,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,3,1.5384615384615385
GradientBoosting,0.7632936507936507,0.0273395131557208,0.7438095238095238,0.7438095238095239,0.7396037277782128,0.7641433530547677,0.078622985168486,0.7331803745099508,0.697703081232493,0.0572608629391017,0.6902654867256637,0.7009126984126983,0.0450908911041843,0.6933333333333334,0.7457575757575758,0.0830900028684308,0.75,0.6906349206349207,0.1326232034153608,0.6666666666666666,0.7079840848806367,0.0815650686851284,0.7058823529411765,0.7111904761904762,0.0613417622128939,0.72,0.3885707892842002,0.1037260372819792,0.3811610076670317,0.2138543514741006,8.0,8.0,4.1952353926806065,4,6.0,16,0.6346309745077594,0.8435487011077921,0.5513089509849068,0.8810204282200251,0.6037735849056604,0.7778005464480873,0.606718564154029,0.7807810158825291,0.575,0.8823529411764706,0.5237912087912089,0.7941442239546419,0.5714285714285714,0.805039888565278,0.6041568396226414,0.830833333333333,0.2076458384437737,0.549281192699877,0.1797911076590459,0.2470181963778243,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,26,3,1.5384615384615385
KNN,0.7632738095238094,0.0506010889863168,0.7314285714285713,0.7314285714285714,0.7206124207063983,0.7965004705381382,0.0898786958038674,0.7618004167925797,0.7078011204481793,0.0756929608269296,0.6991150442477876,0.7166666666666667,0.0575881022327569,0.7095238095238096,0.796868686868687,0.0565191006103482,0.7959183673469388,0.6485714285714285,0.142926261938546,0.6190476190476191,0.7034033392660394,0.0814890889569272,0.6964285714285714,0.7847619047619048,0.0835249497668815,0.8,0.4176963831375596,0.1359130468379846,0.4072817031780315,0.2177032315193227,8.0,8.0,4.1952353926806065,4,6.0,16,0.6236485010670936,0.8228091931216931,0.5634600240397819,0.8863842138431473,0.6079960784313725,0.7803076496674057,0.6166666666666667,0.7883367927022739,0.6135732323232325,0.914902632527948,0.4680851063829787,0.75,0.5475649350649352,0.7967479674796748,0.6862745098039216,0.9,0.2235393109292154,0.5533722942463422,0.1770200456527106,0.2627367466442515,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,26,3,1.5384615384615385
GradientBoosting,0.7482539682539683,0.0668429264796041,0.7311111111111112,0.7311111111111112,0.7418748531599969,0.7690347591435053,0.1163310039799832,0.7390985626540374,0.7053221288515406,0.0679934125016404,0.6991150442477876,0.6902777777777778,0.0690948114587596,0.6930158730158731,0.7230710466004584,0.1312953744843118,0.7230769230769231,0.7612698412698412,0.1534900116407233,0.746031746031746,0.7286100329036926,0.1038575149738941,0.734375,0.6192857142857143,0.1817345251781382,0.64,0.3775159504032743,0.1307987088986517,0.3876314950589735,0.2130072439329598,8.0,8.0,4.1952353926806065,4,6.0,16,0.6108113294793623,0.8464400523777776,0.5555831816670957,0.885979553246089,0.6037654521795706,0.794392523364486,0.6004882367191063,0.7854729771655498,0.5576844262295082,0.8571428571428571,0.6,0.8873630672926446,0.6128699013596375,0.8333333333333334,0.5237912087912089,0.7674865831842574,0.196660179346279,0.5692731004149703,0.1761528837412684,0.2500388227476071,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,3,1.5384615384615385
KNN,0.7466865079365078,0.0293840832972881,0.696031746031746,0.696031746031746,0.7023259456496203,0.7698874941010491,0.0922584759919038,0.7296919827837272,0.662703081232493,0.0549365280192069,0.6548672566371682,0.673452380952381,0.0479571988353262,0.6492063492063491,0.7115322585910822,0.1207612525680384,0.6875,0.7395238095238096,0.164852102417451,0.6984126984126984,0.6984615384615385,0.069791987378642,0.6929133858267716,0.6073809523809524,0.1612564048895852,0.6,0.3289487768361007,0.1049755135530282,0.2990297439160172,0.2267472947139189,8.0,8.0,4.1952353926806065,4,6.0,16,0.570774821282549,0.7989339760979794,0.5327607498965804,0.8650815287623546,0.553710984514162,0.7457661850514031,0.551078869047619,0.7390935746352413,0.4782608695652174,0.83562154978532,0.5538461538461539,0.8196803278688525,0.5365853658536586,0.7945250839154494,0.4509803921568627,0.7428754578754578,0.0988613993002468,0.4679533603707995,0.182819285260197,0.2765950444222416,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,3,1.5384615384615385
