fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.654320987654321,0.7917825879448687,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.8,0.6666666666666666,6
2,0.6161616161616162,0.7213902118771243,0.6,0.6363636363636364,0.42857142857142855,1.0,0.2727272727272727,6
3,0.7875,0.7407346992389561,0.5483870967741935,0.5333333333333333,0.6956521739130435,0.5333333333333333,1.0,6
4,0.55,0.670354171000624,0.6153846153846154,0.5375,0.7368421052631579,0.6363636363636364,0.875,6
5,0.6944444444444444,0.5625,0.8461538461538461,0.8194444444444444,0.75,0.75,0.75,6
6,0.8111111111111112,0.8309920634920634,0.6842105263157895,0.6722222222222223,0.75,0.6428571428571429,0.9,6
7,0.5428571428571428,0.7525969084599922,0.7096774193548387,0.55,0.8235294117647058,0.7,1.0,6
8,0.5606060606060607,0.6392756748917378,0.4594594594594595,0.5030303030303029,0.375,0.6,0.2727272727272727,6
9,0.7,0.7,0.2857142857142857,0.5,0.4444444444444444,0.2857142857142857,1.0,6
10,0.5307692307692308,0.4599075485917591,0.5217391304347826,0.48461538461538467,0.26666666666666666,0.4,0.2,6
11,0.5529411764705883,0.4785601462807345,0.5555555555555556,0.5235294117647059,0.4,0.4,0.4,6
12,0.5333333333333333,0.6866815653947167,0.6785714285714286,0.5944444444444444,0.7804878048780488,0.6956521739130435,0.8888888888888888,6
13,0.7588235294117647,0.8498636855061004,0.6666666666666666,0.5705882352941176,0.7804878048780488,0.6666666666666666,0.9411764705882353,6
14,0.625,0.5375,0.3125,0.4583333333333333,0.35294117647058826,0.23076923076923078,0.75,6
15,0.875,0.9757106608669109,0.6842105263157895,0.6770833333333333,0.7857142857142857,0.9166666666666666,0.6875,6
