Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
LogisticRegression,0.6868990384615384,0.6869450193696784,0.5860589548319327,0.7818219935201067,0.7400921620334934,0.7445427256170798,0.6266031757374785,0.8468212948391334,0.6551724137931034,0.6478365384615384,0.71875,0.5769230769230769,0.6764705882352942,0.625,0.696969696969697,0.29782082324455206,0.2318152373664931,30,22,18,46,10.4,4.979959839195493
SVM_RBF,0.6646634615384615,0.6649527964092701,0.5636444139876516,0.7613550563808363,0.7133782204526823,0.7195707422319443,0.5938127984778017,0.8289473790245246,0.603448275862069,0.5955528846153846,0.671875,0.5192307692307693,0.6323529411764706,0.5625,0.6515151515151515,0.19249394673123488,0.2457243517100961,27,25,21,43,10.4,4.979959839195493
SVM_Linear,0.662560096153846,0.6629287651566982,0.5611867737344124,0.7630396008603555,0.7196287695716468,0.7240577733017157,0.6020163806039259,0.8283632806931788,0.6293103448275862,0.6207932692307692,0.703125,0.5384615384615384,0.6521739130434783,0.5957446808510638,0.6766917293233082,0.24378411158277735,0.24111324710125562,28,24,19,45,10.4,4.979959839195493
ExtraTrees,0.6478365384615384,0.6480421343983076,0.5441560187857479,0.7462975258037996,0.7292165125316841,0.7324444158941942,0.616689955623322,0.8259553175245483,0.5948275862068966,0.5877403846153846,0.65625,0.5192307692307693,0.6268656716417911,0.5510204081632653,0.6412213740458015,0.17643504531722054,0.23943042321773933,27,25,22,42,10.4,4.979959839195493
NaiveBayes,0.6436298076923077,0.6432214886096235,0.5436567177599,0.7411616681953151,0.6899186272551106,0.6967145699075424,0.5759660467447518,0.8079468113320005,0.6206896551724138,0.5949519230769231,0.84375,0.34615384615384615,0.6136363636363636,0.6428571428571429,0.7105263157894737,0.19849246231155782,0.3239599911333612,18,34,10,54,10.4,4.979959839195493
XGBoost,0.6379206730769231,0.6376902179846343,0.5330808856561493,0.7389615858555091,0.6920954394922875,0.7011533579531111,0.5736358610323229,0.8174404134371427,0.603448275862069,0.5991586538461539,0.640625,0.5576923076923077,0.640625,0.5576923076923077,0.640625,0.1983173076923077,0.27669626088291366,29,23,23,41,10.4,4.979959839195493
LightGBM,0.6256009615384616,0.6242670892539991,0.5223094093245655,0.7239417315094286,0.6720947537617559,0.680247136136693,0.5558587124307379,0.8004123841737085,0.5862068965517241,0.5799278846153846,0.640625,0.5192307692307693,0.6212121212121212,0.54,0.6307692307692307,0.16043425814234014,0.2759688872098521,27,25,23,41,10.4,4.979959839195493
RandomForest,0.6102764423076924,0.61028023503351,0.5031188284483153,0.7144649008533258,0.6816799901686178,0.6862664927418403,0.563402931598465,0.7938695392507329,0.603448275862069,0.6027644230769231,0.609375,0.5961538461538461,0.65,0.5535714285714286,0.6290322580645161,0.20405727923627692,0.25145932814652816,31,21,25,39,10.4,4.979959839195493
GradientBoosting,0.5940504807692307,0.5940165883081274,0.4884256720690994,0.6987768981920726,0.6485529777055915,0.6576196919204914,0.527109499828999,0.7761493852805901,0.5344827586206896,0.5276442307692308,0.59375,0.46153846153846156,0.5757575757575758,0.48,0.5846153846153846,0.055488540410132625,0.2449079850863569,24,28,26,38,10.4,4.979959839195493
KNN,0.5707632211538463,0.5718502590537234,0.46590303308823533,0.6754537330900905,0.6125725954496628,0.620444713938126,0.49539147669921557,0.7495701547650467,0.5689655172413793,0.5679086538461539,0.578125,0.5576923076923077,0.6166666666666667,0.5178571428571429,0.5967741935483871,0.1348448687350836,0.2834286654643417,29,23,27,37,10.4,4.979959839195493
