model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
SVM_RBF,0.802000283076838,0.09589296264878205,0.7234375000000001,0.8440880904250359,0.12711376238457914,0.7968824456939129,0.697592262809654,0.1060535397726451,0.6929824561403509,0.7189845826687933,0.10582308080562869,0.7003125,0.7010839118255998,0.10158804053340528,0.7008547008547008,0.7813186813186813,0.12336004414892923,0.7735849056603774,0.6743328017012228,0.1883203822387237,0.640625,114,5
LogisticRegression,0.7899409681227862,0.0964012398093544,0.7371875,0.8102677833485112,0.1336978954693541,0.7639959551015607,0.7043188695362609,0.08455478649660673,0.7017543859649122,0.7196624136097821,0.09923691877471251,0.7059375,0.7128851540616247,0.08489715040985762,0.7166666666666667,0.7696303696303696,0.11573175419177081,0.7678571428571429,0.6953854332801701,0.169673385710471,0.671875,114,5
NaiveBayes,0.7848588183037943,0.12122132024880992,0.6868749999999999,0.7912077966279744,0.17492933888252835,0.7267042745644972,0.611358207010381,0.1179048058342925,0.6140350877192983,0.61504120148857,0.12864386803973782,0.5840625,0.7021282018695812,0.0851507881500335,0.7066666666666667,0.6484129905182537,0.19648865735146875,0.6162790697674418,0.8535672514619883,0.15647252049476265,0.828125,114,5
SVM_Linear,0.7809199536950733,0.12416345531893339,0.7475,0.7971252359247012,0.15401149311062262,0.7681469750331955,0.7058926580665711,0.09373593402661715,0.7017543859649122,0.7239845826687932,0.09367681287903297,0.7059375,0.7126432022084195,0.1067950602316932,0.7166666666666667,0.7716666666666667,0.13412266359153807,0.7678571428571429,0.7009994683678894,0.185322947095743,0.671875,114,5
ExtraTrees,0.755332074446907,0.09987640576840233,0.7128125,0.8070775709521,0.11899402616230677,0.7966091910146027,0.6794480881437404,0.11245536569043597,0.6754385964912281,0.6892044505202399,0.11756571863972981,0.678125,0.6868199233716474,0.13670111500813714,0.6942148760330579,0.723976023976024,0.13159448493747605,0.7368421052631579,0.6781924508240297,0.199146926012977,0.65625,114,5
LightGBM,0.7467076840402198,0.09745647960526645,0.6626562499999998,0.820607208947876,0.08615862131274535,0.7387484981643722,0.6460191981931113,0.07560811918365143,0.6403508771929824,0.6571196931723249,0.05860828832943926,0.6359375,0.6797993730407523,0.06828093218414091,0.6771653543307087,0.6855877455877455,0.0700673988925111,0.6825396825396826,0.7122913343965974,0.1598832795812846,0.671875,114,5
RandomForest,0.7418050521160569,0.09547214577090457,0.7209375,0.799771658101724,0.10516733486956568,0.7761388466631465,0.6903704990661511,0.09878161185277815,0.6842105263157895,0.7024261411103516,0.09176436751357807,0.6859375,0.7106519614686583,0.0842592078143177,0.7049180327868853,0.7495238095238095,0.08962506937918929,0.7413793103448276,0.7076661350345561,0.16818687235007948,0.671875,114,5
GradientBoosting,0.7390838149091737,0.12416891367036133,0.67328125,0.7972619727760452,0.14774339767203382,0.7756739592613922,0.6708899795856318,0.08656564796924719,0.6666666666666666,0.6856079592921698,0.08326780298372541,0.6681250000000001,0.6853012887495646,0.09455438927292073,0.6885245901639344,0.7247802197802198,0.10460539937571728,0.7241379310344828,0.6876661350345561,0.18491476261316772,0.65625,114,5
KNN,0.7234007309366162,0.11976984179108933,0.690625,0.7769276296667235,0.10077248245050371,0.757432501457045,0.6438373220981917,0.1282499220662363,0.6403508771929824,0.661282562466773,0.14150807659091236,0.6490625,0.642750816435027,0.12964682650752207,0.6434782608695652,0.7267132867132867,0.17178981752550906,0.7254901960784313,0.600595427963849,0.16709673515615608,0.578125,114,5
XGBoost,0.7169995811383372,0.06773476833043106,0.66125,0.7983424603145965,0.0677094236689083,0.7637329730388517,0.6272292924466837,0.06688406939754217,0.6228070175438597,0.6399586086428192,0.06533868948156153,0.6203125,0.6606926406926407,0.04124557556629447,0.656,0.6755244755244755,0.07668111978670099,0.6721311475409836,0.6779691653375863,0.1379962768947449,0.640625,114,5
