Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
IB_IntensitySkewness,4,0.8,True
IB_IntensityBasedEnergy,3,0.6,True
NGTDM_Strength,2,0.4,True
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,2,0.4,True
GLSZM_NormalisedGreyLevelNonUniformity,2,0.4,True
GLSZM_GreyLevelVariance,2,0.4,True
Morph_Compactness2,2,0.4,True
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,1,0.2,False
Morph_Sphericity,1,0.2,False
Morph_Compacity,1,0.2,False
GLCM_ClusterShade,1,0.2,False
GLCM_ClusterProminence,1,0.2,False
Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,1,0.2,False
GLSZM_LargeZoneEmphasis,1,0.2,False
GLRLM_ShortRunLowGreyLevelEmphasis,1,0.2,False
Morph_Compactness1,1,0.2,False
GLSZM_NormalisedZoneSizeNonUniformity,1,0.2,False
IH_IntensityHistogram25thPercentile,1,0.2,False
GLSZM_SmallZoneHighGreyLevelEmphasis,1,0.2,False
Morph_Asphericity,1,0.2,False
