model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
LogisticRegression,0.7862304521634664,0.09405000287172248,0.736875,0.868784960686148,0.05139781690794445,0.8304058533483609,0.6885013537187451,0.08310268104776475,0.6842105263157895,0.7224694311536417,0.06140384109863553,0.6925,0.6909523809523809,0.07925961246309783,0.6896551724137931,0.7817460317460317,0.11528443687566628,0.7692307692307693,0.6676661350345561,0.19485066461352674,0.625,114,5
SVM_Linear,0.7638031488270722,0.09640359083621211,0.6906249999999999,0.8543502174898183,0.04979278514928386,0.7845460749885733,0.6170973953582648,0.0846834827094403,0.6140350877192983,0.6297820308346623,0.13404757686516588,0.6015625,0.6742402051864966,0.058213741159591145,0.6716417910447762,0.6776942355889723,0.16512924609728835,0.6428571428571429,0.7504731525784157,0.17639901950649456,0.703125,114,5
SVM_RBF,0.7459837035195888,0.09394359656767129,0.670625,0.8329968298690537,0.07669292029258391,0.7760414979851921,0.6427514514471037,0.08890274230400769,0.6403508771929824,0.6862971823498139,0.07372164301241431,0.6359375,0.6770826210826211,0.08784347185811865,0.6771653543307087,0.72,0.1758787461103056,0.6825396825396826,0.7286549707602339,0.21779021453046873,0.671875,114,5
KNN,0.7319574130459298,0.09827078501065388,0.683125,0.7896112080884468,0.10118495469216252,0.7567511800634341,0.634093442789095,0.05571674922201238,0.631578947368421,0.6572820308346624,0.06786561108187356,0.62375,0.6751697214530314,0.06587196198636182,0.676923076923077,0.6928113553113553,0.1634834944879294,0.6666666666666666,0.7304731525784156,0.17531554462166005,0.6875,114,5
LightGBM,0.7186584459311731,0.18212402703456218,0.6865625,0.7849189866489159,0.15139985601529332,0.7383844803892479,0.6256555039163735,0.16966416416798946,0.6228070175438597,0.6423179160021265,0.18880779290758049,0.6225,0.651055900621118,0.16472014298063234,0.6504065040650406,0.6927272727272727,0.2152974323798313,0.6779661016949152,0.6543328017012228,0.2098520393862969,0.625,114,5
ExtraTrees,0.7152429627788479,0.14614763054732988,0.6331250000000002,0.8139345909107487,0.11556124110794881,0.7290200720459297,0.6005270092226614,0.14040531107791457,0.5964912280701754,0.6413264221158957,0.13219467483050973,0.6012500000000001,0.6027545787545787,0.16061138272901504,0.6101694915254238,0.696060606060606,0.2134409163993362,0.6666666666666666,0.6053801169590642,0.2516665562573944,0.5625,114,5
RandomForest,0.7112371666079801,0.18332110596762213,0.59796875,0.793967385626571,0.1627561016143523,0.6371278656148069,0.6272292924466838,0.1449220630511792,0.6228070175438597,0.6584582668793195,0.14184807305949854,0.6225,0.6486273726273726,0.14802431016560624,0.6504065040650406,0.702014652014652,0.1922619865448341,0.6779661016949152,0.6714619883040935,0.2372979225049603,0.625,114,5
XGBoost,0.7075408677801022,0.16298081070773374,0.63375,0.754571386854531,0.17159565057162526,0.7097713184625709,0.5899998552172465,0.1056894932965323,0.5877192982456141,0.6236097820308346,0.109081577473074,0.5825,0.6234691234691234,0.12216103475503921,0.6299212598425197,0.6659615384615385,0.19620290152475425,0.6349206349206349,0.6714619883040935,0.2372979225049603,0.625,114,5
NaiveBayes,0.6922925771729599,0.08158109540340668,0.6565625,0.7845517165341287,0.08467602490103816,0.7385858939331993,0.5844054496228409,0.06610992107463322,0.5877192982456141,0.5875620870357712,0.0551357804107943,0.565,0.654870768057267,0.0931941764429427,0.6713286713286714,0.6164022424084343,0.13865015885818185,0.6075949367088608,0.7712280701754387,0.21311161146500834,0.75,114,5
GradientBoosting,0.6911695791360862,0.155084935826682,0.631875,0.7448333685471111,0.14366315736157587,0.699830576532553,0.6058173710347623,0.09281931218738677,0.6052631578947368,0.6243559656717552,0.10308806727636023,0.5959375,0.6490871447393186,0.10865504988823554,0.6564885496183206,0.6473105326046502,0.16094001253810905,0.6417910447761194,0.7030409356725146,0.20287877211921743,0.671875,114,5
