fold,n_estimators,max_depth,learning_rate,subsample
1,25,2,0.07786135445417827,0.7627606366351568
2,50,3,0.06571271013022326,0.8008335850362696
3,50,3,0.06571271013022326,0.8008335850362696
4,100,1,0.07772235382026987,0.8730704498200098
5,100,1,0.07772235382026987,0.8730704498200098
