Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
NaiveBayes,0.6058,+0.1566,2.25e-01,1.00e+00,✗,✗
KNN,0.6882,+0.0742,5.86e-01,1.00e+00,✗,✗
LogisticRegression,0.7023,+0.0601,7.26e-01,1.00e+00,✗,✗
ExtraTrees,0.7052,+0.0573,7.61e-01,1.00e+00,✗,✗
GradientBoosting,0.7107,+0.0517,3.49e-01,1.00e+00,✗,✗
RandomForest,0.7177,+0.0447,8.46e-01,1.00e+00,✗,✗
LightGBM,0.7268,+0.0356,7.61e-01,1.00e+00,✗,✗
SVM_Linear,0.7322,+0.0302,8.83e-01,1.00e+00,✗,✗
SVM_RBF,0.7418,+0.0206,9.29e-01,1.00e+00,✗,✗
