fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.9027777777777778,0.9072513135013135,0.7916666666666666,0.7916666666666666,0.8148148148148148,0.7333333333333333,0.9166666666666666,6
2,0.4714285714285715,0.5403961237084807,0.5833333333333334,0.5571428571428572,0.4444444444444444,0.5,0.4,4
3,0.9027777777777778,0.9340828924162257,0.8235294117647058,0.8194444444444444,0.8421052631578947,0.8,0.8888888888888888,4
4,0.7666666666666666,0.868284518649698,0.6785714285714286,0.7055555555555556,0.7096774193548387,0.8461538461538461,0.6111111111111112,8
5,0.7261904761904763,0.8896541950113378,0.6,0.6666666666666667,0.6363636363636364,0.875,0.5,6
