fpr,tpr,threshold
0.0,0.0,inf
0.0,0.015873015873015872,1.0
0.02,0.015873015873015872,0.9999999999992575
0.02,0.031746031746031744,0.9999999999990656
0.04,0.031746031746031744,0.9999999998028493
0.04,0.14285714285714285,0.9999998573635209
0.06,0.14285714285714285,0.9999993081711493
0.06,0.15873015873015872,0.999993605304271
0.08,0.15873015873015872,0.9999829814915849
0.08,0.2222222222222222,0.9999524396582341
0.12,0.2222222222222222,0.9997719990440366
0.12,0.25396825396825395,0.9995180899846298
0.18,0.25396825396825395,0.9990015390503677
0.18,0.2857142857142857,0.9988796806423687
0.2,0.2857142857142857,0.9987858896468134
0.2,0.49206349206349204,0.986215311355547
0.22,0.49206349206349204,0.9860210532390679
0.22,0.5873015873015873,0.975361269509805
0.24,0.5873015873015873,0.9750299295957314
0.24,0.6031746031746031,0.9738560463102934
0.3,0.6031746031746031,0.9603243410815487
0.3,0.6190476190476191,0.9565801582907715
0.34,0.6190476190476191,0.9560210084196068
0.34,0.6666666666666666,0.9467793983718665
0.36,0.6666666666666666,0.9456458039836148
0.36,0.6825396825396826,0.9358575979006492
0.38,0.6825396825396826,0.9121228851889942
0.38,0.6984126984126984,0.9042608549799087
0.4,0.6984126984126984,0.9025138261038488
0.4,0.7142857142857143,0.8981594363526865
0.52,0.7142857142857143,0.7942825539197838
0.52,0.8095238095238095,0.736874653876774
0.6,0.8095238095238095,0.7008662085819488
0.6,0.8571428571428571,0.6481309530557251
0.62,0.8571428571428571,0.6281708989598257
0.62,0.8888888888888888,0.5727433858284454
0.66,0.8888888888888888,0.5480433524626515
0.66,0.9047619047619048,0.5426356954824982
0.92,0.9047619047619048,0.18508055636948179
0.92,0.9523809523809523,0.08612075992747159
0.96,0.9523809523809523,0.0077794858608226675
0.96,0.9682539682539683,0.0035808771674146122
0.98,0.9682539682539683,5.260499087481365e-06
0.98,1.0,2.142617239681653e-65
1.0,1.0,2.5333046447664822e-192
