fold,n_estimators,max_depth,min_samples_leaf,max_features
1,350,9,4,log2
2,100,2,6,sqrt
3,350,9,4,log2
4,450,4,10,sqrt
5,350,9,4,log2
6,100,2,6,sqrt
7,300,4,10,sqrt
8,350,9,4,log2
9,100,5,2,log2
10,100,5,2,log2
11,100,2,6,sqrt
12,300,4,10,sqrt
13,100,5,2,log2
14,100,5,2,log2
15,100,2,6,sqrt
