fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7222222222222223,0.8505661528508368,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.8,0.6666666666666666,8
2,0.41414141414141414,0.660486945974562,0.5,0.5050505050505051,0.5,0.5555555555555556,0.45454545454545453,8
3,0.6916666666666668,0.6886008950407128,0.7096774193548387,0.7083333333333333,0.7272727272727273,0.7058823529411765,0.75,8
4,0.41874999999999996,0.5828470656450533,0.5384615384615384,0.475,0.6666666666666666,0.6,0.75,8
5,0.7777777777777778,0.75,0.46153846153846156,0.5416666666666666,0.46153846153846156,0.3333333333333333,0.75,8
6,0.8,0.754476911976912,0.6842105263157895,0.6722222222222223,0.75,0.6428571428571429,0.9,8
7,0.6761904761904761,0.8527941647582644,0.6129032258064516,0.530952380952381,0.7272727272727273,0.6956521739130435,0.7619047619047619,8
8,0.5575757575757576,0.6400982958136928,0.5135135135135135,0.5272727272727272,0.5263157894736842,0.625,0.45454545454545453,8
9,0.9,0.8333333333333333,0.7142857142857143,0.5,0.0,0.0,0.0,8
10,0.7076923076923076,0.6076369902027796,0.5652173913043478,0.5346153846153846,0.375,0.5,0.3,8
11,0.7352941176470589,0.6388614081996434,0.5925925925925926,0.5735294117647058,0.47619047619047616,0.45454545454545453,0.5,8
12,0.5222222222222221,0.7118826154629164,0.5714285714285714,0.5777777777777777,0.625,0.7142857142857143,0.5555555555555556,8
13,0.788235294117647,0.8860326219529027,0.7407407407407407,0.7117647058823529,0.8,0.7777777777777778,0.8235294117647058,8
14,0.6458333333333334,0.5416666666666667,0.375,0.5,0.375,0.25,0.75,8
15,0.9375,0.9891493055555556,0.3684210526315789,0.625,0.4,1.0,0.25,8
