Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_Linear,NaiveBayes,0.7784126984126983,0.6609523809523808,0.11746031746031749,3.263570822609942,0.0011001768314802642,✓,✓,0.04950795741661189,✓
SVM_RBF,NaiveBayes,0.7806349206349207,0.6609523809523808,0.11968253968253983,3.2536829932554547,0.0011391932712413151,✓,✓,0.05126369720585918,✗
LogisticRegression,NaiveBayes,0.7765079365079365,0.6609523809523808,0.11555555555555563,3.1722747057121268,0.0015124986294252382,✓,✓,0.06806243832413572,✗
SVM_RBF,XGBoost,0.7806349206349207,0.6603174603174603,0.12031746031746038,3.0716544825278107,0.002128759785046155,✓,✓,0.09579419032707696,✗
LogisticRegression,XGBoost,0.7765079365079365,0.6603174603174603,0.11619047619047618,2.863898765602192,0.0041846172708112075,✓,✓,0.18830777718650435,✗
SVM_Linear,XGBoost,0.7784126984126983,0.6603174603174603,0.11809523809523803,2.79622374372231,0.005170359232599175,✓,✓,0.2326661654669629,✗
SVM_RBF,LightGBM,0.7806349206349207,0.6774603174603174,0.10317460317460325,2.4877695295105657,0.012854700661117885,✓,✗,0.5784615297503048,✗
RandomForest,XGBoost,0.727936507936508,0.6603174603174603,0.06761904761904769,2.391603442182001,0.016774956153849278,✓,✗,0.7548730269232174,✗
SVM_Linear,LightGBM,0.7784126984126983,0.6774603174603174,0.1009523809523809,2.303349159873744,0.021259205770599126,✓,✗,0.9566642596769607,✗
LogisticRegression,LightGBM,0.7765079365079365,0.6774603174603174,0.09904761904761905,2.28263107369873,0.022452108975850066,✓,✗,1.0,✗
ExtraTrees,XGBoost,0.7346031746031746,0.6603174603174603,0.07428571428571429,2.033578586005532,0.041994102714574225,✓,✗,1.0,✗
SVM_RBF,ExtraTrees,0.7806349206349207,0.7346031746031746,0.04603174603174609,2.014880133379184,0.043917210072411325,✓,✗,1.0,✗
KNN,NaiveBayes,0.7439682539682541,0.6609523809523808,0.08301587301587321,2.0043503939992235,0.04503253915905091,✓,✗,1.0,✗
KNN,XGBoost,0.7439682539682541,0.6603174603174603,0.08365079365079375,1.9591647913021688,0.05009349100177123,✗,✗,1.0,✗
GradientBoosting,XGBoost,0.7231746031746032,0.6603174603174603,0.06285714285714294,1.8641910749456239,0.06229487627883761,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.7806349206349207,0.7231746031746032,0.057460317460317434,1.862257662142005,0.06256678013148448,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.7806349206349207,0.727936507936508,0.05269841269841269,1.861281187293132,0.06270447842921681,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.7346031746031746,0.6609523809523808,0.07365079365079374,1.6931386153620382,0.09042908553062656,✗,✗,1.0,✗
SVM_RBF,KNN,0.7806349206349207,0.7439682539682541,0.036666666666666625,1.661710050999903,0.09657092487520919,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.7765079365079365,0.7231746031746032,0.05333333333333323,1.650755813991278,0.09878844591222934,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.7784126984126983,0.7346031746031746,0.04380952380952374,1.6110451364237848,0.10716988494844541,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.7784126984126983,0.7231746031746032,0.055238095238095086,1.5847610261843101,0.1130206405291444,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.7765079365079365,0.727936507936508,0.04857142857142849,1.5823941238563908,0.11355962533220754,✗,✗,1.0,✗
KNN,LightGBM,0.7439682539682541,0.6774603174603174,0.06650793650793663,1.5525450536247851,0.12053186126217191,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.7784126984126983,0.727936507936508,0.05047619047619034,1.5258899276327433,0.12703727955948774,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.7765079365079365,0.7346031746031746,0.04190476190476189,1.504908914565944,0.13234749608732235,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.7346031746031746,0.6774603174603174,0.05714285714285716,1.4968675925499406,0.13442771419373392,✗,✗,1.0,✗
RandomForest,LightGBM,0.727936507936508,0.6774603174603174,0.05047619047619056,1.419798486374102,0.1556663557584487,✗,✗,1.0,✗
RandomForest,NaiveBayes,0.727936507936508,0.6609523809523808,0.06698412698412715,1.4169080283854012,0.15650981894752472,✗,✗,1.0,✗
GradientBoosting,NaiveBayes,0.7231746031746032,0.6609523809523808,0.0622222222222224,1.2686668211484304,0.20455992080476082,✗,✗,1.0,✗
SVM_Linear,KNN,0.7784126984126983,0.7439682539682541,0.03444444444444428,1.2176152406290877,0.2233702200529618,✗,✗,1.0,✗
LogisticRegression,KNN,0.7765079365079365,0.7439682539682541,0.032539682539682424,1.2168611380712497,0.2236570537603515,✗,✗,1.0,✗
GradientBoosting,LightGBM,0.7231746031746032,0.6774603174603174,0.04571428571428582,1.214133311679096,0.22469682127260904,✗,✗,1.0,✗
KNN,GradientBoosting,0.7439682539682541,0.7231746031746032,0.02079365079365081,0.5843510578178088,0.5589841474308707,✗,✗,1.0,✗
XGBoost,LightGBM,0.6603174603174603,0.6774603174603174,-0.017142857142857126,-0.5112878470067802,0.6091495135828255,✗,✗,1.0,✗
KNN,RandomForest,0.7439682539682541,0.727936507936508,0.016031746031746064,0.49231778783747426,0.6224947072889424,✗,✗,1.0,✗
ExtraTrees,GradientBoosting,0.7346031746031746,0.7231746031746032,0.011428571428571344,0.3722342959423202,0.7097184133195465,✗,✗,1.0,✗
KNN,ExtraTrees,0.7439682539682541,0.7346031746031746,0.009365079365079465,0.3706160940366613,0.7109234931494075,✗,✗,1.0,✗
SVM_RBF,LogisticRegression,0.7806349206349207,0.7765079365079365,0.004126984126984201,0.35898154451654635,0.7196088956842792,✗,✗,1.0,✗
