fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7107438016528926,0.6718196242260412,0.6818181818181818,0.6818181818181818,0.7407407407407407,0.625,0.9090909090909091,10
2,0.5291666666666667,0.6752136752136753,0.7391304347826086,0.625,0.8333333333333334,0.7142857142857143,1.0,14
3,0.7037037037037037,0.7110790444123778,0.6666666666666666,0.6944444444444444,0.6956521739130435,0.5714285714285714,0.8888888888888888,18
4,0.7443609022556391,0.8855536276588908,0.5384615384615384,0.6390977443609023,0.5714285714285714,0.8888888888888888,0.42105263157894735,6
5,0.7749999999999999,0.7455583305583304,0.8181818181818182,0.8166666666666667,0.8,0.8,0.8,8
