Model,FS_METHOD,N_Outer_Folds,Mean_Selected_Features,Std_Selected_Features,Min_Selected_Features,Max_Selected_Features,Selected_Features_Per_Fold
LogisticRegression,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
SVM_RBF,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
SVM_Linear,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
RandomForest,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
GradientBoosting,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
ExtraTrees,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
KNN,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
NaiveBayes,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
XGBoost,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
LightGBM,mrmr_then_elasticnet_no_corr,5,9.2,5.585696017507576,4,16,"[np.int64(14), np.int64(8), np.int64(4), np.int64(4), np.int64(16)]"
