fpr,tpr,threshold
0.0,0.0,inf
0.0,0.015873015873015872,0.9997252715498068
0.0,0.09523809523809523,0.9992137725678498
0.04,0.09523809523809523,0.9980788952953711
0.04,0.1746031746031746,0.993280925448674
0.06,0.1746031746031746,0.9919860213427586
0.06,0.19047619047619047,0.9915042271879768
0.08,0.19047619047619047,0.991118864884257
0.08,0.20634920634920634,0.9881940889498277
0.1,0.20634920634920634,0.9846454401274293
0.1,0.2857142857142857,0.9700106482697897
0.12,0.2857142857142857,0.9686596214283936
0.12,0.36507936507936506,0.9319244531185189
0.14,0.36507936507936506,0.927529823205988
0.14,0.3968253968253968,0.9061471250013448
0.18,0.3968253968253968,0.8888868293170972
0.18,0.4603174603174603,0.8026309385534767
0.2,0.4603174603174603,0.7830492493898469
0.2,0.47619047619047616,0.7820838186889121
0.22,0.49206349206349204,0.7560213691032586
0.22,0.5396825396825397,0.6987845518367335
0.24,0.5396825396825397,0.681232774875639
0.24,0.5555555555555556,0.6636583785238267
0.26,0.5555555555555556,0.644028204556086
0.26,0.5873015873015873,0.6223843995310676
0.28,0.6031746031746031,0.6083681359156465
0.3,0.6507936507936508,0.6066308464778657
0.32,0.6666666666666666,0.6050924781221758
0.32,0.6825396825396826,0.5824456668257085
0.36,0.6825396825396826,0.5738748068493967
0.38,0.6984126984126984,0.5255788630690873
0.44,0.6984126984126984,0.5135448733149115
0.48,0.6984126984126984,0.5101147524832321
0.5,0.6984126984126984,0.5043430642445084
0.5,0.7142857142857143,0.4983551952029417
0.56,0.7142857142857143,0.47876539639367116
0.56,0.7301587301587301,0.42398028754827194
0.58,0.7301587301587301,0.3995666607404321
0.58,0.7619047619047619,0.3644162994528472
0.62,0.7619047619047619,0.3249856584129922
0.62,0.7777777777777778,0.3182489018736411
0.64,0.7777777777777778,0.29587467110808974
0.64,0.7936507936507936,0.2853868305804401
0.68,0.7936507936507936,0.24775384243352078
0.68,0.8095238095238095,0.23621241918986002
0.72,0.8095238095238095,0.22782979352564914
0.72,0.8412698412698413,0.11975678231635485
0.8,0.8412698412698413,0.07696670195823532
0.8,0.8888888888888888,0.04144754949655241
0.82,0.8888888888888888,0.03886142349955837
0.82,0.9047619047619048,0.03820771143158067
0.86,0.9047619047619048,0.03236474150624499
0.86,0.9206349206349206,0.02420129892568095
0.94,0.9206349206349206,0.016296552552830745
0.94,0.9682539682539683,0.006011066204924766
1.0,0.9682539682539683,0.0025437385513159645
1.0,1.0,0.0005081973766072382
