Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IH_IntensityHistogramMinimumGreyLevel_Intensity,ADC_IH_IntensityHistogramMinimumGreyLevel_Intensity,0.0669545986782616,2
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,0.05170594786811793,2
Post1_GLRLM_HighGreyLevelRunEmphasis,Post1_GLRLM_HighGreyLevelRunEmphasis,0.03932750573618827,2
ADC_GLCM_Correlation,ADC_GLCM_Correlation,0.02982529871453162,2
Post1_Morph_Asphericity,Post1_Morph_Asphericity,0.0298210701328692,2
Post1_Morph_Compacity,Post1_Morph_Compacity,0.02700541270705154,3
ADC_GLCM_DifferenceAverage,ADC_GLCM_DifferenceAverage,0.024773150306855632,2
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.022859819992315848,3
ADC_IH_MaximumHistogramGradient_Intensity,ADC_IH_MaximumHistogramGradient_Intensity,0.01833857992071628,2
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,0.014149124820389176,2
ADC_GLSZM_GreyLevelVariance,ADC_GLSZM_GreyLevelVariance,0.008532829132715553,2
Post1_GLRLM_LowGreyLevelRunEmphasis,Post1_GLRLM_LowGreyLevelRunEmphasis,0.008300410828481517,2
ADC_Morph_Compactness2,ADC_Morph_Compactness2,0.007167888953499951,2
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,0.006528303535823929,2
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.002818173302273456,2
