Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.05590683102409138,4
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.05575807631995377,3
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,0.05475415646677675,3
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.04872662674006617,3
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.0406977461418588,3
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.04057717053517899,2
Post1_Morph_Compactness2,Post1_Morph_Compactness2,0.0391055579504074,2
Post1_GLSZM_GreyLevelVariance,Post1_GLSZM_GreyLevelVariance,0.03683495037389218,2
Post1_GLSZM_NormalisedZoneSizeNonUniformity,Post1_GLSZM_NormalisedZoneSizeNonUniformity,0.02522226344216143,3
Post1_GLSZM_ZoneSizeVariance,Post1_GLSZM_ZoneSizeVariance,0.019425002782590507,2
ADC_GLSZM_GreyLevelVariance,ADC_GLSZM_GreyLevelVariance,0.009609810299679456,2
Post1_GLSZM_GreyLevelNonUniformity,Post1_GLSZM_GreyLevelNonUniformity,0.0054726256819775145,2
Post1_GLSZM_LargeZoneLowGreyLevelEmphasis,Post1_GLSZM_LargeZoneLowGreyLevelEmphasis,0.0021165418337573878,2
