feature,nan_count,inf_count,variance,is_constant,is_near_zero_variance
Pre_Morph_Volume_cm3,0,0,227.92219212186865,False,False
Pre_Morph_ApproximateVolume_cm3,0,0,228.22459347584717,False,False
Pre_Morph_voxelsCounting_vx,0,0,228224593.47584715,False,False
Pre_Morph_SurfaceArea_cm2,0,0,539.1504235357112,False,False
Pre_Morph_SurfaceToVolumeRatio_cm,0,0,12.085306911835891,False,False
Pre_Morph_Compacity,0,0,10.383439204797641,False,False
Pre_Morph_Compactness1,0,0,2.495919122924956e-05,False,False
Pre_Morph_Compactness2,0,0,0.013271532616666455,False,False
Pre_Morph_SphericalDisproportion,0,0,0.026586504597256762,False,False
Pre_Morph_Sphericity,0,0,0.00560785032274949,False,False
Pre_Morph_Asphericity,0,0,0.02658650459725676,False,False
Pre_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,0,0,23.403796993562484,False,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0,0,0.09104041519366277,False,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0,0,0.031483635213434814,False,False
Pre_Morph_CentreOfMassShift_mm,0,0,0.18083055036846782,False,False
Pre_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0,0,0.007837277100592796,False,False
Pre_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0,0,0.0034754749127158353,False,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0,0,0.11035318073216488,False,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0,0,0.009636894846086338,False,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0,0,0.004917077667164938,False,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,0,0,0.8898877041245986,False,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0,0,0.05557269652223176,False,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0,0,0.02917806514061948,False,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,0,0,2.330237240361329,False,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0,0,0.11919479250709024,False,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0,0,0.055615664587020254,False,False
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0,0,1.4741082294300154,False,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0,0,0.07084698735428864,False,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0,0,0.033540712311475415,False,False
Pre_Morph_Maximum3DDiameter_mm,0,0,127.81605328664988,False,False
Pre_Morph_SphereDiameter_mm,0,0,59.99147490205003,False,False
Pre_Morph_IntegratedIntensity_Intensity,0,0,5720281356421.741,False,False
Pre_IB_MeanIntensity,0,0,6413.177932223227,False,False
Pre_IB_IntensityVariance,0,0,63288780.89427335,False,False
Pre_IB_IntensitySkewness,0,0,0.7188111416295265,False,False
Pre_IB_IntensityKurtosis,0,0,5.77995735440574,False,False
Pre_IB_MedianIntensity,0,0,8177.107564120767,False,False
Pre_IB_MinimumIntensity,0,0,1139.454256265856,False,False
Pre_IB_10thIntensityPercentile,0,0,3853.6978792487234,False,False
Pre_IB_25thIntensityPercentile,0,0,5284.764456497137,False,False
Pre_IB_50thIntensityPercentile,0,0,8177.107564120767,False,False
Pre_IB_75thIntensityPercentile,0,0,11428.912965604093,False,False
Pre_IB_90thIntensityPercentile,0,0,13951.401734899731,False,False
Pre_IB_StandardDeviation,0,0,1720.907079482281,False,False
Pre_IB_MaximumIntensity,0,0,19401.600613739,False,False
Pre_IB_IntensityInterquartileRange,0,0,5304.838734671183,False,False
