fold,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
1,250,2,0.07665919957232309,0.8415218156171415,0.5525738427060282,2.7383629141525012e-05,2.1295336614219775e-08
2,300,8,0.2027848972867164,0.7438031375747609,0.7994294729378736,1.5601289828756666e-05,1.152688441528122e-05
3,300,8,0.01226144306124255,0.9562183778914016,0.7884507497000164,0.048119067425824946,0.004695214397948433
4,200,2,0.020428417353799366,0.817873951271459,0.8845575855528258,1.8040852768441058e-06,3.7416332275054926e-06
5,250,2,0.07071028380485812,0.9565287817249056,0.6046010610585948,4.655367559816149e-07,9.449134137745608e-08
