Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
LightGBM,0.6792,+0.0804,1.43e-01,1.00e+00,✗,✗
GradientBoosting,0.6808,+0.0788,9.20e-03,4.14e-01,✓,✗
SVM_Linear,0.6892,+0.0705,2.45e-02,1.00e+00,✓,✗
LogisticRegression,0.6957,+0.0639,1.91e-01,1.00e+00,✗,✗
KNN,0.6984,+0.0613,5.26e-02,1.00e+00,✗,✗
RandomForest,0.7031,+0.0566,4.19e-01,1.00e+00,✗,✗
NaiveBayes,0.7179,+0.0417,9.13e-02,1.00e+00,✗,✗
XGBoost,0.7272,+0.0325,7.48e-01,1.00e+00,✗,✗
SVM_RBF,0.7448,+0.0149,6.66e-01,1.00e+00,✗,✗
