Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
LightGBM,0.6623,+0.0846,2.56e-01,1.00e+00,✗,✗
NaiveBayes,0.6692,+0.0777,9.14e-02,1.00e+00,✗,✗
GradientBoosting,0.6912,+0.0557,1.23e-01,1.00e+00,✗,✗
XGBoost,0.7012,+0.0458,3.17e-01,1.00e+00,✗,✗
SVM_Linear,0.7036,+0.0433,4.10e-01,1.00e+00,✗,✗
LogisticRegression,0.7156,+0.0313,9.06e-01,1.00e+00,✗,✗
ExtraTrees,0.7376,+0.0093,8.90e-01,1.00e+00,✗,✗
KNN,0.7403,+0.0066,3.43e-01,1.00e+00,✗,✗
RandomForest,0.7412,+0.0057,6.87e-01,1.00e+00,✗,✗
