fold,C,l1_ratio
1,0.040334178905666575,0.0068541127071058035
2,0.9911861446570565,0.0013265396997455547
3,0.10462965139895582,0.3664584127612252
4,0.18403439376954148,0.2740737470416992
5,0.014855577650518207,0.007207488841970831
