Metric,Value
ROC-AUC,0.6986177884615385
PR-AUC,0.7406255386208674
Balanced Acc.,0.6129807692307692
Sensitivity,0.6875
Specificity,0.5384615384615384
PPV,0.6470588235294118
NPV,0.5833333333333334
Kappa,0.2276029055690073
