fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7839506172839507,0.8866516860282846,0.7037037037037037,0.6388888888888888,0.7894736842105263,0.75,0.8333333333333334,6
2,0.595959595959596,0.7872408293460926,0.75,0.7727272727272727,0.7058823529411765,1.0,0.5454545454545454,6
3,0.7625000000000001,0.8109926820864322,0.6774193548387096,0.6791666666666667,0.6666666666666666,0.7142857142857143,0.625,6
4,0.76875,0.8554800081454494,0.5769230769230769,0.65625,0.47619047619047616,1.0,0.3125,6
5,0.9166666666666666,0.8041666666666667,0.8461538461538461,0.8194444444444444,0.75,0.75,0.75,6
6,0.8777777777777778,0.878683261183261,0.8421052631578947,0.8444444444444444,0.8421052631578947,0.8888888888888888,0.8,6
7,0.9095238095238095,0.963807004283195,0.8064516129032258,0.7523809523809524,0.8636363636363636,0.8260869565217391,0.9047619047619048,6
8,0.6303030303030304,0.7510365908226857,0.5945945945945946,0.5954545454545455,0.6341463414634146,0.6842105263157895,0.5909090909090909,6
9,0.5,0.3666666666666667,0.5714285714285714,0.4,0.0,0.0,0.0,6
10,0.6923076923076923,0.7043697478991595,0.6086956521739131,0.573076923076923,0.4,0.6,0.3,6
11,0.8529411764705882,0.8273856209150326,0.7777777777777778,0.7823529411764706,0.7272727272727273,0.6666666666666666,0.8,6
12,0.5166666666666666,0.7093113725407962,0.5357142857142857,0.5944444444444444,0.5185185185185185,0.7777777777777778,0.3888888888888889,6
13,0.7294117647058824,0.8529304171907088,0.6296296296296297,0.6852941176470588,0.6153846153846154,0.8888888888888888,0.47058823529411764,6
14,0.6458333333333334,0.360551948051948,0.5625,0.625,0.46153846153846156,0.3333333333333333,0.75,6
15,0.9791666666666667,0.9963235294117647,0.7368421052631579,0.84375,0.8148148148148148,1.0,0.6875,6
