Fold,Feature_Rank_in_Fold,Feature_Name
1,1,Morph_SurfaceToVolumeRatio_cm
1,2,Morph_Asphericity
1,3,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
1,4,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
1,5,IH_IntensityHistogramSkewness_Intensity
1,6,GLCM_SumEntropy
1,7,GLCM_AngularSecondMoment
1,8,GLCM_NormalisedInverseDifferenceMoment
1,9,GLCM_InverseVariance
1,10,GLCM_Correlation
1,11,GLCM_ClusterShade
1,12,GLCM_ClusterProminence
1,13,GLRLM_ShortRunsEmphasis
1,14,GLSZM_HighGrayLevelZoneEmphasis
2,1,Morph_Asphericity
2,2,IH_IntensityHistogramSkewness_Intensity
2,3,IH_IntensityHistogramMode_Intensity
2,4,GLCM_JointEntropyLog10
2,5,GLCM_DifferenceVariance
2,6,GLCM_SumEntropy
2,7,GLCM_NormalisedInverseDifferenceMoment
2,8,GLCM_InverseVariance
2,9,GLCM_Correlation
2,10,GLCM_ClusterShade
2,11,GLRLM_ShortRunLowGreyLevelEmphasis
2,12,GLRLM_LongRunLowGreyLevelEmphasis
2,13,GLRLM_RunLengthVariance
2,14,NGTDM_Busyness
3,1,Morph_SurfaceToVolumeRatio_cm
3,2,Morph_Compactness1
3,3,IH_IntensityHistogramSkewness_Intensity
3,4,GLCM_JointMaximum
3,5,GLCM_SumEntropy
3,6,GLCM_NormalisedInverseDifference
3,7,GLCM_Correlation
3,8,GLCM_ClusterShade
3,9,GLRLM_ShortRunLowGreyLevelEmphasis
3,10,GLRLM_LongRunLowGreyLevelEmphasis
3,11,GLRLM_LongRunHighGreyLevelEmphasis
3,12,GLRLM_RunLengthNonUniformity
3,13,GLRLM_RunPercentage
3,14,NGTDM_Contrast
3,15,NGTDM_Busyness
3,16,NGTDM_Complexity
4,1,Morph_SurfaceToVolumeRatio_cm
4,2,Morph_SphericalDisproportion
4,3,Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
4,4,IB_IntensitySkewness
4,5,IH_MinimumHistogramGradientGreyLevel_Intensity
4,6,GLCM_SumEntropy
4,7,GLCM_AngularSecondMoment
4,8,GLCM_NormalisedInverseDifferenceMoment
4,9,GLCM_InverseVariance
4,10,GLCM_Correlation
4,11,GLCM_ClusterShade
4,12,GLRLM_ShortRunLowGreyLevelEmphasis
4,13,GLRLM_LongRunLowGreyLevelEmphasis
4,14,GLRLM_LongRunHighGreyLevelEmphasis
4,15,GLRLM_GreyLevelVariance
4,16,GLRLM_RunEntropy
4,17,NGTDM_Contrast
4,18,NGTDM_Busyness
4,19,NGTDM_Strength
4,20,GLSZM_SmallZoneEmphasis
5,1,Morph_Asphericity
5,2,IH_IntensityHistogramSkewness_Intensity
5,3,GLCM_ClusterProminence
5,4,GLSZM_HighGrayLevelZoneEmphasis
