All5_Tag,All5_Input_File,Merge_Keys,Merge_Key_Mode,Merge_How,Rows_After_Merge,N_Features_Total,Label_Counts,Status,Error,Dataset_A,Dataset_A_Path,Rows_A,N_Features_A,Dataset_B,Dataset_B_Path,Rows_B,N_Features_B,Dataset_C,Dataset_C_Path,Rows_C,N_Features_C,Dataset_D,Dataset_D_Path,Rows_D,N_Features_D,Dataset_E,Dataset_E_Path,Rows_E,N_Features_E,Result_Source,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Pooled_PR_AUC,Mean_Bal_Acc,Pooled_Bal_Acc,Mean_F1,Pooled_F1,Mean_Specificity,Pooled_Specificity,Avg_Features,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Composite_Rank_Score,Run_Name,Run_Dir,Run_Status,Final_Status,Result_Error
ADC_Post1_Post2_Pre_T2,output/all_5_concat_dataset/ADC_Post1_Post2_Pre_T2_M1_pairwise.csv,INFO_NameOfRoi,unique_key,inner,113,725,"{""0"": 50, ""1"": 63}",dataset_created,,ADC,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/ADC_M1.csv,114,145,Post1,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/Post1_M1.csv,116,145,Post2,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/Post2_M1.csv,117,145,Pre,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/Pre_M1.csv,117,145,T2,/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Dataset/Breast-Data/Mask1/T2_M1.csv,117,145,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/_comparison_summary/fs_method_composite_ranking.csv,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,ExtraTrees,0.761031746031746,0.074115426854727,0.7288888888888888,0.7873761317566375,0.7631305431562956,0.7167063492063492,0.6833333333333333,0.7070021786492375,0.7,0.724047619047619,0.7,8.8,37,3,1.1891891891891893,1.2222222222222223,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,completed,success,
