All5_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Dataset_E,Rows_After_Merge,N_Features_Total,Label_Counts,FS_METHOD,FS_N_FEATURES,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Pooled_PR_AUC,Mean_Bal_Acc,Pooled_Bal_Acc,Mean_F1,Pooled_F1,Avg_Features,N_Unique_Selected_Features,Run_Name,Run_Dir,Final_Status,Result_Error
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,113,725,"{""0"": 50, ""1"": 63}",mrmr_then_elasticnet_no_corr,auto,ExtraTrees,0.761031746031746,0.074115426854727,0.7288888888888888,0.7873761317566375,0.7631305431562956,0.7167063492063492,0.6833333333333333,0.7070021786492375,0.7,8.8,37,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,success,
