All5_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Dataset_E,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,KNN,0.6962301587301587,0.0694915939711636,0.6750793650793651,0.7541522944725072,0.1477857626219187,0.7272985161961596,0.6304621848739496,0.0819368430122301,0.6194690265486725,0.6409523809523809,0.0685474495110293,0.6133333333333333,0.676923076923077,0.1340096260783411,0.65625,0.687142857142857,0.1422973157761505,0.6666666666666666,0.6647108621226269,0.0892812787082403,0.6614173228346457,0.5947619047619047,0.1454557307723297,0.56,8.8,8.8,4.48998886412873,4,8.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,37,3,1.1891891891891893
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,KNN,0.686984126984127,0.1337456187191977,0.6665079365079365,0.7487704337678298,0.1746982870484384,0.7535634087400179,0.6155602240896358,0.1191384593276124,0.6017699115044248,0.6157539682539682,0.0963553513900322,0.5892063492063492,0.6658793820558527,0.1657282062572326,0.6285714285714286,0.7336507936507937,0.1839994084580849,0.6984126984126984,0.6656233421750664,0.1267224660412971,0.6616541353383458,0.4978571428571429,0.2416430905694484,0.48,12.8,12.8,4.308131845707603,8,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,40,5,1.6
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,NaiveBayes,0.6832936507936507,0.0735546033054527,0.6209523809523809,0.7424027869767666,0.0643679016400866,0.6817927675542572,0.6397478991596639,0.063698067174903,0.6371681415929203,0.6241269841269841,0.0855279426535724,0.6168253968253968,0.6616494133885438,0.0867421569296963,0.6410256410256411,0.8006349206349206,0.127414350564035,0.7936507936507936,0.7096209150326798,0.0132195497018189,0.7092198581560284,0.4476190476190476,0.2259522555070152,0.44,8.8,8.8,4.48998886412873,4,8.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,37,3,1.1891891891891893
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,GradientBoosting,0.6815079365079365,0.1244518340857483,0.6565079365079365,0.7228692049762557,0.1342494622670379,0.6670043718709656,0.6799859943977591,0.095339585896779,0.6814159292035398,0.6575793650793651,0.1099702197485504,0.670952380952381,0.6776190476190477,0.1712406377267682,0.6956521739130435,0.7625396825396826,0.2016975076833973,0.7619047619047619,0.7071698872785829,0.1554884035132651,0.7272727272727273,0.5526190476190476,0.2008011166188429,0.58,12.8,12.8,4.308131845707603,8,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,40,5,1.6
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,RandomForest,0.6804365079365079,0.0489563541919966,0.6619047619047619,0.727170492224666,0.0935319863681948,0.6658196927062314,0.6555602240896359,0.0633705075761032,0.6460176991150443,0.6644047619047619,0.0709252105215651,0.6453968253968254,0.7505952380952381,0.1624265052708838,0.6949152542372882,0.687142857142857,0.1921332681858198,0.6507936507936508,0.6735190097259063,0.093381426134868,0.6721311475409836,0.6416666666666667,0.2522124325070259,0.64,8.8,8.8,4.48998886412873,4,8.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,37,3,1.1891891891891893
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,XGBoost,0.6763095238095238,0.1186101485832421,0.666984126984127,0.7216483866979648,0.1475946893574765,0.6886389732146903,0.6517507002801121,0.0908545911038657,0.6371681415929203,0.6483333333333332,0.0665136187291176,0.6374603174603175,0.6944877344877345,0.1116796757178936,0.6896551724137931,0.6580952380952381,0.1611610681793199,0.6349206349206349,0.6621391380012069,0.1198217861902096,0.6611570247933884,0.6385714285714286,0.1240144823669183,0.64,8.8,8.8,4.48998886412873,4,8.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,37,3,1.1891891891891893
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,GradientBoosting,0.6752777777777778,0.0718948186824945,0.6530158730158729,0.7141821912968898,0.127380867627882,0.6494533280973263,0.6459383753501401,0.068943421700735,0.6371681415929203,0.6461507936507938,0.056686837813153,0.6250793650793651,0.6683974358974358,0.1235999171256921,0.6571428571428571,0.744920634920635,0.0688596236572579,0.7301587301587301,0.6953130689972795,0.0720640359086695,0.6917293233082706,0.5473809523809524,0.1041388398206148,0.52,8.8,8.8,4.48998886412873,4,8.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,37,3,1.1891891891891893
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,XGBoost,0.6732142857142858,0.1643997380548763,0.6361904761904762,0.7597074792532964,0.1671854577185253,0.6995727569102339,0.6061764705882353,0.1235860436634698,0.5929203539823009,0.596547619047619,0.120662956224299,0.5936507936507937,0.6204761904761904,0.1893873641406551,0.6491228070175439,0.5971428571428572,0.2549769650546708,0.5873015873015873,0.5971038707880812,0.2124606435818777,0.6166666666666667,0.5959523809523809,0.0657832626260157,0.6,12.8,12.8,4.308131845707603,8,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,40,5,1.6
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,LightGBM,0.6721825396825397,0.0543042760431758,0.6749206349206348,0.7346270575974367,0.0927018359072971,0.7021286418240549,0.6578011204481793,0.0856905461349054,0.6460176991150443,0.6532142857142856,0.1063498282379353,0.6433333333333333,0.7371288515406162,0.1778062057495039,0.6885245901639344,0.6980952380952381,0.1665090713717435,0.6666666666666666,0.6826215151072835,0.0996131545740624,0.6774193548387096,0.6083333333333333,0.2976761849915292,0.62,8.8,8.8,4.48998886412873,4,8.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,37,3,1.1891891891891893
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,LogisticRegression,0.6610317460317461,0.1480384041747519,0.6634920634920635,0.7395580065775407,0.1472453363890301,0.7148529189629464,0.6006582633053221,0.14434842269964,0.584070796460177,0.5853174603174602,0.1446065721901481,0.5795238095238096,0.6254978354978356,0.192328284061157,0.6290322580645161,0.6282539682539682,0.2089974147571148,0.6190476190476191,0.6203649707823937,0.1901126077119618,0.624,0.5423809523809524,0.1589962848437167,0.54,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,KNN,0.6601388888888888,0.142936105822478,0.6476190476190475,0.7191469594840723,0.1708240298868508,0.6855519028424796,0.6036974789915966,0.1239769265121594,0.5929203539823009,0.6156746031746032,0.1039541672269555,0.5874603174603175,0.6672619047619047,0.1874045486443904,0.6349206349206349,0.6525396825396825,0.1573738882100528,0.6349206349206349,0.6333333333333333,0.1340198884076651,0.6349206349206349,0.5788095238095238,0.2122314229108128,0.54,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,RandomForest,0.650515873015873,0.1261086886798218,0.6228571428571429,0.7239718299173544,0.1323203187767276,0.6723310678100567,0.6467507002801121,0.1364626825452722,0.6283185840707964,0.6483730158730159,0.0866916281862398,0.613015873015873,0.6682159833630422,0.1402910056788988,0.6438356164383562,0.7855555555555556,0.2137149364786515,0.746031746031746,0.6929202935654548,0.1394639390201453,0.6911764705882353,0.5111904761904762,0.1967617664683974,0.48,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,ExtraTrees,0.6438095238095238,0.1632070253750469,0.5841269841269842,0.7384163234166696,0.1625366051330624,0.6507876322872246,0.5912745098039215,0.1373439487056463,0.5752212389380531,0.5805952380952382,0.1296982028970296,0.5715873015873016,0.6434075728193376,0.178725095608892,0.6229508196721312,0.6347619047619047,0.2489435476100945,0.6031746031746031,0.6061987988635955,0.187549870889251,0.6129032258064516,0.5264285714285715,0.2492373855913619,0.54,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,SVM_Linear,0.6428968253968255,0.1635018104661204,0.6003174603174604,0.7276680196021117,0.1728743749354272,0.6720315905195635,0.5915126050420169,0.1010985489605804,0.584070796460177,0.5820238095238095,0.1125938202333916,0.5609523809523809,0.6259307359307359,0.1298233970751821,0.6,0.7895238095238095,0.1108959367747388,0.7619047619047619,0.6804310344827587,0.0692438349612634,0.6713286713286714,0.3745238095238095,0.2369635007343369,0.36,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,XGBoost,0.633095238095238,0.1766983955877228,0.5857142857142857,0.7225213690238045,0.1667226905935744,0.6558704065068826,0.6080392156862745,0.1849492589163374,0.584070796460177,0.6090079365079364,0.1676009151748513,0.5774603174603175,0.6328571428571428,0.1963753174564523,0.625,0.6625396825396825,0.2431373007984512,0.6349206349206349,0.6326007326007326,0.2040973574695689,0.6299212598425197,0.5554761904761905,0.1509523809523809,0.52,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,LightGBM,0.6312103174603175,0.1412838799427254,0.5722222222222222,0.6733122601985444,0.1586163646601629,0.6704188069954966,0.5591736694677871,0.1615113759643722,0.5398230088495575,0.5576190476190476,0.1278567241083661,0.5336507936507937,0.5825108225108225,0.1566785264216738,0.5873015873015873,0.6214285714285714,0.2326574814041301,0.5873015873015873,0.5855172413793104,0.1973378965757233,0.5873015873015873,0.4938095238095238,0.111956421713146,0.48,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,GradientBoosting,0.6237698412698413,0.1518683715181462,0.5542857142857143,0.6711242036328666,0.1688336815597098,0.5664978487464576,0.5598879551820728,0.1116513170666585,0.5486725663716814,0.5627777777777778,0.101569442874693,0.5374603174603174,0.6049499520087755,0.1674865776722456,0.5882352941176471,0.6484126984126984,0.1228390946917197,0.6349206349206349,0.6141131171387011,0.125256396635234,0.6106870229007634,0.4771428571428571,0.1475545173856328,0.44,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,LightGBM,0.6098412698412699,0.1687015609864481,0.6041269841269841,0.7081645944571336,0.1614261782215095,0.7005619837711425,0.5871288515406162,0.1363342788830202,0.5752212389380531,0.5842063492063492,0.1369249812536325,0.5736507936507937,0.6254761904761905,0.2329437953485415,0.6271186440677966,0.6026984126984127,0.2626701658433775,0.5873015873015873,0.5905494505494505,0.2137698810001931,0.6065573770491803,0.5657142857142857,0.169416766632841,0.56,12.8,12.8,4.308131845707603,8,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,40,5,1.6
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,NaiveBayes,0.5772222222222222,0.0605725599707984,0.5946031746031746,0.6891525926971835,0.1468505122264938,0.6926507739552881,0.5399299719887957,0.099850125823125,0.5486725663716814,0.509484126984127,0.1064151063295396,0.523015873015873,0.5773122529644269,0.0972825479718051,0.573170731707317,0.7363492063492063,0.1319547018330641,0.746031746031746,0.6344746224448752,0.0755556429977222,0.6482758620689655,0.2826190476190476,0.2369826385519764,0.3,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
ADC_Post1_Post2_Pre_T2,ADC,Post1,Post2,Pre,T2,SVM_RBF,0.5157738095238095,0.1876449846775244,0.5366666666666666,0.6114788921265327,0.1697370612863226,0.582471373094553,0.5380252100840336,0.1208602325808794,0.5309734513274337,0.5315873015873016,0.0902634647645579,0.5092063492063492,0.5819251336898394,0.161607923315945,0.5641025641025641,0.7303174603174603,0.1938591125151589,0.6984126984126984,0.6232124963159446,0.1297306297104444,0.624113475177305,0.3328571428571428,0.2426721984866979,0.32,14.0,14.0,4.381780460041329,6,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch/ADC_Post1_Post2_Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,51,4,1.3725490196078431
