Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,XGBoost,0.7863492063492062,0.6593650793650793,0.12698412698412698,3.911458938977087,9.174025501973635e-05,✓,✓,0.004128311475888136,✓
LogisticRegression,ExtraTrees,0.7863492063492062,0.6831746031746032,0.10317460317460303,3.9112069381183514,9.183604267155756e-05,✓,✓,0.004132621920220091,✓
SVM_RBF,XGBoost,0.7749206349206349,0.6593650793650793,0.11555555555555563,3.774432697690501,0.0001603721956273291,✓,✓,0.007216748803229809,✓
SVM_RBF,ExtraTrees,0.7749206349206349,0.6831746031746032,0.09174603174603169,3.4606803210450177,0.0005388122400268963,✓,✓,0.024246550801210333,✓
LogisticRegression,GradientBoosting,0.7863492063492062,0.6949206349206348,0.09142857142857141,3.361221676721791,0.0007759851903274808,✓,✓,0.034919333564736636,✓
SVM_Linear,XGBoost,0.7723809523809523,0.6593650793650793,0.11301587301587301,3.29121357157765,0.000997561465713049,✓,✓,0.0448902659570872,✓
SVM_Linear,ExtraTrees,0.7723809523809523,0.6831746031746032,0.08920634920634907,3.258222159195754,0.0011211260040020674,✓,✓,0.050450670180093034,✗
SVM_RBF,GradientBoosting,0.7749206349206349,0.6949206349206348,0.08000000000000007,3.0272942449041516,0.0024675363596191615,✓,✓,0.11103913618286226,✗
LogisticRegression,KNN,0.7863492063492062,0.7107936507936509,0.07555555555555538,2.863046806427701,0.004195885748870409,✓,✓,0.18881485869916842,✗
LogisticRegression,NaiveBayes,0.7863492063492062,0.6714285714285714,0.11492063492063487,2.8518199120228593,0.0043469720250844494,✓,✓,0.19561374112880023,✗
LogisticRegression,LightGBM,0.7863492063492062,0.6895238095238095,0.0968253968253967,2.7917203954683574,0.005242863896638642,✓,✓,0.2359288753487389,✗
SVM_RBF,NaiveBayes,0.7749206349206349,0.6714285714285714,0.10349206349206352,2.7654111191318815,0.005685109543304655,✓,✓,0.25582992944870947,✗
SVM_Linear,GradientBoosting,0.7723809523809523,0.6949206349206348,0.07746031746031745,2.6674147991448884,0.007643726719886767,✓,✓,0.34396770239490454,✗
SVM_Linear,NaiveBayes,0.7723809523809523,0.6714285714285714,0.1009523809523809,2.628183020339368,0.008584231669712209,✓,✓,0.3862904251370494,✗
LogisticRegression,RandomForest,0.7863492063492062,0.7184126984126985,0.06793650793650774,2.6013466930529994,0.009285855851127631,✓,✓,0.4178635133007434,✗
SVM_RBF,KNN,0.7749206349206349,0.7107936507936509,0.06412698412698403,2.593683796679805,0.009495377127628782,✓,✓,0.42729197074329517,✗
SVM_RBF,LightGBM,0.7749206349206349,0.6895238095238095,0.08539682539682536,2.4156736137669754,0.015706132915835253,✓,✗,0.7067759812125863,✗
SVM_Linear,KNN,0.7723809523809523,0.7107936507936509,0.06158730158730141,2.339733186971265,0.01929752058942967,✓,✗,0.8683884265243351,✗
SVM_Linear,LightGBM,0.7723809523809523,0.6895238095238095,0.08285714285714274,2.299118900200589,0.021498188545655522,✓,✗,0.9674184845544985,✗
SVM_RBF,RandomForest,0.7749206349206349,0.7184126984126985,0.056507936507936396,2.2832341439560615,0.022416579886974992,✓,✗,1.0,✗
RandomForest,XGBoost,0.7184126984126985,0.6593650793650793,0.05904761904761924,2.137816498163218,0.03253163945457092,✓,✗,1.0,✗
SVM_Linear,RandomForest,0.7723809523809523,0.7184126984126985,0.053968253968253777,2.0371935297359145,0.041630651991582994,✓,✗,1.0,✗
KNN,XGBoost,0.7107936507936509,0.6593650793650793,0.0514285714285716,1.4595458504837175,0.14441493062624372,✗,✗,1.0,✗
GradientBoosting,XGBoost,0.6949206349206348,0.6593650793650793,0.03555555555555556,1.345284228450201,0.17853346476447107,✗,✗,1.0,✗
RandomForest,ExtraTrees,0.7184126984126985,0.6831746031746032,0.03523809523809529,1.2383475913450526,0.2155872043797421,✗,✗,1.0,✗
LogisticRegression,SVM_Linear,0.7863492063492062,0.7723809523809523,0.013968253968253963,1.2034309885023295,0.22880958212082403,✗,✗,1.0,✗
SVM_RBF,LogisticRegression,0.7749206349206349,0.7863492063492062,-0.011428571428571344,-1.0672898442075365,0.28584097266718955,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.7184126984126985,0.6949206349206348,0.023492063492063675,1.0424408628090938,0.2972073296706015,✗,✗,1.0,✗
RandomForest,LightGBM,0.7184126984126985,0.6895238095238095,0.028888888888888964,0.9762283744954733,0.32895130509718007,✗,✗,1.0,✗
NaiveBayes,RandomForest,0.6714285714285714,0.7184126984126985,-0.04698412698412713,-0.9530118642757005,0.3405840594668891,✗,✗,1.0,✗
LightGBM,XGBoost,0.6895238095238095,0.6593650793650793,0.030158730158730274,0.9353556029955962,0.3496050689464062,✗,✗,1.0,✗
KNN,ExtraTrees,0.7107936507936509,0.6831746031746032,0.027619047619047654,0.9221630101123597,0.35644355420036,✗,✗,1.0,✗
KNN,NaiveBayes,0.7107936507936509,0.6714285714285714,0.03936507936507949,0.850895121976735,0.3948276148257569,✗,✗,1.0,✗
ExtraTrees,XGBoost,0.6831746031746032,0.6593650793650793,0.023809523809523947,0.6741743988855968,0.5002004438305212,✗,✗,1.0,✗
KNN,LightGBM,0.7107936507936509,0.6895238095238095,0.021269841269841328,0.5902892489839722,0.5549967459008671,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.6714285714285714,0.6949206349206348,-0.023492063492063453,-0.4741337121639748,0.6354045596963775,✗,✗,1.0,✗
KNN,GradientBoosting,0.7107936507936509,0.6949206349206348,0.01587301587301604,0.4662379048899168,0.6410452202071482,✗,✗,1.0,✗
ExtraTrees,GradientBoosting,0.6831746031746032,0.6949206349206348,-0.011746031746031615,-0.38250499125886017,0.702086827381032,✗,✗,1.0,✗
NaiveBayes,LightGBM,0.6714285714285714,0.6895238095238095,-0.018095238095238164,-0.3434092129624179,0.7312906295492104,✗,✗,1.0,✗
KNN,RandomForest,0.7107936507936509,0.7184126984126985,-0.007619047619047636,-0.28009688359459617,0.77940317558372,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.6714285714285714,0.6831746031746032,-0.011746031746031838,-0.24570687499547675,0.8059091498489152,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.6714285714285714,0.6593650793650793,0.01206349206349211,0.23534835214673952,0.8139383692529416,✗,✗,1.0,✗
SVM_RBF,SVM_Linear,0.7749206349206349,0.7723809523809523,0.0025396825396826195,0.18922315506080553,0.8499179203686451,✗,✗,1.0,✗
LightGBM,GradientBoosting,0.6895238095238095,0.6949206349206348,-0.005396825396825289,-0.16837541075223808,0.866287951299656,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.6831746031746032,0.6895238095238095,-0.006349206349206327,-0.16809050347002236,0.8665120801882571,✗,✗,1.0,✗
