Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K
LogisticRegression,0.8131681821633976,0.05199141008138339,0.774375,0.8749145424800837,0.05959722676808657,0.8418910846354917,0.6881437403176534,0.08709740631745799,0.6842105263157895,0.7191360978203083,0.07930161680492995,0.688125,0.7610389610389611,0.14843877467251482,0.75,0.6943328017012228,0.1734683092051401,0.65625,0.7013186813186814,0.08927081870676318,0.7,0.7439393939393939,0.14353211918533382,0.72,14.0,14.0,0.0,14,14.0,14
SVM_RBF,0.7910042898798881,0.07588121939126512,0.7181249999999999,0.8610302738966175,0.08426274476089862,0.8199415789576707,0.6150834672573804,0.04929369115298806,0.6140350877192983,0.6556911217437534,0.052056471434224864,0.608125,0.6953030303030303,0.18828670282569976,0.65625,0.703806485911749,0.18283173044315396,0.65625,0.6551282051282051,0.059850084489260685,0.65625,0.6075757575757575,0.23263374067463963,0.56,14.0,14.0,0.0,14,14.0,14
SVM_Linear,0.7887562110050148,0.09047822046637789,0.705625,0.8526587528958979,0.09449463483733749,0.7937999923299511,0.6596099552621292,0.04786935330038749,0.6578947368421053,0.6959542796384902,0.04455105206607026,0.6471875,0.7178481649069884,0.17340492307158667,0.6811594202898551,0.7858479532163742,0.1903468437693061,0.734375,0.70723159343849,0.044620471489904445,0.706766917293233,0.6060606060606062,0.24882644664698364,0.56,14.0,14.0,0.0,14,14.0,14
ExtraTrees,0.7456198001891782,0.13737499000012854,0.6303124999999999,0.82546974075498,0.12133577082284298,0.6994740362228038,0.618176026871679,0.1624161218344123,0.6140350877192983,0.6560340244550771,0.16170311450608438,0.6234375,0.7169696969696969,0.23393939393939395,0.7,0.5817650186071238,0.23557197477004707,0.546875,0.6117096237096236,0.18358532813053305,0.6140350877192983,0.7303030303030302,0.19144945171502442,0.7,14.0,14.0,0.0,14,14.0,14
KNN,0.7446683570726633,0.11323457813048063,0.70984375,0.8266591837690236,0.11632247559736025,0.8094680544269706,0.6385932907672038,0.05007510740044759,0.6403508771929824,0.6615563530037214,0.08087013464925748,0.638125,0.6912087912087912,0.1778183613729124,0.6885245901639344,0.6723551302498672,0.13294094222951933,0.65625,0.6619875776397516,0.08392912030765974,0.672,0.6507575757575758,0.17944153750200528,0.62,14.0,14.0,0.0,14,14.0,14
LightGBM,0.728315451162341,0.1407466367813372,0.6760937499999999,0.7866557623286073,0.14544664134184376,0.7072701524330496,0.6165645948254644,0.13482585859212487,0.6140350877192983,0.6324694311536417,0.16001193142453743,0.6125,0.6761904761904762,0.19415495132681151,0.6666666666666666,0.6543328017012228,0.2098520393862969,0.625,0.6409523809523809,0.14118385112538226,0.6451612903225806,0.6106060606060606,0.24400996532360478,0.6,14.0,14.0,0.0,14,14.0,14
XGBoost,0.717820434925698,0.10724173149773551,0.654375,0.7673739977200862,0.14359342842500233,0.6915109459752253,0.6163068815242728,0.06932647471867072,0.6140350877192983,0.6481153641679958,0.07745300051239988,0.608125,0.6860805860805861,0.17130799428768193,0.65625,0.703806485911749,0.18283173044315396,0.65625,0.6567332023853762,0.06908616724118266,0.65625,0.5924242424242424,0.2079900753442087,0.56,14.0,14.0,0.0,14,14.0,14
RandomForest,0.7130583345415881,0.16262019217824317,0.60875,0.7860856072819689,0.14971636454545953,0.6491062183533639,0.6193994411385716,0.1649120176975646,0.6140350877192983,0.6418673577884104,0.17131401255246065,0.6234375,0.7184704184704185,0.22909682790169886,0.7,0.5769165337586389,0.21937170010125756,0.546875,0.6149881334636327,0.18103449761012616,0.6140350877192983,0.7068181818181818,0.23732322694921115,0.7,14.0,14.0,0.0,14,14.0,14
GradientBoosting,0.707912929707188,0.12856581967105754,0.6237499999999999,0.7899136109563812,0.12528490044989035,0.7058171461190585,0.5812043029434334,0.09389278511536331,0.5789473684210527,0.6068274853801169,0.1166021381293087,0.5659375,0.6619047619047619,0.18282241733764254,0.6142857142857143,0.7219883040935672,0.20546202525535154,0.671875,0.6450374019339538,0.06523261117034959,0.6417910447761194,0.4916666666666666,0.33166247903554,0.46,14.0,14.0,0.0,14,14.0,14
NaiveBayes,0.7016344810603183,0.11439498664702703,0.6409374999999999,0.7794616128244493,0.1393814091645447,0.7173001456018826,0.5650002171741303,0.10235283170923759,0.5701754385964912,0.529170843776107,0.057321758294716724,0.5253125,0.5699248120300752,0.12502573525444308,0.5757575757575758,0.8928654970760233,0.06975939047238018,0.890625,0.6872337164750958,0.09157656373140914,0.6993865030674846,0.1654761904761905,0.1252208932600448,0.16,14.0,14.0,0.0,14,14.0,14
