Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_RBF,0.7442908653846153,0.7438009101652591,0.6504836912994516,0.8277237953303526,0.7815983708857402,0.785527150618828,0.6679289509631139,0.8798826357574205,0.6810344827586207,0.6802884615384616,0.6875,0.6730769230769231,0.7213114754098361,0.6363636363636364,0.704,0.35863717872086076,0.2070082627018161,35,17,20,44,5.6,2.6076809620810595
SVM_Linear,0.7373798076923077,0.7366686254016891,0.6441932447870294,0.8205672852425094,0.7863657245492927,0.7890310424540189,0.6837043405844981,0.8805362864425832,0.6551724137931034,0.6568509615384616,0.640625,0.6730769230769231,0.7068965517241379,0.603448275862069,0.6721311475409836,0.31034482758620685,0.2068182458389549,35,17,23,41,5.6,2.6076809620810595
LogisticRegression,0.73046875,0.7297583270001098,0.6385064052795031,0.8160164372331358,0.7813376254253497,0.7843000742391927,0.6757298450346998,0.8745475831865812,0.6551724137931034,0.6514423076923077,0.6875,0.6153846153846154,0.6875,0.6153846153846154,0.6875,0.3028846153846154,0.2106493855447079,32,20,20,44,5.6,2.6076809620810595
ExtraTrees,0.7244591346153846,0.7234005950455503,0.6306500821482439,0.811165512404664,0.7819703291200711,0.7839776085789572,0.6764436431089936,0.8731473405031327,0.646551724137931,0.6508413461538461,0.609375,0.6923076923076923,0.7090909090909091,0.5901639344262295,0.6554621848739496,0.29686575990538144,0.22651050515692958,36,16,25,39,5.6,2.6076809620810595
NaiveBayes,0.6944110576923077,0.6930348346725489,0.5915293730313892,0.7885167441061867,0.7266501523596146,0.7319183035652365,0.6111588012370139,0.8379967934853123,0.646551724137931,0.6544471153846154,0.578125,0.7307692307692307,0.7254901960784313,0.5846153846153846,0.6434782608695652,0.3018203170874926,0.2584994178260642,38,14,27,37,5.6,2.6076809620810595
RandomForest,0.689453125,0.6885737659654833,0.5927568172674957,0.7771830072185779,0.7614528706989903,0.7641963852765545,0.6546590249784655,0.8531724785292251,0.6551724137931034,0.6568509615384616,0.640625,0.6730769230769231,0.7068965517241379,0.603448275862069,0.6721311475409836,0.31034482758620685,0.22283497923852272,35,17,23,41,5.6,2.6076809620810595
KNN,0.6894531249999999,0.6883493037947965,0.5941740480869592,0.7807651515151515,0.7510674767219122,0.7552018316684987,0.6434250756973173,0.8498210076729635,0.646551724137931,0.6490384615384616,0.625,0.6730769230769231,0.7017543859649122,0.5932203389830508,0.6611570247933884,0.2943620178041543,0.2242478050394015,35,17,24,40,5.6,2.6076809620810595
LightGBM,0.6878004807692308,0.6861565502486766,0.5844394716567999,0.7775243743499545,0.7690023286416217,0.7710000386529962,0.6730153266578576,0.855681315322047,0.6724137931034483,0.6724759615384616,0.671875,0.6730769230769231,0.7166666666666667,0.625,0.6935483870967742,0.34248210023866354,0.23264842976430042,35,17,21,43,5.6,2.6076809620810595
GradientBoosting,0.6618088942307692,0.6604626102209349,0.5607541478129714,0.7534703670292121,0.7055754086680992,0.7106627666577506,0.5859594483721108,0.8165438734294054,0.6120689655172413,0.6123798076923077,0.609375,0.6153846153846154,0.6610169491525424,0.5614035087719298,0.6341463414634146,0.2227516378796902,0.2271661586340383,32,20,25,39,5.6,2.6076809620810595
XGBoost,0.6256009615384616,0.6252976877332278,0.5248256967534399,0.723007534454036,0.6868640140397866,0.6926351214903127,0.5685341247568088,0.8033369687236694,0.5948275862068966,0.5913461538461539,0.625,0.5576923076923077,0.6349206349206349,0.5471698113207547,0.6299212598425197,0.18236352729454108,0.3013361887301274,29,23,24,40,5.6,2.6076809620810595
