model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
LightGBM,0.731111111111111,0.09863026386133993,0.7428571428571429,0.7824336762152567,0.1172014333348001,0.7909706867668371,0.7086414565826331,0.137862184810206,0.7168141592920354,0.7138095238095238,0.12532507491165723,0.715079365079365,0.7176414565826331,0.14739211573946553,0.7419354838709677,0.745,0.18055470085267789,0.7540983606557377,0.7299999999999999,0.20696513692222313,0.7301587301587301,113,5
SVM_RBF,0.7183333333333334,0.08070316447239168,0.6996825396825397,0.7584668538089591,0.13490064394362292,0.7553952483608628,0.6896498599439775,0.09976828995603125,0.6902654867256637,0.7037301587301588,0.09135386056848356,0.6850793650793651,0.7232722832722833,0.09817228259187466,0.7244094488188977,0.733939393939394,0.14564886010523423,0.71875,0.7584126984126984,0.16074404976199783,0.7301587301587301,113,5
RandomForest,0.7120238095238095,0.060553215124631965,0.7149206349206348,0.7716020231563501,0.08128989351908361,0.7708634003307877,0.6343557422969188,0.13922547576174257,0.6371681415929203,0.6423015873015874,0.14305180740527132,0.6395238095238096,0.628615001556178,0.17762589574472357,0.6554621848739496,0.677948717948718,0.20901824299331034,0.6964285714285714,0.6069841269841271,0.1972412401804358,0.6190476190476191,113,5
LogisticRegression,0.707936507936508,0.05794411778681437,0.7022222222222222,0.77168916593478,0.10176271386427556,0.7512481961081869,0.6628851540616247,0.07413529222898127,0.6637168141592921,0.6747619047619048,0.06474439539214093,0.6571428571428571,0.6980699612278559,0.08440055107335763,0.703125,0.7067307692307693,0.14919160866038866,0.6923076923076923,0.7338095238095238,0.14119991135261523,0.7142857142857143,113,5
SVM_Linear,0.7051587301587302,0.04782100033000522,0.6863492063492063,0.7790563675027488,0.09823349117238091,0.7593703914144634,0.6746498599439776,0.06552257228673228,0.672566371681416,0.6903174603174603,0.05346497359356445,0.665079365079365,0.7091168091168092,0.08612361730189631,0.7131782945736435,0.7298368298368298,0.1743963661089147,0.696969696969697,0.7615873015873016,0.17874002622962884,0.7301587301587301,113,5
KNN,0.6880753968253968,0.12164051945711561,0.6577777777777778,0.7275500047481472,0.16241716519071103,0.7139521969549227,0.609313725490196,0.08950072973354671,0.6017699115044248,0.603531746031746,0.06302211995744401,0.6077777777777778,0.5861054766734279,0.17570899519428923,0.6086956521739131,0.6623809523809523,0.14771425501212418,0.6730769230769231,0.5758730158730159,0.24211089829834165,0.5555555555555556,113,5
NaiveBayes,0.6762301587301588,0.09677272181549268,0.6250793650793651,0.7335229949597855,0.10675728708724293,0.6904415176946096,0.5490196078431373,0.11420621857587031,0.5575221238938053,0.5516269841269842,0.1359505740296346,0.5515873015873016,0.5882936507936508,0.13350388279782818,0.6031746031746031,0.6226984126984128,0.12824925341011525,0.6031746031746031,0.6363492063492063,0.2504128111014267,0.6031746031746031,113,5
GradientBoosting,0.6715079365079365,0.06574099890296688,0.6728571428571429,0.7201323628231147,0.1359344305537125,0.7128119420146173,0.624453781512605,0.07611620772657167,0.6283185840707964,0.6156349206349205,0.07718742588687336,0.6295238095238096,0.629797827903091,0.12875725760584983,0.65,0.6622710622710622,0.14438792466568917,0.6842105263157895,0.6093650793650793,0.14177580163395076,0.6190476190476191,113,5
ExtraTrees,0.6603571428571429,0.0593354692304118,0.6387301587301587,0.7364185509764226,0.11694394921001536,0.7101004157727175,0.6019327731092438,0.03364009214575268,0.6017699115044248,0.6174999999999999,0.03762616301337537,0.5974603174603175,0.6413919413919414,0.053790058244045785,0.64,0.675,0.13017082793177756,0.6451612903225806,0.6752380952380952,0.16979408927828518,0.6349206349206349,113,5
XGBoost,0.6229761904761905,0.12046617793055141,0.6406349206349207,0.7013946683494022,0.15944187399761703,0.7054589204965329,0.603641456582633,0.12077812115471495,0.6106194690265486,0.5978571428571428,0.12782597927485717,0.6177777777777778,0.5799356403178331,0.17954563099985482,0.6140350877192983,0.6599999999999999,0.23132468763863295,0.6862745098039216,0.5314285714285714,0.18373082724688963,0.5555555555555556,113,5
