Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
Morph_Volume_cm3,5,1.0,True
Morph_ApproximateVolume_cm3,5,1.0,True
Morph_voxelsCounting_vx,5,1.0,True
Morph_SurfaceArea_cm2,5,1.0,True
Morph_SurfaceToVolumeRatio_cm,5,1.0,True
Morph_Compacity,5,1.0,True
Morph_Compactness1,5,1.0,True
Morph_Compactness2,5,1.0,True
Morph_SphericalDisproportion,5,1.0,True
Morph_Sphericity,5,1.0,True
Morph_Asphericity,5,1.0,True
Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,5,1.0,True
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,5,1.0,True
Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,5,1.0,True
Morph_CentreOfMassShift_mm,5,1.0,True
Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,5,1.0,True
Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,5,1.0,True
Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,5,1.0,True
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,5,1.0,True
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,5,1.0,True
Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,5,1.0,True
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,5,1.0,True
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,5,1.0,True
Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,5,1.0,True
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,5,1.0,True
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,5,1.0,True
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,5,1.0,True
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,5,1.0,True
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,5,1.0,True
Morph_Maximum3DDiameter_mm,5,1.0,True
Morph_SphereDiameter_mm,5,1.0,True
Morph_IntegratedIntensity_Intensity,5,1.0,True
IB_MeanIntensity,5,1.0,True
IB_IntensityVariance,5,1.0,True
IB_IntensitySkewness,5,1.0,True
IB_IntensityKurtosis,5,1.0,True
IB_MedianIntensity,5,1.0,True
IB_MinimumIntensity,5,1.0,True
IB_10thIntensityPercentile,5,1.0,True
IB_25thIntensityPercentile,5,1.0,True
IB_50thIntensityPercentile,5,1.0,True
IB_75thIntensityPercentile,5,1.0,True
IB_90thIntensityPercentile,5,1.0,True
IB_StandardDeviation,5,1.0,True
IB_MaximumIntensity,5,1.0,True
IB_IntensityInterquartileRange,5,1.0,True
IB_IntensityRange,5,1.0,True
IB_IntensityBasedMeanAbsoluteDeviation,5,1.0,True
IB_IntensityBasedRobustMeanAbsoluteDeviation,5,1.0,True
IB_IntensityBasedMedianAbsoluteDeviation,5,1.0,True
IB_IntensityBasedCoefficientOfVariation,5,1.0,True
IB_IntensityBasedQuartileCoefficientOfDispersion,5,1.0,True
IB_AreaUnderCurveCIVH,5,1.0,True
IB_IntensityBasedEnergy,5,1.0,True
IB_RootMeanSquareIntensity,5,1.0,True
IB_TotalLesionGlycolysis,5,1.0,True
IH_IntensityHistogramMean_Intensity,5,1.0,True
IH_IntensityHistogramVariance_Intensity,5,1.0,True
IH_IntensityHistogramSkewness_Intensity,5,1.0,True
IH_IntensityHistogramKurtosis_Intensity,5,1.0,True
IH_IntensityHistogramMedian_Intensity,5,1.0,True
IH_IntensityHistogramMinimumGreyLevel_Intensity,5,1.0,True
IH_IntensityHistogram10thPercentile,5,1.0,True
IH_IntensityHistogram25thPercentile,5,1.0,True
IH_IntensityHistogram50thPercentile,5,1.0,True
IH_IntensityHistogram75thPercentile,5,1.0,True
IH_IntensityHistogram90thPercentile,5,1.0,True
IH_IntensityHistogramStd_Intensity,5,1.0,True
IH_IntensityHistogramMaximumGreyLevel_Intensity,5,1.0,True
IH_IntensityHistogramMode_Intensity,5,1.0,True
IH_IntensityHistogramInterquartileRange_Intensity,5,1.0,True
IH_IntensityHistogramRange_Intensity,5,1.0,True
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,5,1.0,True
IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,5,1.0,True
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,5,1.0,True
IH_IntensityHistogramCoefficientOfVariation_Intensity,5,1.0,True
IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,5,1.0,True
IH_IntensityHistogramEntropyLog10_Intensity,5,1.0,True
IH_IntensityHistogramEntropyLog2_Intensity,5,1.0,True
IH_AreaUnderCurveCIVH_Intensity,5,1.0,True
IH_Uniformity_Intensity,5,1.0,True
IH_RootMeanSquare_Intensity,5,1.0,True
IH_MaximumHistogramGradient_Intensity,5,1.0,True
IH_MaximumHistogramGradientGreyLevel_Intensity,5,1.0,True
IH_MinimumHistogramGradient_Intensity,5,1.0,True
IH_MinimumHistogramGradientGreyLevel_Intensity,5,1.0,True
GLCM_JointMaximum,5,1.0,True
GLCM_JointAverage,5,1.0,True
GLCM_JointVariance,5,1.0,True
GLCM_JointEntropyLog2,5,1.0,True
GLCM_JointEntropyLog10,5,1.0,True
GLCM_DifferenceAverage,5,1.0,True
GLCM_DifferenceVariance,5,1.0,True
GLCM_DifferenceEntropy,5,1.0,True
GLCM_SumAverage,5,1.0,True
GLCM_SumVariance,5,1.0,True
GLCM_SumEntropy,5,1.0,True
GLCM_AngularSecondMoment,5,1.0,True
GLCM_Contrast,5,1.0,True
GLCM_Dissimilarity,5,1.0,True
GLCM_InverseDifference,5,1.0,True
GLCM_NormalisedInverseDifference,5,1.0,True
GLCM_InverseDifferenceMoment,5,1.0,True
GLCM_NormalisedInverseDifferenceMoment,5,1.0,True
GLCM_InverseVariance,5,1.0,True
GLCM_Correlation,5,1.0,True
GLCM_Autocorrelation,5,1.0,True
GLCM_ClusterTendency,5,1.0,True
GLCM_ClusterShade,5,1.0,True
GLCM_ClusterProminence,5,1.0,True
GLRLM_ShortRunsEmphasis,5,1.0,True
GLRLM_LongRunsEmphasis,5,1.0,True
GLRLM_LowGreyLevelRunEmphasis,5,1.0,True
GLRLM_HighGreyLevelRunEmphasis,5,1.0,True
GLRLM_ShortRunLowGreyLevelEmphasis,5,1.0,True
GLRLM_ShortRunHighGreyLevelEmphasis,5,1.0,True
GLRLM_LongRunLowGreyLevelEmphasis,5,1.0,True
GLRLM_LongRunHighGreyLevelEmphasis,5,1.0,True
GLRLM_GreyLevelNonUniformity,5,1.0,True
GLRLM_RunLengthNonUniformity,5,1.0,True
GLRLM_RunPercentage,5,1.0,True
GLRLM_GreyLevelVariance,5,1.0,True
GLRLM_RunLengthVariance,5,1.0,True
GLRLM_RunEntropy,5,1.0,True
NGTDM_Coarseness,5,1.0,True
NGTDM_Contrast,5,1.0,True
NGTDM_Busyness,5,1.0,True
NGTDM_Complexity,5,1.0,True
NGTDM_Strength,5,1.0,True
GLSZM_SmallZoneEmphasis,5,1.0,True
GLSZM_LargeZoneEmphasis,5,1.0,True
GLSZM_LowGrayLevelZoneEmphasis,5,1.0,True
GLSZM_HighGrayLevelZoneEmphasis,5,1.0,True
GLSZM_SmallZoneLowGreyLevelEmphasis,5,1.0,True
GLSZM_SmallZoneHighGreyLevelEmphasis,5,1.0,True
GLSZM_LargeZoneLowGreyLevelEmphasis,5,1.0,True
GLSZM_LargeZoneHighGreyLevelEmphasis,5,1.0,True
GLSZM_GreyLevelNonUniformity,5,1.0,True
GLSZM_NormalisedGreyLevelNonUniformity,5,1.0,True
GLSZM_ZoneSizeNonUniformity,5,1.0,True
GLSZM_NormalisedZoneSizeNonUniformity,5,1.0,True
GLSZM_ZonePercentage,5,1.0,True
GLSZM_GreyLevelVariance,5,1.0,True
GLSZM_ZoneSizeVariance,5,1.0,True
GLSZM_ZoneSizeEntropy,5,1.0,True
