fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6862745098039216,0.7371843767724774,0.7307692307692307,0.6895424836601307,0.8,0.7777777777777778,0.8235294117647058,6
2,0.5375000000000001,0.6681395891690008,0.5,0.5125,0.47058823529411764,0.5714285714285714,0.4,6
3,0.7016806722689075,0.8054980254495885,0.5806451612903226,0.5798319327731092,0.6060606060606061,0.625,0.5882352941176471,10
4,0.6176470588235294,0.7299376005258358,0.6206896551724138,0.6397058823529411,0.6206896551724138,0.75,0.5294117647058824,6
5,0.7037037037037037,0.5,0.75,0.7222222222222222,0.5714285714285714,0.5,0.6666666666666666,6
