fold,n_estimators,max_depth,learning_rate,subsample
1,25,2,0.010131844303624045,0.7757279060334521
2,25,1,0.016584313263890035,0.9935871354122109
3,100,1,0.07772235382026987,0.8730704498200098
4,100,1,0.06549750379683224,0.7822221241125097
5,50,3,0.06571271013022326,0.8008335850362696
