Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
RandomForest,LightGBM,0.732063492063492,0.629047619047619,0.103015873015873,2.632315237111856,0.00848051354200174,✓,✓,0.3816231093900783,✗
SVM_Linear,NaiveBayes,0.7250793650793651,0.6330158730158729,0.09206349206349218,2.4562785454236926,0.014038429719420134,✓,✗,0.631729337373906,✗
SVM_RBF,NaiveBayes,0.7187301587301588,0.6330158730158729,0.08571428571428585,2.2325370398691122,0.025579490010471193,✓,✗,1.0,✗
XGBoost,LightGBM,0.7073015873015872,0.629047619047619,0.07825396825396824,2.1731017099763554,0.02977266305013694,✓,✗,1.0,✗
LogisticRegression,NaiveBayes,0.7187301587301588,0.6330158730158729,0.08571428571428585,2.05528346938798,0.03985163302888942,✓,✗,1.0,✗
SVM_Linear,LightGBM,0.7250793650793651,0.629047619047619,0.09603174603174613,1.9153691831394435,0.055445438334748784,✗,✗,1.0,✗
RandomForest,NaiveBayes,0.732063492063492,0.6330158730158729,0.09904761904761905,1.9012627049130144,0.05726761147059385,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.7187301587301588,0.629047619047619,0.08968253968253981,1.8610132486665654,0.06274230576916229,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.7187301587301588,0.629047619047619,0.08968253968253981,1.7983790155541435,0.07211696584180603,✗,✗,1.0,✗
GradientBoosting,LightGBM,0.6923809523809524,0.629047619047619,0.06333333333333346,1.7654401921393847,0.07748981350985039,✗,✗,1.0,✗
SVM_Linear,KNN,0.7250793650793651,0.6733333333333332,0.05174603174603187,1.729382585976103,0.08374064458295556,✗,✗,1.0,✗
SVM_RBF,KNN,0.7187301587301588,0.6733333333333332,0.045396825396825546,1.6064252290403387,0.10818051128469472,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.6952380952380953,0.629047619047619,0.06619047619047636,1.4989346860003467,0.13389057690177195,✗,✗,1.0,✗
RandomForest,KNN,0.732063492063492,0.6733333333333332,0.058730158730158744,1.4699668008738789,0.14157074572538889,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.6330158730158729,0.7073015873015872,-0.07428571428571429,-1.3907984014248995,0.16428656800593022,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.6952380952380953,0.6330158730158729,0.0622222222222224,1.361573440953326,0.17333254172830437,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.732063492063492,0.6923809523809524,0.03968253968253954,1.325126679943729,0.18512913844367618,✗,✗,1.0,✗
LogisticRegression,KNN,0.7187301587301588,0.6733333333333332,0.045396825396825546,1.3050065974454637,0.1918906012859174,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.6952380952380953,0.732063492063492,-0.03682539682539665,-1.1659687801731766,0.2436270682453775,✗,✗,1.0,✗
GradientBoosting,NaiveBayes,0.6923809523809524,0.6330158730158729,0.05936507936507951,1.1094787820722047,0.2672236927728193,✗,✗,1.0,✗
