Fold,Feature_Rank_in_Fold,Feature_Name
1,1,Post2_IB_AreaUnderCurveCIVH
1,2,Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
1,3,Post1_GLSZM_ZoneSizeNonUniformity
1,4,Post1_GLSZM_SmallZoneLowGreyLevelEmphasis
1,5,Post1_GLCM_Correlation
1,6,Post1_GLCM_ClusterShade
2,1,Post1_IH_IntensityHistogramMode_Intensity
2,2,Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
2,3,Post1_GLCM_NormalisedInverseDifferenceMoment
2,4,Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
2,5,Post2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist
2,6,Post2_Morph_Asphericity
2,7,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity
2,8,Post2_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
3,1,Post1_IH_IntensityHistogramMode_Intensity
3,2,Post1_GLCM_Correlation
3,3,Post2_GLSZM_SmallZoneEmphasis
3,4,Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
3,5,Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
3,6,Post2_GLSZM_LargeZoneEmphasis
3,7,Post2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
3,8,Post1_GLSZM_SmallZoneLowGreyLevelEmphasis
4,1,Post1_IH_IntensityHistogramMode_Intensity
4,2,Post2_GLCM_Correlation
4,3,Post2_NGTDM_Complexity
4,4,Post1_NGTDM_Coarseness
4,5,Post1_GLSZM_SmallZoneLowGreyLevelEmphasis
4,6,Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
4,7,Post1_IH_MinimumHistogramGradient_Intensity
4,8,Post1_Morph_Asphericity
4,9,Post2_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist
4,10,Post1_GLCM_InverseVariance
4,11,Post2_GLSZM_LargeZoneLowGreyLevelEmphasis
4,12,Post2_IH_MinimumHistogramGradientGreyLevel_Intensity
4,13,Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
4,14,Post1_IB_MinimumIntensity
4,15,Post2_IH_IntensityHistogramMode_Intensity
4,16,Post2_GLSZM_SmallZoneEmphasis
4,17,Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
4,18,Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
5,1,Post1_IH_IntensityHistogramMode_Intensity
5,2,Post2_GLCM_Correlation
5,3,Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
5,4,Post2_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
