Metric,Value
ROC-AUC,0.733125
PR-AUC,0.7642335106591933
Balanced Acc.,0.6803125
Sensitivity,0.640625
Specificity,0.72
PPV,0.7454545454545455
NPV,0.6101694915254238
Kappa,0.35366227398099914
