Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
LogisticRegression,0.786031746031746,0.7858673676397235,0.7057677644386763,0.866605461393597,0.8305377415705393,0.8337557079042671,0.7289601622056117,0.9076526144921391,0.7168141592920354,0.7253968253968255,0.6507936507936508,0.8,0.803921568627451,0.6451612903225806,0.7192982456140351,0.4399008674101611,0.18896549793503434,40,10,22,41,8.4,5.366563145999495
SVM_Linear,0.7726984126984127,0.7724804617944573,0.6913858180054656,0.8528314541251246,0.8404095590668283,0.8419201238253385,0.7594436292614377,0.9052764806080358,0.672566371681416,0.6630158730158731,0.746031746031746,0.58,0.6911764705882353,0.6444444444444445,0.7175572519083969,0.3294306335204491,0.192041288704023,29,21,16,47,8.4,5.366563145999495
SVM_RBF,0.7522222222222222,0.7519099683122992,0.6683960638624864,0.8366391354065676,0.8247540166250042,0.8268589224241137,0.7431732807171479,0.8963157321189988,0.6460176991150443,0.6350793650793651,0.7301587301587301,0.54,0.6666666666666666,0.6136363636363636,0.696969696969697,0.2735454837672774,0.1994725613498735,27,23,17,46,8.4,5.366563145999495
RandomForest,0.7352380952380951,0.7338471581346659,0.6374699991504185,0.8246228282979858,0.7713969634851541,0.7770892519798165,0.6607574341896074,0.874430357776298,0.6548672566371682,0.6533333333333333,0.6666666666666666,0.64,0.7,0.6037735849056604,0.6829268292682927,0.30477993374349266,0.20953291228649312,32,18,21,42,8.4,5.366563145999495
ExtraTrees,0.7206349206349206,0.7195069768170697,0.6179767219387755,0.8154104896675651,0.7444973950683771,0.7504435210810767,0.6254743074229487,0.8571212962972273,0.672566371681416,0.6774603174603174,0.6349206349206349,0.72,0.7407407407407407,0.6101694915254238,0.6837606837606838,0.34844943119837923,0.22038948117578483,36,14,23,40,8.4,5.366563145999495
GradientBoosting,0.7133333333333334,0.7122692906251528,0.616361397748593,0.8017493177112742,0.7760588664627692,0.7793811618188939,0.6715081021362792,0.8670169856648176,0.6902654867256637,0.680952380952381,0.7619047619047619,0.6,0.7058823529411765,0.6666666666666666,0.732824427480916,0.3656776263031275,0.2148735574170009,30,20,15,48,8.4,5.366563145999495
XGBoost,0.7022222222222221,0.7017041389766568,0.6055432352865389,0.7931626033140637,0.7882849506544798,0.7905053153097538,0.6923155307872642,0.86709539593034,0.6637168141592921,0.6592063492063491,0.6984126984126984,0.62,0.6984126984126984,0.62,0.6984126984126984,0.31841269841269837,0.2272627759978107,31,19,19,44,8.4,5.366563145999495
KNN,0.6842857142857142,0.6832117356754138,0.5848977196512408,0.7766933307982036,0.7217855150353636,0.7307521874197263,0.6057937049866318,0.843291673614626,0.5752212389380531,0.5715873015873016,0.6031746031746031,0.54,0.6229508196721312,0.5192307692307693,0.6129032258064516,0.14258615238697447,0.22914677930982183,27,23,25,38,8.4,5.366563145999495
LightGBM,0.6655555555555556,0.6652377704221556,0.5671307757738704,0.7634065934065933,0.682547181927248,0.6945457727461514,0.5651779521642878,0.8183265227753813,0.6460176991150443,0.6536507936507936,0.5873015873015873,0.72,0.7254901960784313,0.5806451612903226,0.6491228070175439,0.2998760842627014,0.24250211983248607,36,14,26,37,8.4,5.366563145999495
NaiveBayes,0.5984126984126985,0.5979250271629751,0.49504579794242143,0.7022218884579694,0.6770082831881796,0.6839099176685725,0.5596560253555799,0.7900783528998051,0.5663716814159292,0.545079365079365,0.7301587301587301,0.36,0.5897435897435898,0.5142857142857142,0.6524822695035462,0.0930384930384931,0.35227356411508376,18,32,17,46,8.4,5.366563145999495
