Metric,Value
ROC-AUC,0.786031746031746
PR-AUC,0.8305377415705393
Balanced Acc.,0.7253968253968255
Sensitivity,0.6507936507936508
Specificity,0.8
PPV,0.803921568627451
NPV,0.6451612903225806
Kappa,0.4399008674101611
