Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
KNN vs ExtraTrees,KNN,ExtraTrees,0.792024499955122,0.7595731293338949,0.03245137062122705,3.0,0.3125,0.46875
KNN vs GradientBoosting,KNN,GradientBoosting,0.792024499955122,0.7015457951582353,0.09047870479688665,1.0,0.125,0.375
KNN vs LightGBM,KNN,LightGBM,0.792024499955122,0.6458991602053803,0.14612533974974168,0.0,0.0625,0.375
KNN vs LogisticRegression,KNN,LogisticRegression,0.792024499955122,0.7606157151372464,0.03140878481787572,3.0,0.625,0.8035714285714286
KNN vs NaiveBayes,KNN,NaiveBayes,0.792024499955122,0.7021624884065074,0.08986201154861442,3.0,0.3125,0.46875
KNN vs RandomForest,KNN,RandomForest,0.792024499955122,0.7519359809072729,0.0400885190478492,3.0,0.3125,0.46875
KNN vs SVM_Linear,KNN,SVM_Linear,0.792024499955122,0.777127978348074,0.01489652160704793,7.0,1.0,1.0
KNN vs SVM_RBF,KNN,SVM_RBF,0.792024499955122,0.8015481081031319,-0.009523608148010032,7.0,1.0,1.0
KNN vs XGBoost,KNN,XGBoost,0.792024499955122,0.7081639014892602,0.08386059846586165,1.0,0.125,0.375
