Feature_1,Feature_2,Abs_Spearman_Correlation,Above_0_95,Above_0_99
IB_IntensityBasedMeanAbsoluteDeviation,GLCM_Dissimilarity,0.9738869157337889,True,False
IB_IntensityBasedMeanAbsoluteDeviation,GLCM_DifferenceAverage,0.9738869157337889,True,False
IB_RootMeanSquareIntensity,IH_IntensityHistogram50thPercentile,0.9736693428756922,True,False
IB_RootMeanSquareIntensity,IH_IntensityHistogramMedian_Intensity,0.9736693428756922,True,False
GLCM_ClusterProminence,GLSZM_GreyLevelVariance,0.9735797029777158,True,False
IH_IntensityHistogramMaximumGreyLevel_Intensity,IH_IntensityHistogramRange_Intensity,0.9735398702184623,True,False
IH_RootMeanSquare_Intensity,GLSZM_ZoneSizeEntropy,0.9733624061502495,True,False
NGTDM_Complexity,GLSZM_GreyLevelVariance,0.9733249411799967,True,False
IB_IntensityBasedMedianAbsoluteDeviation,GLCM_SumVariance,0.9731900672870866,True,False
IB_IntensityBasedMedianAbsoluteDeviation,GLCM_ClusterTendency,0.9731900672870866,True,False
GLRLM_LongRunsEmphasis,GLSZM_LargeZoneEmphasis,0.9729502914774686,True,False
IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,GLCM_Dissimilarity,0.9725156978225359,True,False
IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,GLCM_DifferenceAverage,0.9725156978225359,True,False
GLCM_JointEntropyLog10,GLCM_AngularSecondMoment,0.9724482608760808,True,False
GLCM_JointEntropyLog2,GLCM_AngularSecondMoment,0.9724482608760808,True,False
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,GLCM_ClusterTendency,0.9722984009950696,True,False
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,GLCM_SumVariance,0.9722984009950696,True,False
IB_50thIntensityPercentile,GLRLM_HighGreyLevelRunEmphasis,0.9722549525492846,True,False
IB_MedianIntensity,GLRLM_HighGreyLevelRunEmphasis,0.9722549525492846,True,False
GLRLM_RunLengthVariance,GLSZM_ZoneSizeVariance,0.972103583149755,True,False
IB_MaximumIntensity,IH_IntensityHistogramRange_Intensity,0.9719321014244293,True,False
GLCM_Dissimilarity,GLCM_InverseDifferenceMoment,0.971931244286592,True,False
GLCM_DifferenceAverage,GLCM_InverseDifferenceMoment,0.971931244286592,True,False
IB_IntensityBasedRobustMeanAbsoluteDeviation,GLCM_Dissimilarity,0.9718413283579853,True,False
IB_IntensityBasedRobustMeanAbsoluteDeviation,GLCM_DifferenceAverage,0.9718413283579853,True,False
IB_IntensityBasedMeanAbsoluteDeviation,IH_IntensityHistogramInterquartileRange_Intensity,0.9716356496632383,True,False
IH_IntensityHistogramInterquartileRange_Intensity,IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,0.9714890222957785,True,False
Morph_IntegratedIntensity_Intensity,GLRLM_RunLengthNonUniformity,0.9713692697327998,True,False
IB_IntensityBasedEnergy,IB_TotalLesionGlycolysis,0.9705706045687827,True,False
IB_TotalLesionGlycolysis,GLRLM_RunLengthNonUniformity,0.9705675193693897,True,False
GLRLM_RunPercentage,GLSZM_LargeZoneEmphasis,0.9704007448067066,True,False
IH_IntensityHistogramEntropyLog10_Intensity,GLCM_AngularSecondMoment,0.9701703906847098,True,False
IH_IntensityHistogramEntropyLog2_Intensity,GLCM_AngularSecondMoment,0.9701703906847098,True,False
GLCM_DifferenceVariance,GLCM_ClusterProminence,0.9698406989464851,True,False
Morph_SurfaceArea_cm2,NGTDM_Coarseness,0.9696908390654738,True,False
Morph_IntegratedIntensity_Intensity,IB_IntensityBasedEnergy,0.9693979246389222,True,False
IB_IntensityRange,IH_IntensityHistogramMaximumGreyLevel_Intensity,0.969373348226584,True,False
IH_IntensityHistogramMedian_Intensity,GLRLM_HighGreyLevelRunEmphasis,0.9691239060923391,True,False
IH_IntensityHistogram50thPercentile,GLRLM_HighGreyLevelRunEmphasis,0.9691239060923391,True,False
IB_MaximumIntensity,IB_IntensityRange,0.9690552861307379,True,False
GLRLM_RunLengthVariance,GLSZM_ZonePercentage,0.9679392916501789,True,False
Morph_SurfaceArea_cm2,GLRLM_RunLengthNonUniformity,0.9678250835468837,True,False
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.9677250154231262,True,False
IB_75thIntensityPercentile,IH_IntensityHistogram90thPercentile,0.9671765628744065,True,False
GLRLM_GreyLevelVariance,GLSZM_GreyLevelVariance,0.967150714082333,True,False
Morph_SurfaceToVolumeRatio_cm,NGTDM_Coarseness,0.9667610783917038,True,False
IB_75thIntensityPercentile,GLCM_JointAverage,0.9666409405547971,True,False
IB_75thIntensityPercentile,GLCM_SumAverage,0.9666409405547971,True,False
GLCM_JointEntropyLog10,GLCM_DifferenceEntropy,0.9663357879195946,True,False
GLCM_JointEntropyLog2,GLCM_DifferenceEntropy,0.9663357879195946,True,False
GLCM_DifferenceVariance,GLCM_SumVariance,0.9654423114388048,True,False
GLCM_DifferenceVariance,GLCM_ClusterTendency,0.9654423114388048,True,False
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,GLCM_DifferenceVariance,0.9653449025161474,True,False
GLRLM_LongRunsEmphasis,GLSZM_ZoneSizeVariance,0.9651875496410856,True,False
IB_IntensityBasedMeanAbsoluteDeviation,GLCM_DifferenceVariance,0.9649178018552653,True,False
IB_75thIntensityPercentile,IB_90thIntensityPercentile,0.9648893742881753,True,False
IH_IntensityHistogram75thPercentile,GLCM_JointAverage,0.9647430435923993,True,False
IH_IntensityHistogram75thPercentile,GLCM_SumAverage,0.9647430435923993,True,False
GLRLM_RunLengthNonUniformity,GLSZM_GreyLevelNonUniformity,0.9646536076040986,True,False
IB_IntensityBasedRobustMeanAbsoluteDeviation,GLCM_JointVariance,0.9645431521527372,True,False
GLCM_Dissimilarity,GLCM_InverseVariance,0.964513180176535,True,False
GLCM_DifferenceAverage,GLCM_InverseVariance,0.964513180176535,True,False
GLSZM_ZonePercentage,GLSZM_ZoneSizeVariance,0.9645112404504487,True,False
GLRLM_LowGreyLevelRunEmphasis,GLRLM_LongRunLowGreyLevelEmphasis,0.9644682222122316,True,False
IB_MedianIntensity,GLRLM_ShortRunHighGreyLevelEmphasis,0.9643609798047292,True,False
IB_50thIntensityPercentile,GLRLM_ShortRunHighGreyLevelEmphasis,0.9643609798047292,True,False
IH_IntensityHistogram75thPercentile,IH_IntensityHistogram90thPercentile,0.9642141070451737,True,False
IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,GLCM_JointVariance,0.9640710935275517,True,False
IH_IntensityHistogramEntropyLog2_Intensity,GLCM_DifferenceEntropy,0.9639305323237184,True,False
IH_IntensityHistogramEntropyLog10_Intensity,GLCM_DifferenceEntropy,0.9639305323237184,True,False
IB_IntensityInterquartileRange,GLCM_Dissimilarity,0.9635725364994722,True,False
IB_IntensityInterquartileRange,GLCM_DifferenceAverage,0.9635725364994722,True,False
GLRLM_ShortRunsEmphasis,GLSZM_LargeZoneEmphasis,0.962662410646046,True,False
GLRLM_RunPercentage,GLSZM_ZoneSizeVariance,0.9626117629004342,True,False
GLRLM_RunLengthNonUniformity,NGTDM_Coarseness,0.9620255061517481,True,False
IB_90thIntensityPercentile,IH_IntensityHistogram75thPercentile,0.9619115711639677,True,False
GLCM_InverseDifference,GLCM_InverseVariance,0.9618306883064335,True,False
Morph_voxelsCounting_vx,Morph_Maximum3DDiameter_mm,0.9617901333280662,True,False
Morph_ApproximateVolume_cm3,Morph_Maximum3DDiameter_mm,0.9617901333280662,True,False
Morph_Maximum3DDiameter_mm,Morph_SphereDiameter_mm,0.9617901333280662,True,False
Morph_Volume_cm3,Morph_Maximum3DDiameter_mm,0.9612363602725766,True,False
GLRLM_RunEntropy,GLSZM_NormalisedGreyLevelNonUniformity,0.9610963748894783,True,False
IH_IntensityHistogram50thPercentile,GLRLM_ShortRunHighGreyLevelEmphasis,0.9608475327584883,True,False
IH_IntensityHistogramMedian_Intensity,GLRLM_ShortRunHighGreyLevelEmphasis,0.9608475327584883,True,False
IH_IntensityHistogram90thPercentile,GLRLM_ShortRunHighGreyLevelEmphasis,0.9606503038431005,True,False
IH_IntensityHistogramStd_Intensity,GLSZM_GreyLevelVariance,0.960227187579613,True,False
IH_IntensityHistogramVariance_Intensity,GLSZM_GreyLevelVariance,0.960227187579613,True,False
IB_IntensityBasedRobustMeanAbsoluteDeviation,GLCM_Contrast,0.960227187579613,True,False
IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,GLCM_Contrast,0.9600173837461973,True,False
GLCM_InverseDifferenceMoment,GLCM_InverseVariance,0.9597626219484782,True,False
IB_StandardDeviation,GLSZM_GreyLevelVariance,0.9597176639841748,True,False
IB_IntensityVariance,GLSZM_GreyLevelVariance,0.9597176639841748,True,False
NGTDM_Complexity,GLSZM_NormalisedGreyLevelNonUniformity,0.9593280282935456,True,False
IB_IntensityBasedCoefficientOfVariation,IB_IntensityBasedQuartileCoefficientOfDispersion,0.9591931544006354,True,False
IH_RootMeanSquare_Intensity,GLRLM_RunLengthNonUniformity,0.9588784486505117,True,False
IH_IntensityHistogramStd_Intensity,GLCM_Dissimilarity,0.9588559696683601,True,False
IH_IntensityHistogramVariance_Intensity,GLCM_DifferenceAverage,0.9588559696683601,True,False
IH_IntensityHistogramStd_Intensity,GLCM_DifferenceAverage,0.9588559696683601,True,False
IH_IntensityHistogramVariance_Intensity,GLCM_Dissimilarity,0.9588559696683601,True,False
IB_IntensityVariance,GLCM_Dissimilarity,0.9586386728408938,True,False
IB_StandardDeviation,GLCM_Dissimilarity,0.9586386728408938,True,False
IB_StandardDeviation,GLCM_DifferenceAverage,0.9586386728408938,True,False
IB_IntensityVariance,GLCM_DifferenceAverage,0.9586386728408938,True,False
IH_IntensityHistogramInterquartileRange_Intensity,GLCM_DifferenceAverage,0.9584504656201136,True,False
IH_IntensityHistogramInterquartileRange_Intensity,GLCM_Dissimilarity,0.9584504656201136,True,False
IB_90thIntensityPercentile,GLRLM_ShortRunHighGreyLevelEmphasis,0.958393199347542,True,False
IB_IntensityBasedMedianAbsoluteDeviation,IH_IntensityHistogramEntropyLog10_Intensity,0.958361432061023,True,False
IB_IntensityBasedMedianAbsoluteDeviation,IH_IntensityHistogramEntropyLog2_Intensity,0.958361432061023,True,False
IB_IntensityVariance,IB_IntensityBasedRobustMeanAbsoluteDeviation,0.9582790091264668,True,False
IB_StandardDeviation,IB_IntensityBasedRobustMeanAbsoluteDeviation,0.9582790091264668,True,False
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,IH_IntensityHistogramEntropyLog2_Intensity,0.9581816002038095,True,False
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,IH_IntensityHistogramEntropyLog10_Intensity,0.9581816002038095,True,False
IB_IntensityVariance,IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,0.9580841912811521,True,False
IB_StandardDeviation,IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,0.9580841912811521,True,False
GLCM_JointVariance,GLCM_Dissimilarity,0.9579568103822925,True,False
GLCM_JointVariance,GLCM_DifferenceAverage,0.9579568103822925,True,False
IB_IntensityBasedRobustMeanAbsoluteDeviation,IH_IntensityHistogramStd_Intensity,0.9576645836143206,True,False
IB_IntensityBasedMedianAbsoluteDeviation,GLCM_DifferenceVariance,0.9576645836143206,True,False
IB_IntensityBasedRobustMeanAbsoluteDeviation,IH_IntensityHistogramVariance_Intensity,0.9576645836143206,True,False
GLCM_ClusterProminence,NGTDM_Complexity,0.9575671746916633,True,False
IH_IntensityHistogramVariance_Intensity,IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,0.9574772587630566,True,False
IH_IntensityHistogramStd_Intensity,IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,0.9574772587630566,True,False
IB_IntensityBasedQuartileCoefficientOfDispersion,IH_IntensityHistogramCoefficientOfVariation_Intensity,0.9572599619355903,True,False
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,GLCM_DifferenceVariance,0.957005200137871,True,False
IH_Uniformity_Intensity,GLCM_SumEntropy,0.9566380434293935,True,False
IB_IntensityBasedMeanAbsoluteDeviation,GLCM_ClusterProminence,0.9565406345067362,True,False
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,GLCM_ClusterProminence,0.9559486879767417,True,False
Morph_SurfaceArea_cm2,Morph_SurfaceToVolumeRatio_cm,0.9557763491135788,True,False
GLCM_Contrast,GLCM_ClusterTendency,0.9554166853991518,True,False
GLCM_SumVariance,GLCM_Contrast,0.9554166853991518,True,False
IB_75thIntensityPercentile,IH_AreaUnderCurveCIVH_Intensity,0.9552477577315455,True,False
IB_75thIntensityPercentile,IH_IntensityHistogramMean_Intensity,0.9552477577315455,True,False
IB_MeanIntensity,IB_75thIntensityPercentile,0.9548731052217379,True,False
IB_TotalLesionGlycolysis,IH_RootMeanSquare_Intensity,0.954847217851309,True,False
Morph_IntegratedIntensity_Intensity,IH_RootMeanSquare_Intensity,0.9543751592261236,True,False
GLSZM_ZoneSizeNonUniformity,GLSZM_ZoneSizeEntropy,0.9543376942558708,True,False
GLRLM_GreyLevelVariance,NGTDM_Complexity,0.9541728483867584,True,False
GLCM_DifferenceVariance,GLSZM_GreyLevelVariance,0.953835663654483,True,False
GLRLM_HighGreyLevelRunEmphasis,GLSZM_HighGrayLevelZoneEmphasis,0.953835663654483,True,False
GLRLM_ShortRunHighGreyLevelEmphasis,GLSZM_HighGrayLevelZoneEmphasis,0.9536708177853707,True,False
GLCM_DifferenceVariance,GLCM_Dissimilarity,0.953595887844865,True,False
GLCM_DifferenceAverage,GLCM_DifferenceVariance,0.953595887844865,True,False
GLCM_SumVariance,GLSZM_GreyLevelVariance,0.9535883948508145,True,False
GLCM_ClusterTendency,GLSZM_GreyLevelVariance,0.9535883948508145,True,False
GLCM_InverseDifferenceMoment,GLRLM_RunPercentage,0.9533241793767934,True,False
IB_75thIntensityPercentile,IB_AreaUnderCurveCIVH,0.9529099260703456,True,False
Morph_SurfaceToVolumeRatio_cm,GLRLM_RunLengthNonUniformity,0.9528990393981627,True,False
IH_IntensityHistogram75thPercentile,IH_AreaUnderCurveCIVH_Intensity,0.952723205608937,True,False
IH_IntensityHistogramMean_Intensity,IH_IntensityHistogram75thPercentile,0.952723205608937,True,False
IB_MeanIntensity,IH_IntensityHistogram75thPercentile,0.9523892169793622,True,False
GLRLM_ShortRunsEmphasis,GLSZM_ZoneSizeVariance,0.951917457177539,True,False
IH_RootMeanSquare_Intensity,GLSZM_ZoneSizeNonUniformity,0.9516177374155165,True,False
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,GLCM_JointEntropyLog10,0.9513629756177974,True,False
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,GLCM_JointEntropyLog2,0.9513629756177974,True,False
IB_IntensityBasedMedianAbsoluteDeviation,GLCM_JointEntropyLog10,0.9513255106475446,True,False
IB_IntensityBasedMedianAbsoluteDeviation,GLCM_JointEntropyLog2,0.9513255106475446,True,False
IH_Uniformity_Intensity,GLCM_DifferenceEntropy,0.9511961650801302,True,False
IB_IntensityInterquartileRange,GLCM_JointVariance,0.9509430003938553,True,False
IH_IntensityHistogramVariance_Intensity,NGTDM_Complexity,0.9507560430997017,True,False
IH_IntensityHistogramStd_Intensity,NGTDM_Complexity,0.9507560430997017,True,False
GLSZM_NormalisedGreyLevelNonUniformity,GLSZM_GreyLevelVariance,0.9507035921413478,True,False
IB_AreaUnderCurveCIVH,IH_IntensityHistogram75thPercentile,0.9506479728880957,True,False
GLCM_JointMaximum,GLCM_AngularSecondMoment,0.9502989704626175,True,False
IB_StandardDeviation,NGTDM_Complexity,0.9502165475280613,True,False
IB_IntensityVariance,NGTDM_Complexity,0.9502165475280613,True,False
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,IH_IntensityHistogramEntropyLog10_Intensity,0.9501341245935051,True,False
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,IH_IntensityHistogramEntropyLog2_Intensity,0.9501341245935051,True,False
