Suspicion_Type,Feature
Potential_ID_Metadata_Name,Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm
Potential_ID_Metadata_Name,Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
Potential_ID_Metadata_Name,Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist
Potential_ID_Metadata_Name,Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist
Potential_ID_Metadata_Name,Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
Potential_ID_Metadata_Name,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist
Potential_ID_Metadata_Name,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
Potential_ID_Metadata_Name,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
Potential_ID_Metadata_Name,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
