fold,n_estimators,max_depth,learning_rate,subsample
1,100,1,0.06549750379683224,0.7822221241125097
2,50,2,0.01613533397103902,0.7028890122753684
3,75,3,0.09659949466916998,0.8459248296722786
4,25,2,0.07786135445417827,0.7627606366351568
5,75,3,0.022796168542268493,0.9184679392468219
