k,mean_score,std_score,fold_scores,metric,tuning_model
6,0.6956228956228957,0.11939315128846335,"[0.5277777777777778, 0.7954545454545455, 0.7636363636363637]",auc,LogisticRegression
4,0.6599326599326599,0.13537007621262437,"[0.47222222222222227, 0.7863636363636363, 0.7212121212121212]",auc,LogisticRegression
18,0.5701058201058201,0.056389249832985155,"[0.5436507936507937, 0.5181818181818182, 0.6484848484848486]",auc,LogisticRegression
14,0.5692881192881193,0.07533822720024862,"[0.5396825396825398, 0.4954545454545454, 0.6727272727272727]",auc,LogisticRegression
12,0.5650553150553151,0.05649813918388174,"[0.5436507936507937, 0.509090909090909, 0.6424242424242425]",auc,LogisticRegression
16,0.5635401635401636,0.07251112961661528,"[0.5436507936507937, 0.48636363636363633, 0.6606060606060606]",auc,LogisticRegression
10,0.554906204906205,0.058133529888148176,"[0.5238095238095238, 0.5045454545454546, 0.6363636363636365]",auc,LogisticRegression
8,0.5513468013468014,0.09897987763928363,"[0.47222222222222227, 0.49090909090909085, 0.6909090909090909]",auc,LogisticRegression
