Model,ROC_AUC,PR_AUC,Accuracy,Balanced_Accuracy,Sensitivity,Specificity,PPV,NPV,F1,Cohen_Kappa,Brier_Score,Mean_Selected_Features,Std_Selected_Features
SVM_RBF,0.6147928994082841,0.6838588087421287,0.6239316239316239,0.6153846153846154,0.6923076923076923,0.5384615384615384,0.6521739130434783,0.5833333333333334,0.6716417910447762,0.2325581395348838,0.2545526314267442,7.8,4.54972526643093
SVM_Linear,0.6059171597633135,0.6807794887552694,0.6239316239316239,0.6115384615384616,0.7230769230769231,0.5,0.6438356164383562,0.5909090909090909,0.6811594202898551,0.2265625,0.2577564193113756,7.8,4.54972526643093
LightGBM,0.6025147928994083,0.6523233723611452,0.5042735042735043,0.5038461538461538,0.5076923076923077,0.5,0.559322033898305,0.4482758620689655,0.532258064516129,0.0076045627376425395,0.27547736195420724,7.8,4.54972526643093
LogisticRegression,0.5902366863905325,0.6549131646145527,0.5384615384615384,0.5365384615384616,0.5538461538461539,0.5192307692307693,0.5901639344262295,0.48214285714285715,0.5714285714285714,0.0725190839694656,0.2565935388248354,7.8,4.54972526643093
NaiveBayes,0.5881656804733728,0.6368135634230334,0.5384615384615384,0.5,0.8461538461538461,0.15384615384615385,0.5555555555555556,0.4444444444444444,0.6707317073170732,0.0,0.3788560731194427,7.8,4.54972526643093
XGBoost,0.577810650887574,0.5968935930464503,0.5641025641025641,0.5634615384615385,0.5692307692307692,0.5576923076923077,0.6166666666666667,0.5087719298245614,0.592,0.12571428571428578,0.2853968345504881,7.8,4.54972526643093
RandomForest,0.5727810650887575,0.6505739265113095,0.5470085470085471,0.5480769230769231,0.5384615384615384,0.5576923076923077,0.603448275862069,0.4915254237288136,0.5691056910569106,0.09487666034155595,0.26567331469589217,7.8,4.54972526643093
ExtraTrees,0.5662721893491124,0.6069267062426005,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5932203389830508,0.4827586206896552,0.5645161290322581,0.07604562737642584,0.2483320286934528,7.8,4.54972526643093
KNN,0.555621301775148,0.6120161784595667,0.5555555555555556,0.5442307692307693,0.6461538461538462,0.4423076923076923,0.5915492957746479,0.5,0.6176470588235294,0.08949416342412453,0.28671272034667084,7.8,4.54972526643093
GradientBoosting,0.5483727810650887,0.595933034621536,0.5042735042735043,0.5,0.5384615384615384,0.46153846153846156,0.5555555555555556,0.4444444444444444,0.546875,0.0,0.2732755276729014,7.8,4.54972526643093
