fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.4814814814814814,0.7329074650988772,0.4074074074074074,0.4444444444444444,0.42857142857142855,0.6,0.3333333333333333,14
2,0.5050505050505051,0.6122827464932729,0.5,0.48484848484848486,0.5833333333333334,0.5384615384615384,0.6363636363636364,14
3,0.6791666666666667,0.647532902920834,0.5806451612903226,0.56875,0.6976744186046512,0.5555555555555556,0.9375,14
4,0.3125,0.5280338648177102,0.4230769230769231,0.3625,0.5714285714285714,0.5263157894736842,0.625,14
5,0.38888888888888895,0.3333333333333333,0.3076923076923077,0.5,0.47058823529411764,0.3076923076923077,1.0,14
