Metric,Value
ROC-AUC,0.7650793650793651
PR-AUC,0.7948672459253328
Balanced Acc.,0.7188888888888889
Sensitivity,0.7777777777777778
Specificity,0.66
PPV,0.7424242424242424
NPV,0.7021276595744681
Kappa,0.440504711707395
